drug_conc,Metadata_plate,Metadata_well,Metadata_Row_as_num,Metadata_Col,Metadata_treatment_new,Metadata_treatment_old,Metadata_type,Metadata_Drug_name,Metadata_dil_factor,Metadata_concentration_uM,cell_count_POC_A,cell_count_POC_C2,cell_count_POC_C1,cell_count_POC_B,ObjectArea_NUC_A,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,ObjectVarInten_NUC_A,ObjectSize_NUC_A,RingTotalInten_RNA,RingAvgInten_RNA,CircTotalInten_RNA,CircAvgInten_RNA,RingSpotTotalInten_RNA,RingSpotAvgInten_RNA,RingSpotTotalArea_RNA,RingSpotAvgArea_RNA,RingSpotCount_RNA,CircSpotTotalInten_RNA,CircSpotAvgInten_RNA,CircSpotTotalArea_RNA,CircSpotAvgArea_RNA,CircSpotCount_RNA,TotalInten_RNA,AvgInten_RNA,RingTotalInten_PMG,RingAvgInten_PMG,CircTotalInten_PMG,CircAvgInten_PMG,RingSpotTotalInten_PMG,RingSpotAvgInten_PMG,RingSpotTotalArea_PMG,RingSpotAvgArea_PMG,RingSpotCount_PMG,CircSpotTotalInten_PMG,CircSpotAvgInten_PMG,CircSpotTotalArea_PMG,CircSpotAvgArea_PMG,CircSpotCount_PMG,TotalInten_PMG,AvgInten_PMG,RingTotalInten_MITO,RingAvgInten_MITO,RingSpotTotalInten_MITO,RingSpotAvgInten_MITO,RingSpotTotalArea_MITO,RingSpotAvgArea_MITO,RingSpotCount_MITO,TotalInten_MITO,AvgInten_MITO,CircTotalInten_NUC_Tex,CircAvgInten_NUC_Tex,CircSpotTotalInten_NUC_Tex,CircSpotAvgInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,CircSpotCount_NUC_Tex,TotalInten_NUC_Tex,AvgInten_NUC_Tex,ObjectArea_NUC_B,ObjectShapeP2A_NUC_B,ObjectShapeLWR_NUC_B,ObjectTotalInten_NUC_B,ObjectAvgInten_NUC_B,ObjectVarInten_NUC_B,ObjectSize_NUC_B,RingTotalInten_Lyso,RingAvgInten_Lyso,CircTotalInten_Lyso,CircAvgInten_Lyso,RingSpotTotalInten_Lyso,RingSpotAvgInten_Lyso,RingSpotTotalArea_Lyso,RingSpotAvgArea_Lyso,RingSpotCount_Lyso,CircSpotTotalInten_Lyso,CircSpotAvgInten_Lyso,CircSpotTotalArea_Lyso,CircSpotAvgArea_Lyso,CircSpotCount_Lyso,TotalInten_Lyso,AvgInten_Lyso,RingTotalInten_Perox,RingAvgInten_Perox,CircTotalInten_Perox,CircAvgInten_Perox,RingSpotTotalInten_Perox,RingSpotAvgInten_Perox,RingSpotTotalArea_Perox,RingSpotAvgArea_Perox,RingSpotCount_Perox,CircSpotTotalInten_Perox,CircSpotAvgInten_Perox,CircSpotTotalArea_Perox,CircSpotAvgArea_Perox,CircSpotCount_Perox,TotalInten_Perox,AvgInten_Perox,RingTotalInten_Lipids,RingAvgInten_Lipids,CircTotalInten_Lipids,CircAvgInten_Lipids,RingSpotTotalInten_Lipids,RingSpotAvgInten_Lipids,RingSpotTotalArea_Lipids,RingSpotAvgArea_Lipids,RingSpotCount_Lipids,CircSpotTotalInten_Lipids,CircSpotAvgInten_Lipids,CircSpotTotalArea_Lipids,CircSpotAvgArea_Lipids,CircSpotCount_Lipids,TotalInten_Lipids,AvgInten_Lipids,ObjectArea_NUC_C1,ObjectShapeP2A_NUC_C1,ObjectShapeLWR_NUC_C1,ObjectTotalInten_NUC_C1,ObjectAvgInten_NUC_C1,ObjectVarInten_NUC_C1,ObjectSize_NUC_C1,RingTotalInten_ER,RingAvgInten_ER,CircTotalInten_ER,CircAvgInten_ER,RingSpotTotalInten_ER,RingSpotAvgInten_ER,RingSpotTotalArea_ER,RingSpotAvgArea_ER,RingSpotCount_ER,CircSpotTotalInten_ER,CircSpotAvgInten_ER,CircSpotTotalArea_ER,CircSpotAvgArea_ER,CircSpotCount_ER,TotalInten_ER,AvgInten_ER,ObjectArea_NUC_C2,ObjectShapeP2A_NUC_C2,ObjectShapeLWR_NUC_C2,ObjectTotalInten_NUC_C2,ObjectAvgInten_NUC_C2,ObjectVarInten_NUC_C2,ObjectSize_NUC_C2,RingTotalInten_TUB,RingAvgInten_TUB,CircTotalInten_TUB,CircAvgInten_TUB,RingSpotTotalInten_TUB,RingSpotAvgInten_TUB,RingSpotTotalArea_TUB,RingSpotAvgArea_TUB,RingSpotCount_TUB,CircSpotTotalInten_TUB,CircSpotAvgInten_TUB,CircSpotTotalArea_TUB,CircSpotAvgArea_TUB,CircSpotCount_TUB,TotalInten_TUB,AvgInten_TUB,RingTotalInten_ACT,RingAvgInten_ACT,CircTotalInten_ACT,CircAvgInten_ACT,RingSpotTotalInten_ACT,RingSpotAvgInten_ACT,RingSpotTotalArea_ACT,RingSpotAvgArea_ACT,RingSpotCount_ACT,CircSpotTotalInten_ACT,CircSpotAvgInten_ACT,CircSpotTotalArea_ACT,CircSpotAvgArea_ACT,CircSpotCount_ACT,TotalInten_ACT,AvgInten_ACT
211_DMSO,NA,NA,NA,NA,DMSO,NA,control,DMSO,NULL,NULL,0.99609883,0.896103896,0.939524838,0.858461538,0.084890075,0.051452339,0.061466356,0.116714192,0.123070298,0.092362104,0.082652315,0.402529589,0.333384112,0.339026664,0.620980591,0.701530105,0.268547966,0.911888708,0.330208492,0.407041694,0.279992174,0.493822996,0.170572636,0.208305535,0.182253745,0.339026664,0.620980591,0.133863836,0.375058857,0.318435742,0.57675021,0.138762705,0.127608147,0.155842433,0.342861678,0.206778234,0.243263906,0.438074391,0.142136851,0.246998003,0.098890028,0.318435742,0.57675021,0.116805071,0.178235678,0.484357085,0.314193309,0.152840326,0.413059218,0.226825954,0.181677196,0.34518582,0.116584138,0.128493087,0.11574505,0.116835103,0.216747697,0.148771522,0.223340138,0.116584138,0.128493087,0.459979672,0.168968934,0.094244781,0.147896502,0.937488558,0.531601756,0.454105966,0.085910462,0.207219738,0.38563458,0.199034685,1.187953391,0.185572956,1.764485612,0.406299422,1.098940814,0.275483833,0.30999269,0.238334175,0.380058752,0.372769284,0.38563458,0.199034685,0.195298917,0.216869482,0.270033454,0.185495121,0.421180086,0.560438288,0.189936401,0.216520615,0.175473686,0.203635144,0.334477301,0.146293875,0.068742938,0.117555573,0.270033454,0.185495121,0.096603365,0.20508068,0.44433784,0.192753788,1.160981142,0.132531996,1.543314481,0.17418206,1.504647226,1.52318942,0.112022744,1.729501541,0.147819291,1.379974032,0.44433784,0.192753788,0.090089526,0.245208723,0.135998038,0.223417423,0.617964431,0.414784376,0.076301993,0.072137521,0.215891936,0.072652513,0.211338267,0.381190368,0.313718573,0.335878742,0.60828786,0.063989703,0.069313818,0.212033683,0.075961651,0.231572183,0.148863726,0.072652513,0.211338267,0.088113202,0.199752017,0.061699672,0.200811884,0.423637307,0.303861205,0.09750915,0.071250031,0.418157393,0.161659279,0.431786398,0.161406429,0.509985683,0.210419496,0.389351142,0.560217896,0.304153241,0.464104627,0.338084603,0.166195409,0.570683214,0.161659279,0.431786398,0.090405151,0.179210879,0.188926192,0.783600437,0.188732943,1.117873494,0.390035316,0.343429479,0.464793221,0.342463297,0.773948039,0.422295749,0.257762282,0.229069316,0.188926192,0.783600437
212_DMSO,NA,NA,NA,NA,DMSO,NA,control,DMSO,NULL,NULL,0.920676203,0.941558442,1.047516199,0.846153846,0.22193093,0.240396155,0.183318046,0.122466802,0.348345876,0.226344538,0.225791258,0.446978966,0.340904501,0.581132097,1.105680886,0.905835293,0.22641597,1.033179487,0.603232611,0.719820109,0.408691719,0.863757655,0.132143185,0.399110965,0.216594375,0.581132097,1.105680886,0.295697287,0.385419656,0.348175503,0.952662877,0.338172859,0.146882994,0.337403417,0.49964323,0.119223928,0.239564038,0.794017476,0.20451082,1.142305166,0.233092338,0.348175503,0.952662877,0.184266369,0.172572118,0.171226496,0.305323264,0.348671315,0.596804602,0.071158192,0.234509224,0.647267532,0.120300651,0.340946411,0.13670898,0.314688132,0.361920584,0.387322485,0.245694065,0.120300651,0.340946411,0.075439743,0.215182191,0.114439579,0.421305875,0.607790567,0.301584452,0.07443551,0.188041919,0.229775688,0.187542939,0.407668925,2.833025542,0.209993,3.596226268,0.730451724,1.098237091,1.088329316,0.441773759,1.136061984,0.803761004,0.76764948,0.187542939,0.407668925,0.070048541,0.0914132,0.167628879,0.200220608,0.077552948,0.304354708,0.095388207,0.165413641,0.069494945,0.278460372,0.221079075,0.296777409,0.258157017,0.067858242,0.167628879,0.200220608,0.245142018,0.679297902,0.335403863,0.775957431,0.88147266,0.579037234,1.072278021,0.123766195,0.971906474,0.747529297,0.340125856,1.083065027,0.101321509,0.917716114,0.335403863,0.775957431,0.153838515,0.157689346,0.148863218,0.2955033,0.601738583,0.361259745,0.155047727,0.087160226,0.349282703,0.085505489,0.321546686,0.345446713,0.14373248,0.317922345,0.473385639,0.076491491,0.107400178,0.211973034,0.096004578,0.113938343,0.153248006,0.085505489,0.321546686,0.114994831,0.06854491,0.056173945,0.206314838,0.366147572,0.323485009,0.120931901,0.102103517,0.656771159,0.075047568,0.265766016,0.08544473,0.566222227,0.162011143,0.24692807,0.375574923,0.209069452,0.346154545,0.276186421,0.228535407,0.432290586,0.075047568,0.265766016,0.217810347,0.513312162,0.196813162,0.429336843,0.117855413,0.806079077,0.449163378,0.249884183,0.566885304,0.304088456,0.466074761,0.586603602,0.451209486,0.344304459,0.196813162,0.429336843
213_DMSO,NA,NA,NA,NA,DMSO,NA,control,DMSO,NULL,NULL,1.201560468,0.885281385,1.032397408,1.086153846,0.075231124,0.172977681,0.062220398,0.14553305,0.095673994,0.114336274,0.072707603,0.373304631,0.920485879,0.18378931,0.240861753,1.314951067,0.165329728,1.864680108,0.719983882,0.237070943,0.142383872,0.197768844,0.162140399,0.227686418,0.323334036,0.18378931,0.240861753,0.083150494,0.600919058,0.112114326,0.675945478,0.426567978,0.222099775,0.479763391,0.423471209,0.28499306,0.893754348,0.460833928,0.46149443,1.926919983,0.153395703,0.112114326,0.675945478,0.502520908,1.459629082,0.193471997,1.117418147,0.057435812,0.135353384,0.178759736,0.615344933,0.738561326,0.134591399,0.09854423,0.086738668,0.128980108,0.150396214,0.067263877,0.141228502,0.134591399,0.09854423,0.071661806,0.213186907,0.158551376,0.105828852,0.150776147,0.136151435,0.070157497,0.18728936,0.192608506,0.083112149,0.233253727,1.653089744,0.153282912,2.13847066,0.618444305,1.481316048,0.299402378,0.314787721,0.417883628,0.362548399,0.53935229,0.083112149,0.233253727,0.155788085,0.464138744,0.280168682,0.372593998,0.186475603,0.091276522,0.144332536,0.199909309,0.095104852,0.401748347,0.09203833,0.288657724,0.159255985,0.115943412,0.280168682,0.372593998,0.05190842,0.467415318,0.148968631,0.221083175,0.373143056,0.319428612,0.430825077,0.205647275,0.360795826,0.241029157,0.124395445,0.343734661,0.13567618,0.489098105,0.148968631,0.221083175,0.120569503,0.19147527,0.08031502,0.288233443,1.230848183,0.541777687,0.115557694,0.229745303,0.414929021,0.107552342,0.344191564,0.167622944,0.209712283,0.172108397,0.341790083,0.051471559,0.127102371,0.218709186,0.12706141,0.437716463,0.232386432,0.107552342,0.344191564,0.062357385,0.0828219,0.04037476,0.397550635,0.158317205,0.32291389,0.063608797,0.096597815,0.167815246,0.075600473,0.232372923,0.090870491,0.141998474,0.088589319,0.197491914,0.068389289,0.155299237,0.274553608,0.141576025,0.215205629,0.068050705,0.075600473,0.232372923,0.132294006,0.253668959,0.109330649,0.581814013,0.32771437,0.751222805,0.329720083,0.217371026,0.376348381,0.292676171,0.570565281,0.232126207,0.171263955,0.197236185,0.109330649,0.581814013
214_DMSO,NA,NA,NA,NA,DMSO,NA,control,DMSO,NULL,NULL,0.953185956,0.943722944,1.036717063,1,0.132551847,0.094492748,0.079980176,0.195589462,0.043189154,0.060542851,0.121202182,0.196890885,0.637381032,0.133805876,0.077403242,0.979601977,0.247559391,0.880464786,0.583366871,0.916786928,0.227900412,0.121693808,0.192458599,0.200981479,0.305555247,0.133805876,0.077403242,0.064937897,0.048939591,0.133404481,0.490166433,0.152902987,0.18978385,0.129902656,0.24074127,0.097807931,0.642765865,0.303630545,0.241916233,0.98888425,0.174433413,0.133404481,0.490166433,0.617722835,0.683222194,0.455981454,0.808823615,0.601476734,0.653443351,0.028721694,0.697592833,0.774918113,0.190312501,0.041803336,0.047638957,0.046997575,0.080506669,0.152269925,0.106764035,0.190312501,0.041803336,0.263690481,0.253084723,0.10284453,0.201609296,0.627242428,0.380165139,0.25775175,0.054363663,0.125273951,0.192127671,0.208857355,0.920954819,0.097641363,1.198609399,0.251955202,1.251198456,0.209045649,0.204950429,0.26604764,0.211442819,0.273943332,0.192127671,0.208857355,0.077514161,0.073946068,0.13433424,0.12558233,0.062276235,0.155336652,0.061342916,0.312798392,0.153304276,0.185749968,0.14556588,0.156257807,0.18026107,0.083419704,0.13433424,0.12558233,0.081687565,0.315318608,0.144304216,0.487552743,0.440672467,0.322532997,0.411707955,0.189508691,0.442279488,0.463009268,0.198953736,0.45096063,0.116078453,0.469748337,0.144304216,0.487552743,0.16179503,0.324021773,0.292429146,0.23195751,1.294846396,0.462050164,0.160064349,0.125072862,0.320360763,0.131598652,0.154992198,0.194561451,0.083628677,0.099896448,0.156609832,0.138842256,0.145148453,0.112777599,0.122486812,0.533122486,0.177528565,0.131598652,0.154992198,0.049426713,0.171751987,0.060052622,0.203899074,0.927429705,0.470139566,0.059936274,0.0663725,0.435991917,0.149095583,0.160176889,0.089264824,0.282265355,0.118607475,0.259332375,0.20218564,0.135468926,0.222304738,0.110281924,0.33058794,0.117509377,0.149095583,0.160176889,0.190267801,0.34835605,0.253072627,0.191993888,0.07355091,0.193186754,0.239240838,0.163915051,0.20824828,0.168509686,0.209742909,0.096426068,0.163310757,0.060967865,0.253072627,0.191993888
215_DMSO,NA,NA,NA,NA,DMSO,NA,control,DMSO,NULL,NULL,0.77503251,0.83982684,0.935205184,1.178461538,0.143695164,0.10873121,0.116232975,0.352830166,0.23994076,0.169665012,0.132551842,0.32800584,0.15635056,0.216859656,0.355767067,1.476815611,0.26384693,1.241297042,0.664394951,0.944671826,0.200271588,0.343673348,0.119008231,0.224012144,0.180846354,0.216859656,0.355767067,0.264196327,0.213124049,0.315058069,0.262434137,0.801048594,0.404322471,0.920529618,0.476931317,0.70718758,0.223843819,0.210288493,0.565819801,1.06699429,0.239327561,0.315058069,0.262434137,0.373216352,0.204669158,0.481272867,0.321782783,0.853630412,0.868386307,0.170759174,0.378295685,0.394004495,0.350848824,0.240013504,0.160358953,0.224652691,0.129367158,0.184418631,0.250171742,0.350848824,0.240013504,0.073261606,0.197358136,0.09266806,0.092199354,0.154052377,0.117702995,0.065692775,0.092885307,0.08066214,0.062369734,0.098249094,0.110818257,0.027071998,0.162733396,0.128867478,0.757624161,0.118898781,0.142319913,0.125680613,0.161713102,0.132523032,0.062369734,0.098249094,0.074958098,0.10456002,0.162983329,0.174956351,0.04986864,0.493099856,0.207561462,0.25225554,0.122063139,0.226722466,0.308295063,0.310118544,0.353522326,0.212455445,0.162983329,0.174956351,0.12531239,0.269770614,0.214935999,0.415928827,0.407737672,0.271322824,0.556992641,0.170012338,0.535563803,0.345890637,0.154660689,0.388487165,0.152066859,0.50556637,0.214935999,0.415928827,0.179908174,0.305351147,0.164329922,0.216044459,1.216297956,0.492446302,0.155755063,0.129721263,0.284174251,0.170989617,0.21321511,0.175675996,0.106422408,0.180067411,0.233020651,0.138700631,0.165994329,0.174286114,0.155064448,0.09669439,0.210787557,0.170989617,0.21321511,0.224595749,0.090950047,0.056320518,0.151425651,0.28602737,0.239364928,0.218167017,0.232434378,0.839131646,0.412967724,0.2832371,0.103885749,0.783072093,0.274719071,0.277426313,0.783531605,0.295731094,0.504162866,0.474417521,0.38744518,0.932136126,0.412967724,0.2832371,0.413190333,0.679883392,0.493379368,0.361118576,0.141328971,0.527643585,0.54914739,0.232661334,0.61429126,0.288983229,0.418120905,0.633947577,0.838600332,0.086577315,0.493379368,0.361118576
216_DMSO,NA,NA,NA,NA,DMSO,NA,control,DMSO,NULL,NULL,0.849154746,0.984848485,0.978401728,0.996923077,0.066639196,0.257567287,0.100188621,0.270808384,0.262732569,0.185619858,0.059895401,0.152744242,0.157779799,0.205728744,0.133402915,1.808419006,0.213920043,1.133916703,0.791956608,0.897874079,0.282972343,0.134248185,0.11401322,0.20224172,0.162753765,0.205728744,0.133402915,0.251035569,0.252759002,0.40310202,0.32764624,0.852515952,0.09474772,0.803350745,0.817595114,0.317189834,0.219665322,0.293731383,0.475544843,1.299024871,0.287123651,0.40310202,0.32764624,0.406711881,0.243847001,0.76026754,0.485522047,0.883391902,1.104529326,0.06713478,0.565643364,0.714217014,0.274578342,0.268279142,0.086956866,0.246046099,0.144489127,0.128936499,0.318049987,0.274578342,0.268279142,0.29911798,0.231656849,0.113101354,0.0897005,0.539541185,0.367863896,0.285853507,0.246288995,0.247905283,0.255909,0.21336995,2.332340232,0.200692473,3.653705277,0.617714822,1.048309664,0.634505546,0.450068442,0.787838904,0.461369526,0.92835027,0.255909,0.21336995,0.099815769,0.363561703,0.117970435,0.339189377,0.215579283,0.329297128,0.118106707,0.115175392,0.118287443,0.140104913,0.282979064,0.074215125,0.063870314,0.065105611,0.117970435,0.339189377,0.076527907,0.472997758,0.134604432,0.746779493,0.61114795,0.558040995,0.523387761,0.174747633,0.512250324,0.501821474,0.407861405,0.557938299,0.167202353,0.53347478,0.134604432,0.746779493,0.27971212,0.230513868,0.117376761,0.160294206,1.340552373,0.519201852,0.277794056,0.111441115,0.609922326,0.129429426,0.513453125,0.11167455,0.377017696,0.135316938,0.211499797,0.326295959,0.191584435,0.39632301,0.162059572,0.101438574,0.168629751,0.129429426,0.513453125,0.08074529,0.091118799,0.053349686,0.396011134,1.285021082,0.684634651,0.083412008,0.18193894,0.739712717,0.231278332,0.483973323,0.09814903,0.529604441,0.048696537,0.184539913,0.099486446,0.272359067,0.316548906,0.180245033,0.132658843,0.320138103,0.231278332,0.483973323,0.290918169,0.524817131,0.279213803,0.203461653,0.103808946,0.262788317,0.179792221,0.306674288,0.095807646,0.160933727,0.214810699,0.123274149,0.132088604,0.054905986,0.279213803,0.203461653
217_DMSO,NA,NA,NA,NA,DMSO,NA,control,DMSO,NULL,NULL,0.88556567,1.205627706,1.220302376,1.113846154,0.095070032,0.09425362,0.045985574,0.27190895,0.329894223,0.165788883,0.078050644,0.315804831,0.296496443,0.393546343,1.404364045,1.055653787,0.342960873,0.957279698,0.599504683,1.147723893,0.402758272,1.142435446,0.130386092,0.242134382,0.228976286,0.393546343,1.404364045,0.162572373,0.170566213,0.551554559,2.666781897,0.312298069,0.233380259,0.363932123,0.118145155,0.537717524,0.762718249,2.548514043,0.805833744,2.511813783,0.218601694,0.551554559,2.666781897,0.351089844,0.23859896,0.098598725,0.186784628,0.285965255,0.066587682,0.447046937,0.238622161,0.415254889,0.262815617,0.31694599,0.118344986,0.224788677,0.076577194,0.266000993,0.250270533,0.262815617,0.31694599,0.197136642,0.12351902,0.055584637,0.299813125,0.15278502,0.160777909,0.179538644,0.243118426,0.512799514,0.271908897,0.30543695,1.413939867,0.102516818,1.582590116,0.444476882,1.443048471,0.227570418,0.207723657,0.318489215,0.211216846,0.397758151,0.271908897,0.30543695,0.204508764,0.191475155,0.198858749,0.099047117,0.179831941,0.159367477,0.281411932,0.261051794,0.219669811,0.205894629,0.2308083,0.238869715,0.260359242,0.186655538,0.198858749,0.099047117,0.132163058,0.16934375,0.213488492,0.17093527,0.382768129,0.1351213,0.435982536,0.137172051,0.382884538,0.404069653,0.16757419,0.382682864,0.082332827,0.536993248,0.213488492,0.17093527,0.266545128,0.503980882,0.139779404,1.054970769,2.79290566,2.410973843,0.275619921,0.214203372,0.399555646,0.095686218,0.320100307,0.269022025,0.187330776,0.230057766,1.016618325,0.280092413,0.101826886,0.220860913,0.110899542,0.160567306,0.0648124,0.095686218,0.320100307,0.217151074,0.355392498,0.211906356,0.360751244,1.142647075,1.453781287,0.225266778,0.206823774,0.127124397,0.276487321,3.680061078,0.067563431,0.099183939,0.089945501,3.290661944,0.186706261,0.350131388,5.265348332,0.274000855,0.241493721,0.260054308,0.276487321,3.680061078,0.173700654,0.048191792,0.235656433,3.628645139,0.07989605,5.394785307,0.110817615,2.076705684,0.117338831,0.134585729,5.151016431,0.119143155,0.216039557,0.121451733,0.235656433,3.628645139
218_DMSO,NA,NA,NA,NA,DMSO,NA,control,DMSO,NULL,NULL,0.838751625,0.677489177,0.764578834,0.969230769,0.212959612,0.078693312,0.097802561,0.822738426,1.00351074,0.478176687,0.20299865,0.415155541,0.427457147,0.749546958,1.762190907,1.093150211,0.416990194,0.914346155,0.454156186,1.089446886,0.59678303,1.5598106,0.274061759,0.380148761,0.322879101,0.749546958,1.762190907,0.159657988,0.598163185,1.013135957,3.154138155,0.576178099,0.460944504,0.688008867,0.412845208,0.407199661,1.183245971,2.903732285,0.497948179,2.451071665,0.263670847,1.013135957,3.154138155,0.151652924,0.412957025,0.23470967,0.253857811,0.694054951,0.759839861,0.134221355,0.357956985,0.366966746,0.800345626,0.972604148,0.581210809,0.798668901,0.246109554,0.249921538,0.177527994,0.800345626,0.972604148,0.352014645,0.161331607,0.202495523,0.135144233,0.431113761,0.24839677,0.331072574,0.088210984,0.306698103,0.244108847,0.286549911,0.347319553,0.144163951,1.064025851,0.307016847,0.388477654,0.124634676,0.227241718,0.175942336,0.158657935,0.301841312,0.244108847,0.286549911,0.065420762,0.123069829,0.190012215,0.179587965,0.123092398,0.567934407,0.179637992,0.293857645,0.092374088,0.12474434,0.481092215,0.360532886,0.426199209,0.134058649,0.190012215,0.179587965,0.138793884,0.334717392,0.068920577,0.630240623,0.513330674,0.614173923,0.380144081,0.10038695,0.366146974,0.17188059,0.328420047,0.565999752,0.158344497,0.390106868,0.068920577,0.630240623,0.187862588,0.418046611,0.119250226,0.958044395,2.443693199,2.218693984,0.191925029,0.098965557,0.362836519,0.208450345,0.279946252,0.593057498,0.149352107,0.467915595,1.266222793,0.111903141,0.133498966,0.23774843,0.095250378,0.154675677,0.047780423,0.208450345,0.279946252,0.105025949,0.230113211,0.181760389,0.686426489,1.983733481,1.714779832,0.112570393,0.085916168,0.724637518,0.122361601,3.809543283,0.049293891,0.565460014,0.115897952,3.017829831,0.09623941,0.142635127,5.204113152,0.155751262,0.140031294,0.194322197,0.122361601,3.809543283,0.128970167,0.451283055,0.115303718,3.800613509,0.064431421,5.756423196,0.237288373,1.991345295,0.170424423,0.147604643,5.299557757,0.231109494,0.204108215,0.155502772,0.115303718,3.800613509
219_DMSO,NA,NA,NA,NA,DMSO,NA,control,DMSO,NULL,NULL,0.945383615,0.794372294,0.768898488,0.876923077,0.069561866,0.142570445,0.10592836,0.072935283,0.12614065,0.096268947,0.06484502,0.378023755,0.286717271,0.225500475,1.119344886,0.721982828,0.348530754,0.772193924,0.468219984,0.895529892,0.425776242,0.788198118,0.185767175,0.236161277,0.190002256,0.225500475,1.119344886,0.205126762,0.056421022,0.46672988,2.629007864,0.569582532,0.153455079,0.505414555,0.406925783,0.330985491,0.759138037,2.486483948,0.726778442,2.602416844,0.351596149,0.46672988,2.629007864,0.181644702,0.1565764,0.102808572,0.203776197,0.230574998,0.469296709,0.159540892,0.16893506,0.227110696,0.069467053,0.108809241,0.091773378,0.119212361,0.070344412,0.08830283,0.102989997,0.069467053,0.108809241,0.607231546,0.220873232,0.076611244,0.278126113,0.54811717,0.249519843,0.544137913,0.062415125,0.117820284,0.48629826,0.240648049,0.291128554,0.148027527,0.393776993,0.165760854,0.682077509,0.185877488,0.090461438,0.264849449,0.113831356,0.206598323,0.48629826,0.240648049,0.100460074,0.152625587,0.274734649,0.253247272,0.200893275,0.619359949,0.105662034,0.343526839,0.180661875,0.10456301,0.464688651,0.254648232,0.334779048,0.117073797,0.274734649,0.253247272,0.192862096,0.375961465,0.161757426,0.803963353,0.79030198,0.912443635,1.176445562,0.16250211,1.043038005,0.609485233,0.433407053,1.142883453,0.078765301,1.01927971,0.161757426,0.803963353,0.153123867,0.429651342,0.21807777,0.824421025,2.157830721,1.980567104,0.156519265,0.110700573,0.597994807,0.217580606,0.304808414,0.213975789,0.185946335,0.324995334,0.951122132,0.287907751,0.154793887,0.240000428,0.176693581,0.460438288,0.111799561,0.217580606,0.304808414,0.046511352,0.154757792,0.127390157,0.572242202,1.852666538,1.587861842,0.050931042,0.157637976,0.681676841,0.150951005,3.967221931,0.148936267,0.387786329,0.093885069,3.078971039,0.080091343,0.161924937,5.308454797,0.162903779,0.193655391,0.115192011,0.150951005,3.967221931,0.303654646,0.552258463,0.208104003,3.804115078,0.131130647,5.801216355,0.171181355,2.17526823,0.302268168,0.293414863,5.296746245,0.408605134,0.512891786,0.103098372,0.208104003,3.804115078
22_DMSO,NA,NA,NA,NA,DMSO,NA,control,DMSO,NULL,NULL,0.975703325,1.084257206,0.966183575,0.973451327,0.086492766,0.140986849,0.096346827,0.108229072,0.366415627,0.125605023,0.086246616,0.22802793,0.123021286,0.213980818,0.27841248,2.264258027,0.177681138,1.776361479,1.168965396,0.758410128,0.125678213,0.234929505,0.103990135,0.174025185,0.152747179,0.213980818,0.27841248,0.067541411,0.071114887,0.273886732,0.277565582,0.084587347,0.095801196,0.136834207,0.196089461,0.221749505,0.252865848,0.152652359,0.185974087,0.211456273,0.262739041,0.273886732,0.277565582,0.236214425,0.390104603,0.207723515,0.410675466,0.270959595,0.268783398,0.104022336,0.308409998,0.467362624,0.106242216,0.354364355,0.277299938,0.263350649,0.183834819,0.211605216,0.190211017,0.106242216,0.354364355,0.228875647,0.164586706,0.061713578,0.097265091,0.304333067,0.128940725,0.218021937,0.140065186,0.196350197,0.32462485,0.295824742,1.289501596,0.134701914,1.58695558,0.369149999,1.408285705,0.307216084,0.19735217,0.461167985,0.140940015,0.487334118,0.32462485,0.295824742,0.223987591,0.184973966,0.372561654,0.304149213,0.11277427,0.156890097,0.191268614,0.645630039,0.216612972,0.38877233,0.25617566,0.470280746,0.496753752,0.128133549,0.372561654,0.304149213,0.067231167,0.195776906,0.148659347,0.122771713,0.530799722,0.537354568,0.395993708,0.233198199,0.354064915,0.336270397,0.316243887,0.391818789,0.116595629,0.463175657,0.148659347,0.122771713,0.166497716,0.171994867,0.061503535,0.252830381,0.228430882,0.232441023,0.147025563,0.121617828,0.410429494,0.208730943,0.315820767,0.250734338,0.384147354,0.23036287,0.286549621,0.350893247,0.247575898,0.244416515,0.196582025,0.424031356,0.207023507,0.208730943,0.315820767,0.079256032,0.172311803,0.100503845,0.383267573,0.702341121,0.463385446,0.083717814,0.108438191,0.366075623,0.140988716,0.417448722,0.044909793,0.599821309,0.136955367,0.224550256,0.372450347,0.079161387,0.585948014,0.144204384,0.177361376,0.253172818,0.140988716,0.417448722,0.259918269,0.3806,0.119057069,0.290942151,0.113716147,0.433907184,0.100409543,0.200681392,0.105343683,0.1944845,0.335745498,0.259739357,0.600676374,0.079428379,0.119057069,0.290942151
