drug_conc,Metadata_plate,Metadata_well,Metadata_Row_as_num,Metadata_Col,Metadata_treatment_new,Metadata_treatment_old,Metadata_type,Metadata_Drug_name,Metadata_dil_factor,Metadata_concentration_uM,cell_count_POC_A,cell_count_POC_C2,cell_count_POC_C1,cell_count_POC_B,ObjectArea_NUC_A,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,ObjectVarInten_NUC_A,ObjectSize_NUC_A,RingTotalInten_RNA,RingAvgInten_RNA,CircTotalInten_RNA,CircAvgInten_RNA,RingSpotTotalInten_RNA,RingSpotAvgInten_RNA,RingSpotTotalArea_RNA,RingSpotAvgArea_RNA,RingSpotCount_RNA,CircSpotTotalInten_RNA,CircSpotAvgInten_RNA,CircSpotTotalArea_RNA,CircSpotAvgArea_RNA,CircSpotCount_RNA,TotalInten_RNA,AvgInten_RNA,RingTotalInten_PMG,RingAvgInten_PMG,CircTotalInten_PMG,CircAvgInten_PMG,RingSpotTotalInten_PMG,RingSpotAvgInten_PMG,RingSpotTotalArea_PMG,RingSpotAvgArea_PMG,RingSpotCount_PMG,CircSpotTotalInten_PMG,CircSpotAvgInten_PMG,CircSpotTotalArea_PMG,CircSpotAvgArea_PMG,CircSpotCount_PMG,TotalInten_PMG,AvgInten_PMG,RingTotalInten_MITO,RingAvgInten_MITO,RingSpotTotalInten_MITO,RingSpotAvgInten_MITO,RingSpotTotalArea_MITO,RingSpotAvgArea_MITO,RingSpotCount_MITO,TotalInten_MITO,AvgInten_MITO,CircTotalInten_NUC_Tex,CircAvgInten_NUC_Tex,CircSpotTotalInten_NUC_Tex,CircSpotAvgInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,CircSpotCount_NUC_Tex,TotalInten_NUC_Tex,AvgInten_NUC_Tex,ObjectArea_NUC_B,ObjectShapeP2A_NUC_B,ObjectShapeLWR_NUC_B,ObjectTotalInten_NUC_B,ObjectAvgInten_NUC_B,ObjectVarInten_NUC_B,ObjectSize_NUC_B,RingTotalInten_Lyso,RingAvgInten_Lyso,CircTotalInten_Lyso,CircAvgInten_Lyso,RingSpotTotalInten_Lyso,RingSpotAvgInten_Lyso,RingSpotTotalArea_Lyso,RingSpotAvgArea_Lyso,RingSpotCount_Lyso,CircSpotTotalInten_Lyso,CircSpotAvgInten_Lyso,CircSpotTotalArea_Lyso,CircSpotAvgArea_Lyso,CircSpotCount_Lyso,TotalInten_Lyso,AvgInten_Lyso,RingTotalInten_Perox,RingAvgInten_Perox,CircTotalInten_Perox,CircAvgInten_Perox,RingSpotTotalInten_Perox,RingSpotAvgInten_Perox,RingSpotTotalArea_Perox,RingSpotAvgArea_Perox,RingSpotCount_Perox,CircSpotTotalInten_Perox,CircSpotAvgInten_Perox,CircSpotTotalArea_Perox,CircSpotAvgArea_Perox,CircSpotCount_Perox,TotalInten_Perox,AvgInten_Perox,RingTotalInten_Lipids,RingAvgInten_Lipids,CircTotalInten_Lipids,CircAvgInten_Lipids,RingSpotTotalInten_Lipids,RingSpotAvgInten_Lipids,RingSpotTotalArea_Lipids,RingSpotAvgArea_Lipids,RingSpotCount_Lipids,CircSpotTotalInten_Lipids,CircSpotAvgInten_Lipids,CircSpotTotalArea_Lipids,CircSpotAvgArea_Lipids,CircSpotCount_Lipids,TotalInten_Lipids,AvgInten_Lipids,ObjectArea_NUC_C1,ObjectShapeP2A_NUC_C1,ObjectShapeLWR_NUC_C1,ObjectTotalInten_NUC_C1,ObjectAvgInten_NUC_C1,ObjectVarInten_NUC_C1,ObjectSize_NUC_C1,RingTotalInten_ER,RingAvgInten_ER,CircTotalInten_ER,CircAvgInten_ER,RingSpotTotalInten_ER,RingSpotAvgInten_ER,RingSpotTotalArea_ER,RingSpotAvgArea_ER,RingSpotCount_ER,CircSpotTotalInten_ER,CircSpotAvgInten_ER,CircSpotTotalArea_ER,CircSpotAvgArea_ER,CircSpotCount_ER,TotalInten_ER,AvgInten_ER,ObjectArea_NUC_C2,ObjectShapeP2A_NUC_C2,ObjectShapeLWR_NUC_C2,ObjectTotalInten_NUC_C2,ObjectAvgInten_NUC_C2,ObjectVarInten_NUC_C2,ObjectSize_NUC_C2,RingTotalInten_TUB,RingAvgInten_TUB,CircTotalInten_TUB,CircAvgInten_TUB,RingSpotTotalInten_TUB,RingSpotAvgInten_TUB,RingSpotTotalArea_TUB,RingSpotAvgArea_TUB,RingSpotCount_TUB,CircSpotTotalInten_TUB,CircSpotAvgInten_TUB,CircSpotTotalArea_TUB,CircSpotAvgArea_TUB,CircSpotCount_TUB,TotalInten_TUB,AvgInten_TUB,RingTotalInten_ACT,RingAvgInten_ACT,CircTotalInten_ACT,CircAvgInten_ACT,RingSpotTotalInten_ACT,RingSpotAvgInten_ACT,RingSpotTotalArea_ACT,RingSpotAvgArea_ACT,RingSpotCount_ACT,CircSpotTotalInten_ACT,CircSpotAvgInten_ACT,CircSpotTotalArea_ACT,CircSpotAvgArea_ACT,CircSpotCount_ACT,TotalInten_ACT,AvgInten_ACT
LTX-315_5_0.25,1,J15,10,15,LTX-315,LTX-315,treated,LTX-315,0.25,5,0.656586578,0.797912006,0.842266462,0.884656085,0.259632643,0.479484516,0.357952508,0.449370264,0.464762633,0.281851812,0.239376272,0.399511159,0.073958496,0.572713125,0.510754544,0.322898121,0.104652809,0.365543816,0.183017786,0.28785505,0.4603604,0.472868326,0.223032667,0.337935976,0.194682093,0.572713125,0.510754544,0.48751801,0.191651454,0.686643378,0.833147415,1.051919573,0.157320188,0.973452808,0.171029427,0.924545292,0.882314494,0.597334371,0.644281209,1.011016111,0.071164673,0.686643378,0.833147415,1.559973166,2.582851726,0.6892845,2.432003819,0.168594442,0.443838826,0.815364708,1.715383504,2.536702494,0.445998473,0.45478707,0.273904329,0.429273309,0.100006498,0.146371148,0.062314619,0.445998473,0.45478707,0.176104723,0.241779685,0.159455578,0.206817687,0.054118233,0.159192041,0.173375966,0.084031776,0.066627113,0.118276662,0.415056638,0.457046369,0.092022626,0.751564839,0.299665747,0.461138528,0.334443841,0.185430424,0.357005129,0.31879677,0.277040652,0.118276662,0.415056638,0.143621495,0.234315269,0.087101236,0.208017814,0.336028411,0.396405761,0.187484333,0.421674077,0.673429945,0.137513016,0.380440395,0.189034524,0.250499024,0.088190647,0.087101236,0.208017814,0.299959172,0.70099028,0.328239154,0.398901785,0.866027093,1.045039685,0.528434007,0.156871963,0.507335312,0.506072175,0.450084969,0.82942537,0.230393091,0.555139728,0.328239154,0.398901785,0.336181025,0.139216119,0.176301945,0.706695016,0.784109144,0.560293106,0.317827833,0.208555624,0.2459562,0.267193296,0.160516917,0.386222612,0.095136572,0.48454577,0.424216168,0.035695326,0.177078647,0.061769981,0.178708309,0.300915894,0.046278446,0.267193296,0.160516917,0.095756077,0.356638135,0.400643574,0.454523755,0.596325316,0.394327879,0.09263326,0.173152284,0.268443382,0.089959493,0.178022523,0.039221525,0.121042457,0.050731803,0.092044539,0.11088666,0.04980702,0.197284769,0.048555291,0.227498201,0.109885422,0.089959493,0.178022523,0.101010869,0.24713655,0.108255364,0.167421924,0.125694992,0.302520918,0.088935597,0.205419292,0.165977915,0.087377632,0.215156492,0.115198852,0.11688363,0.052722643,0.108255364,0.167421924
lomustine_0.3125_0.015625,2,B10,2,10,lomustine,Lomustine,treated,lomustine,0.015625,0.3125,0.85591133,0.934687157,0.905743741,0.854014599,0.350172441,0.314553579,0.254177403,0.053853227,0.482203235,0.215219777,0.322069679,0.27472079,0.253461255,0.342941098,0.391149105,1.019991038,0.147849954,1.366701955,0.731700321,0.281920073,0.368529677,0.510358368,0.14467332,0.165277272,0.145800092,0.342941098,0.391149105,0.194012381,0.589227355,0.318436974,0.458713968,0.454347269,0.239984497,0.395780167,0.390887865,1.139414268,1.164797947,0.497432444,1.113845513,0.905116022,0.577819558,0.318436974,0.458713968,0.664992191,0.740218929,0.389714343,0.533557984,0.262265428,0.186948943,0.714849939,0.751758028,0.637277468,0.058240718,0.488359798,0.057061242,0.390152379,0.302573133,0.387392782,0.866280649,0.058240718,0.488359798,0.657886515,0.40283289,0.169667584,0.328246876,0.532696328,0.291049382,0.610253494,0.07059713,0.063629206,0.504724978,0.276638147,2.026477408,0.201432474,2.896234745,0.5183612,1.462461574,0.7775404,0.390542188,0.868809854,0.626972292,0.826650264,0.504724978,0.276638147,0.0483607,0.089849803,0.301876064,0.203822919,0.117289932,0.635346642,0.227354645,0.158930057,0.114835726,0.174239381,0.493075178,0.476504846,0.267954618,0.345153153,0.301876064,0.203822919,0.442464922,0.928068639,0.764940554,0.622053374,0.422059026,0.425513559,0.277695015,0.274400609,0.437313832,0.534709845,0.242829151,0.402616737,0.181066301,0.397375472,0.764940554,0.622053374,0.155169214,0.575975455,0.278944408,0.40403024,0.401064978,0.23193783,0.119854303,0.138595611,0.184058731,0.152512306,0.21965109,0.208914492,0.16969708,0.192164285,0.209006747,0.155135232,0.140891377,0.186639196,0.161605634,0.075649226,0.288914585,0.152512306,0.21965109,0.215055407,0.356072,0.25516511,0.296797558,0.223772254,0.176256479,0.204654233,0.401297212,0.355649142,0.346749169,0.165664259,0.148477868,0.466974154,0.063770397,0.34961939,0.32659161,0.137995724,0.408105067,0.0516151,0.386497427,0.301478728,0.346749169,0.165664259,0.528005385,0.43541971,0.651996501,0.21543628,0.566823476,0.158994869,0.077244162,0.259431682,0.312723282,0.401677114,0.256511629,0.090256414,0.12034257,0.125976982,0.651996501,0.21543628
lomustine_0.625_0.03125,2,B09,2,9,lomustine,Lomustine,treated,lomustine,0.03125,0.625,0.818965517,1.033479693,0.972017673,1.080291971,0.537663958,0.257366885,0.232176059,0.096462647,0.607710757,0.247664063,0.487726055,0.376285657,0.430710581,0.556889299,0.540234115,0.903384659,0.183147513,1.343167311,0.761016592,0.205150145,0.550993129,0.438003421,0.33790403,0.271366355,0.328548452,0.556889299,0.540234115,0.338393406,0.781927388,0.475142427,0.507655218,0.330491594,0.358106247,0.250182074,0.4592947,1.090107293,1.105718252,0.541977483,1.023984292,0.438011705,0.768302263,0.475142427,0.507655218,0.770204612,0.771836564,0.264426516,0.516946325,0.164993734,0.446834931,0.994715821,0.973897162,0.636479433,0.09863164,0.618960806,0.131419045,0.499011594,0.572180991,0.499511611,1.213366925,0.09863164,0.618960806,0.699342138,0.269914521,0.118710256,0.511278234,0.370899616,0.350082417,0.64915718,0.198953472,0.34724868,0.319398716,0.713194858,2.169099886,0.309002674,3.494512455,0.489423758,1.798607536,0.400642905,0.558329295,0.552419658,0.419155797,0.772056645,0.319398716,0.713194858,0.312769675,0.307788825,0.137196661,0.691820371,0.32988909,0.586546152,0.125139786,0.398213915,0.051006795,0.427681186,0.531989561,0.177799951,0.259929732,0.071492842,0.137196661,0.691820371,0.268550091,0.718109364,0.573704881,0.146093602,0.265143903,0.802977818,0.601389924,0.159461489,0.777240967,0.704602857,0.414260448,0.916754457,0.252652096,0.896568689,0.573704881,0.146093602,0.092578222,0.435175017,0.28897098,0.27617918,0.16982647,0.13585241,0.073831332,0.071044445,0.171684398,0.092246348,0.184107619,0.229788747,0.155293562,0.20088101,0.230799254,0.143081346,0.117580766,0.139080618,0.129368146,0.087982704,0.248729105,0.092246348,0.184107619,0.103720505,0.361376323,0.275815008,0.192935563,0.353824653,0.103293935,0.114858809,0.164309368,0.167421178,0.100799019,0.261737791,0.221793565,0.093539424,0.216397391,0.166265295,0.162954313,0.279824829,0.358375166,0.249727274,0.265126647,0.262250473,0.100799019,0.261737791,0.371026249,0.39615886,0.374439201,0.15306903,0.420725259,0.153052738,0.140142006,0.553671659,0.583504757,0.257680673,0.158356423,0.139158629,0.352040993,0.341051215,0.374439201,0.15306903
lomustine_1.25_0.0625,2,B07,2,7,lomustine,Lomustine,treated,lomustine,0.0625,1.25,0.951970443,0.973106476,0.927098675,0.930135558,0.510261145,0.296361184,0.234710483,0.111991711,0.686283785,0.293786994,0.466036126,0.25415447,0.243123793,0.364116785,0.127555064,0.529422988,0.145523181,0.799962858,0.638351405,0.613554232,0.340413902,0.211400195,0.355650009,0.264096936,0.499509275,0.364116785,0.127555064,0.245146005,0.746058511,0.348058295,0.305164523,0.170849338,0.373831825,0.239408565,0.605043117,0.431573231,0.689964526,0.363942219,0.581838875,0.336703582,0.790243839,0.348058295,0.305164523,0.581746523,0.699052342,0.255052657,0.492800777,0.33219237,0.666685255,0.552220597,0.743426029,0.420514055,0.115965806,0.69588518,0.207558092,0.57392716,0.770948643,0.527167292,1.423902732,0.115965806,0.69588518,0.56483781,0.19747914,0.140546946,0.443660054,0.265229507,0.286560695,0.516843196,0.130899099,0.055677005,0.324268254,0.413219656,0.291702586,0.084598553,0.40778856,0.158118245,0.345496695,0.193070628,0.164266199,0.257045704,0.111270823,0.258465862,0.324268254,0.413219656,0.062921894,0.058408825,0.104221192,0.36468626,0.100789979,0.225329743,0.047066821,0.276275293,0.163635627,0.105499815,0.208652321,0.054695066,0.106891158,0.111183158,0.104221192,0.36468626,0.326210045,0.937436418,0.615573722,0.35894296,0.313476869,0.73926889,0.141572957,0.1578773,0.288799199,0.419729867,0.348977565,0.434156044,0.211142392,0.440295067,0.615573722,0.35894296,0.111884795,0.389960633,0.268971811,0.268395012,0.324620425,0.250496918,0.098736206,0.125267216,0.219256346,0.099511867,0.231911849,0.348773684,0.349899342,0.335523031,0.314828005,0.098043884,0.074640379,0.236072916,0.067537634,0.311757489,0.33639456,0.099511867,0.231911849,0.147637598,0.375866378,0.276847687,0.110467004,0.202356026,0.151318069,0.161386993,0.399632625,0.324450896,0.232702223,0.160791177,0.216382159,0.42904882,0.113809158,0.298665508,0.31290959,0.11099561,0.215038349,0.189161785,0.352016917,0.442796918,0.232702223,0.160791177,0.53553247,0.490801445,0.512096085,0.176640135,0.651391463,0.207187889,0.099458468,0.36358707,0.503154429,0.185005809,0.201159141,0.26498582,0.203125514,0.312635357,0.512096085,0.176640135
lomustine_10_0.5,2,B04,2,4,lomustine,Lomustine,treated,lomustine,0.5,10,0.81773399,0.800768386,0.855670103,1.120959333,0.323029708,0.406634314,0.348344543,0.116046147,0.349772466,0.120567359,0.302602771,0.326761825,0.416184945,0.467676505,0.505607371,0.219035249,0.231257498,0.335047723,0.838850958,1.378458676,0.61439641,0.365916687,0.600028286,0.447914324,0.666195384,0.467676505,0.505607371,0.338298033,0.790008529,0.429542263,0.717480672,0.992603282,0.519804935,0.831181409,0.252547616,1.744686705,1.423129191,0.691598915,1.285935231,1.319789162,0.680555489,0.429542263,0.717480672,0.821305127,0.984229713,1.183874033,1.533113142,0.585583367,0.262090027,0.53249542,1.205675183,1.240563674,0.115616441,0.364383804,0.240308987,0.278814637,0.55153986,0.160254358,0.772007164,0.115616441,0.364383804,0.483989371,0.511510251,0.302863147,0.170012078,0.518010916,0.470754984,0.450195694,0.267489733,0.156989214,0.214524016,0.57094258,0.734001174,0.244450765,1.5747645,0.270818182,1.030938181,0.149083976,0.333832037,0.176376155,0.200992265,0.236471795,0.214524016,0.57094258,0.188238017,0.048275319,0.063837186,0.472270167,0.244812568,0.873121583,0.214904673,0.173000495,0.241983788,0.389611032,0.801756076,0.101075311,0.123242356,0.192234657,0.063837186,0.472270167,0.555782962,1.684794954,0.800089336,1.199084335,0.255985945,0.687572455,0.563035799,0.25814343,0.822300795,1.177234523,0.49560543,1.232647873,0.364834905,1.149735594,0.800089336,1.199084335,0.111516996,0.411299521,0.279611552,0.166172501,0.078028467,0.228681347,0.101595378,0.043858619,0.413392562,0.126874407,0.188828098,0.208167513,0.190706118,0.136440525,0.493555104,0.365967176,0.557196611,0.160450902,0.555639571,0.453417626,0.358986932,0.126874407,0.188828098,0.079699978,0.56126829,0.390682381,0.121081901,0.156902881,0.185927415,0.094787861,0.333042946,0.193227682,0.208002552,0.212375183,0.252466584,0.735601624,0.100194921,0.661755722,0.3766859,0.27615715,0.570290027,0.084179255,0.752185012,0.329045739,0.208002552,0.212375183,0.071177028,0.399119564,0.308765062,0.204768193,0.296955273,0.43940365,0.104345036,0.351641176,0.191031364,0.395681534,0.200034713,0.080459168,0.353495338,0.135746486,0.308765062,0.204768193
lomustine_2.5_0.125,2,B06,2,6,lomustine,Lomustine,treated,lomustine,0.125,2.5,0.894909688,0.923710209,0.931516937,0.952033368,0.449835506,0.258979967,0.214576837,0.106809483,0.674972049,0.274517392,0.413314912,0.294098264,0.268434085,0.451729261,0.174600058,1.210133437,0.151869284,1.484847575,0.671320043,0.166578467,0.39573996,0.257592539,0.35440824,0.310909308,0.369490769,0.451729261,0.174600058,0.263693601,0.700721744,0.391089386,0.468825142,0.10492808,0.366581066,0.043068252,0.533935602,0.894736065,1.094933246,0.542443906,1.055106237,0.607173632,0.731358226,0.391089386,0.468825142,0.544571216,0.523746481,0.113330544,0.360116645,0.150625435,0.583667891,1.017359759,0.719789895,0.4665377,0.116444631,0.68670103,0.163588289,0.560164306,0.696773243,0.475746071,1.125076626,0.116444631,0.68670103,0.472747743,0.406748555,0.187855484,0.404801922,0.202911495,0.19215257,0.446979202,0.134302365,0.213255663,0.284118187,0.355971433,1.541272219,0.175039426,2.337868732,0.478177963,1.21714895,0.575537625,0.339737144,0.747004091,0.438776362,0.800242012,0.284118187,0.355971433,0.121880397,0.102986029,0.11262516,0.286391204,0.165654678,0.523226697,0.111371937,0.092892103,0.139280322,0.057202024,0.446610913,0.281087319,0.102154611,0.256592274,0.11262516,0.286391204,0.229684734,0.61548496,0.515166754,0.366322257,0.219600046,0.65070771,0.243258571,0.253610921,0.492194188,0.504612311,0.421875383,0.573865111,0.251125696,0.596384148,0.515166754,0.366322257,0.109753597,0.425515786,0.197854308,0.263458485,0.111829229,0.171947212,0.086887513,0.132479484,0.236721285,0.136780688,0.272140391,0.205933027,0.182562012,0.167029837,0.236288472,0.122910583,0.14582115,0.214089465,0.149704575,0.191368921,0.340431111,0.136780688,0.272140391,0.126633227,0.273093975,0.225250295,0.106545528,0.28414236,0.207032273,0.138867984,0.326977815,0.209157506,0.186061528,0.205491053,0.203815502,0.319581645,0.13634105,0.350019182,0.374475339,0.160008149,0.168588285,0.197960481,0.312283758,0.455123746,0.186061528,0.205491053,0.503778794,0.469067935,0.478771916,0.113327375,0.477874719,0.152808003,0.104870132,0.53824952,0.613658351,0.061395655,0.150773727,0.351337646,0.108442613,0.417803427,0.478771916,0.113327375
lomustine_20_1,2,B03,2,3,lomustine,Lomustine,treated,lomustine,1,20,0.700328407,0.705817783,0.730486009,0.879040667,0.202327345,0.3604697,0.363446166,0.098397909,0.225198253,0.067870635,0.178273317,0.373552062,0.428470241,0.576338731,0.713605899,0.793425207,0.339502945,0.30582,0.991330938,2.291096001,0.815725381,0.422675675,0.743896783,0.451384823,1.087336506,0.576338731,0.713605899,0.296003359,0.576333692,0.464112204,0.947262649,1.886860254,0.797223369,1.541734113,0.378639746,1.777294918,1.561511207,0.857617452,1.368905593,2.177583947,0.598297502,0.464112204,0.947262649,0.82859746,0.906735546,1.532634511,2.213932828,0.655491717,0.379589793,0.516790826,1.429503885,1.692416404,0.099133281,0.245857267,0.286041929,0.103169068,0.443601677,0.324555345,0.864875676,0.099133281,0.245857267,0.118698057,0.266261559,0.104698826,0.210822826,0.450621991,0.318622332,0.117385353,0.170117653,0.228306366,0.113690497,0.045281705,3.275827335,0.249473652,4.185719754,0.693254543,2.596231787,0.530020207,0.470879658,0.699025707,0.397728936,0.967370775,0.113690497,0.045281705,0.084984043,0.269930572,0.103248575,0.053974273,0.051271604,0.413311394,0.211723959,0.233339913,0.328768661,0.269970145,0.481844184,0.070563494,0.125200732,0.105380107,0.103248575,0.053974273,0.814135814,2.332416803,0.660504332,1.987175622,3.147134533,0.428791997,3.543515268,0.09439629,4.298542223,2.214036695,0.200107347,2.576468862,0.157893477,3.134251425,0.660504332,1.987175622,0.261976634,0.59067529,0.177069633,0.236475974,0.26891786,0.283920509,0.227371361,0.087124624,0.617285343,0.285081372,0.13428421,0.195813105,0.294977106,0.145858166,0.471574885,0.405118193,0.871487852,0.194938559,0.821054789,0.737463077,0.374526042,0.285081372,0.13428421,0.175584364,0.356913823,0.256752317,0.201586972,0.100109991,0.090005514,0.183537827,0.393459038,0.300875449,0.3718604,0.252108392,0.292882322,0.85175912,0.089387676,0.510006143,0.263433854,0.34765874,0.645777224,0.129459739,0.713962476,0.315714309,0.3718604,0.252108392,0.03995322,0.504718119,0.459670795,0.302871364,0.326530254,0.706170913,0.259157336,0.147428007,0.081751665,0.702587592,0.31107549,0.357079334,0.446784988,0.088169415,0.459670795,0.302871364
lomustine_5_0.25,2,B05,2,5,lomustine,Lomustine,treated,lomustine,0.25,5,1.022988506,1.347969265,1.024300442,1.222106361,0.255893608,0.212905041,0.251174755,0.090771769,0.424873046,0.283565153,0.239581528,0.358825622,0.516886915,0.391319799,0.442953955,2.380653755,0.252481111,2.738375798,1.058122547,0.942685382,0.23528317,0.495009536,0.217125132,0.311335097,0.286687046,0.391319799,0.442953955,0.175127337,1.021201086,0.270146415,0.600042062,0.040129205,0.780834826,0.17249958,0.321737048,0.155783673,0.643907266,0.801931794,0.544247309,0.358237992,0.265976141,0.270146415,0.600042062,0.643186948,1.078901476,0.62037575,0.944285765,0.342953495,0.262769181,0.140510943,0.774846635,0.741085092,0.091804755,0.426965501,0.07034713,0.403659806,0.342692431,0.307710114,0.136427861,0.091804755,0.426965501,0.290812608,0.527136294,0.223859532,0.292924891,0.085050334,0.164027654,0.280528462,0.156613014,0.164347846,0.144009572,0.313046655,1.468767243,0.048263496,1.842222643,0.513112184,1.164896114,0.422455403,0.137614739,0.478263264,0.335753876,0.456678617,0.144009572,0.313046655,0.034539007,0.091207084,0.105923681,0.15659599,0.053405264,0.32294581,0.226111424,0.166757234,0.115698841,0.106927494,0.340124983,0.270095734,0.091540242,0.352363289,0.105923681,0.15659599,0.498483849,1.237219516,0.638728712,1.173988367,0.302448613,0.960635613,0.659163069,0.249474587,0.832651545,1.070084368,0.543835933,1.199743994,0.35192384,1.096939647,0.638728712,1.173988367,0.449437746,0.792025347,0.301068937,0.421606129,0.988009284,0.41217198,0.505718086,0.318783662,0.413659219,0.318282324,0.540374389,1.510816699,0.508889598,1.323457707,1.4596642,0.13397959,0.700480801,0.683381304,0.523003437,1.396943995,0.187174085,0.318282324,0.540374389,0.43611107,0.770987907,0.235096795,0.269129809,1.086250826,0.557424375,0.498804494,0.375996942,3.094332573,0.424622168,1.858914335,0.250075772,3.750470009,0.310216125,2.103041164,1.2208382,0.472116566,2.74849799,0.363720603,1.834217626,0.997452437,0.424622168,1.858914335,0.312245699,1.677784981,0.645732981,1.170173005,0.142341344,1.322568593,0.793742902,0.374173078,0.981493677,0.493330956,1.322344528,0.595254829,0.476285654,0.876756991,0.645732981,1.170173005
leupeptin_0.3125_0.015625,1,H22,8,22,leupeptin,Leupeptin,treated,leupeptin,0.015625,0.3125,1.071665286,1.071588367,1.068147014,0.839153439,0.125738221,0.212365036,0.21009348,0.208254202,0.242493856,0.063206735,0.116388005,0.261978043,0.089786775,0.226781831,0.211631722,0.326215832,0.101029493,0.382354353,0.396218708,0.406944726,0.115606209,0.244856007,0.041349856,0.060453736,0.132161795,0.226781831,0.211631722,0.182611084,0.301532563,0.241536514,0.154925838,0.058245971,0.232928284,0.113234518,0.088811734,0.100949099,0.167654507,0.154420149,0.140143483,0.545519957,0.089719706,0.241536514,0.154925838,0.07470621,0.152380747,0.156643106,0.174642247,0.118099249,0.101553467,0.124378074,0.103756039,0.278991063,0.218818591,0.248979015,0.185531007,0.176208991,0.115565407,0.160379086,0.188572001,0.218818591,0.248979015,0.750984736,0.365292543,0.18740251,0.461172335,0.500184119,0.41977961,0.68142261,0.062498192,0.135062818,0.469509613,0.411464054,2.502769424,0.192381612,3.649288304,0.556734782,2.817282373,0.547252786,0.379540836,0.658828761,0.429672013,0.646876686,0.469509613,0.411464054,0.033682098,0.115810656,0.163569888,0.41113277,0.073606554,0.526931895,0.194112643,0.084710341,0.163183925,0.106057346,0.470142049,0.160753774,0.110225583,0.069438985,0.163569888,0.41113277,0.413531005,0.545638953,0.662730465,0.100922785,0.302084929,0.389211539,0.308462662,0.240950377,0.422128975,0.480013933,0.253630567,0.644184137,0.137408364,0.535724471,0.662730465,0.100922785,0.224104629,0.207727778,0.23829188,0.067126534,0.601199169,0.230718615,0.224363484,0.231791831,0.411746641,0.19404303,0.159278548,0.428726358,0.284542547,0.446732437,0.409604265,0.075521102,0.095115898,0.195966474,0.097909099,0.347793401,0.064418098,0.19404303,0.159278548,0.074362058,0.358826659,0.336239696,0.055489483,0.187633067,0.069174489,0.091096515,0.204045175,0.311464351,0.067434238,0.170592553,0.042880319,0.096212561,0.021791414,0.293397265,0.265317152,0.103128715,0.114688355,0.059791972,0.36060079,0.163222688,0.067434238,0.170592553,0.119692467,0.039846236,0.058815328,0.091718437,0.060276875,0.138465897,0.073899514,0.176542863,0.142934675,0.073625039,0.115543495,0.045267919,0.108884351,0.062315828,0.058815328,0.091718437
leupeptin_0.625_0.03125,1,H21,8,21,leupeptin,Leupeptin,treated,leupeptin,0.03125,0.625,1.089063795,1.111111111,1.101071975,0.806349206,0.12271625,0.273192101,0.181596362,0.119736115,0.086715857,0.043687094,0.114640774,0.227040638,0.163254639,0.125892472,0.285812271,0.622024799,0.11484938,0.616367726,0.373175057,0.156296293,0.083218567,0.20286364,0.049499598,0.053901461,0.049204227,0.125892472,0.285812271,0.115634614,0.193687883,0.140453051,0.186581002,0.358364029,0.182826229,0.390380153,0.224177949,0.307270026,0.331375641,0.092810944,0.417805011,0.774982802,0.108463147,0.140453051,0.186581002,0.093487409,0.247052874,0.354160577,0.407032967,0.319092105,0.258723586,0.126989062,0.204080691,0.40813088,0.12587542,0.086941457,0.066720552,0.069263482,0.033215202,0.196358062,0.096627909,0.12587542,0.086941457,0.203055422,0.155528841,0.035098561,0.578589053,0.438512522,0.280578668,0.178239471,0.044151439,0.073393805,0.122393758,0.169646983,0.537606791,0.07793367,0.623126705,0.082286944,0.848189194,0.316745557,0.065131208,0.399347199,0.083169186,0.345871392,0.122393758,0.169646983,0.083793991,0.047397857,0.110418938,0.124709562,0.164485218,0.249373583,0.330830457,0.246186814,0.301957941,0.236056729,0.236111333,0.319397107,0.259088114,0.138005909,0.110418938,0.124709562,0.413177354,0.572921461,0.540814405,0.527715629,0.48335321,0.763646453,0.158141272,0.349206056,0.176720503,0.171465444,0.388233269,0.426239399,0.175868406,0.32598324,0.540814405,0.527715629,0.162869783,0.334427537,0.351606334,0.090629083,0.568359644,0.255682321,0.15070937,0.132057462,0.389524967,0.128942539,0.210686843,0.396251143,0.291977071,0.430303657,0.278337666,0.079087814,0.073516432,0.275002331,0.038840007,0.20162015,0.050451123,0.128942539,0.210686843,0.06399632,0.27128845,0.28552944,0.241779478,0.47483327,0.322131901,0.079184117,0.096113752,0.11180997,0.07877711,0.145952043,0.078110581,0.125200578,0.099152188,0.299781702,0.437161495,0.103091804,0.168055076,0.051825836,0.331056579,0.23743976,0.07877711,0.145952043,0.085020446,0.035683242,0.14296515,0.166029976,0.065017933,0.146209775,0.148489708,0.268454136,0.226640781,0.251020594,0.139149134,0.117077874,0.240018266,0.163988992,0.14296515,0.166029976
