drug_conc,Metadata_plate,Metadata_well,Metadata_Row_as_num,Metadata_Col,Metadata_treatment_new,Metadata_treatment_old,Metadata_type,WellId,Plate,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,cell_count_POC_A,cell_count_POC_C2,cell_count_POC_C1,cell_count_POC_B,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,RingTotalInten_RNA,CircSpotTotalInten_RNA,CircSpotTotalArea_RNA,CircSpotAvgArea_RNA,CircSpotCount_RNA,TotalInten_RNA,RingTotalInten_PMG,RingAvgInten_PMG,RingSpotTotalInten_PMG,RingSpotAvgInten_PMG,RingSpotAvgArea_PMG,RingSpotCount_PMG,CircSpotTotalArea_PMG,CircSpotAvgArea_PMG,CircSpotCount_PMG,RingTotalInten_MITO,RingSpotTotalInten_MITO,RingSpotAvgArea_MITO,CircSpotTotalInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,CircSpotCount_NUC_Tex,ObjectShapeP2A_NUC_B,ObjectShapeLWR_NUC_B,ObjectTotalInten_NUC_B,ObjectSize_NUC_B,RingTotalInten_Perox,RingAvgInten_Perox,RingSpotTotalInten_Perox,RingSpotTotalArea_Perox,RingSpotCount_Perox,TotalInten_Perox,AvgInten_Perox,RingTotalInten_Lipids,RingAvgInten_Lipids,RingSpotAvgInten_Lipids,RingSpotAvgArea_Lipids,RingSpotCount_Lipids,TotalInten_Lipids,AvgInten_Lipids,ObjectArea_NUC_C1,ObjectShapeLWR_NUC_C1,RingTotalInten_ER,RingSpotTotalInten_ER,RingSpotAvgInten_ER,RingSpotCount_ER,CircSpotAvgInten_ER,CircSpotTotalArea_ER,CircSpotAvgArea_ER,CircSpotCount_ER,TotalInten_ER,AvgInten_ER,ObjectShapeP2A_NUC_C2,ObjectShapeLWR_NUC_C2,ObjectSize_NUC_C2,RingTotalInten_TUB,RingSpotAvgInten_TUB,RingSpotTotalArea_TUB,RingSpotAvgArea_TUB,RingSpotCount_TUB,RingTotalInten_ACT,RingSpotTotalInten_ACT,RingSpotTotalArea_ACT,RingSpotCount_ACT,TotalInten_ACT
1_DMSO,NA,NA,NA,NA,DMSO,NA,control,B02,Plate1_drugs,1,DMSO,control,NULL,NULL,0.760869565,0.818181818,0.792270531,0.772861357,0.261292222,0.096202043,0.354908663,0.403185985,0.439274986,0.508186772,0.397924086,0.439566895,0.391363047,0.495038633,0.470131335,0.474834734,0.423864148,0.435728352,0.436584708,0.579572182,0.359742704,0.421303937,0.457837909,0.515601429,0.444213361,0.303950132,0.468858275,0.451164855,0.312364703,0.483496659,0.399507756,0.343186251,0.385909775,0.47123092,0.224814223,0.268459074,0.275430631,0.275938209,0.201127584,0.409173791,0.275623522,0.480403399,0.454021714,0.400819461,0.441964819,0.472991397,0.544704341,0.504876957,0.282479967,0.269883266,0.259755418,0.391743931,0.515722541,0.400288419,0.412206544,0.279563137,0.366978024,0.40587055,0.270404903,0.420243415,0.242503158,0.186741286,0.233680282,0.318592132,0.415244908,0.310202107,0.504252367,0.41556314,0.508695492,0.379482891,0.361899559,0.498819196,0.475533882
10_DMSO,NA,NA,NA,NA,DMSO,NA,control,D10,Plate1_drugs,1,DMSO,control,NULL,NULL,1.099744246,1.099778271,1.101449275,1,0.2691548,0.247499211,0.425888645,0.51778657,0.307371101,0.362136972,0.245271629,0.37323384,0.395255384,0.387901478,0.182888267,0.332944937,0.403695677,0.412033582,0.190223187,0.469527508,0.324317239,0.44118345,0.338389993,0.23477381,0.301440559,0.393482449,0.454821303,0.346597042,0.468119949,0.411871766,0.320568253,0.273998088,0.375071967,0.227777052,0.273352984,0.33487884,0.308549579,0.298673625,0.328097675,0.302366065,0.332389057,0.315558456,0.322694678,0.368967086,0.341780623,0.432915322,0.315723917,0.395442213,0.370391759,0.216566144,0.158457914,0.357581438,0.35911398,0.403616572,0.298521269,0.360307935,0.365360234,0.250114963,0.434935124,0.258878543,0.278592265,0.104962745,0.186960084,0.225203038,0.136859282,0.27525921,0.362230803,0.269109634,0.384042523,0.170549899,0.361462501,0.339864912,0.353033665
100_DMSO,NA,NA,NA,NA,DMSO,NA,control,M08,Plate1_drugs,1,DMSO,control,NULL,NULL,1.086797066,0.956120092,1,0.950980392,0.142968158,0.100104948,0.217980573,0.135475934,0.483050102,0.315508925,0.24858655,0.264153399,0.253311053,0.526712229,0.083708329,0.32444932,0.397395083,0.352697918,0.280892922,0.386104517,0.51838945,0.47672442,0.209018774,0.436698137,0.25442766,0.144317576,0.139436814,0.160387764,0.235549162,0.176188469,0.45122769,0.355176637,0.305447922,0.379287866,0.360454494,0.336466619,0.474500317,0.406661317,0.446457797,0.281566,0.328678556,0.325605777,0.31596415,0.321845888,0.231111043,0.411091632,0.162634344,0.439900507,0.280342715,0.222031547,0.147315881,0.430222941,0.433395904,0.168637072,0.430969797,0.322837235,0.384006261,0.279684727,0.146225719,0.484307455,0.300100336,0.182496341,0.341464827,0.289592874,0.320528407,0.162769274,0.441365027,0.461355883,0.326495126,0.390502564,0.308892237,0.259768158,0.353250464
101_DMSO,NA,NA,NA,NA,DMSO,NA,control,M13,Plate1_drugs,1,DMSO,control,NULL,NULL,0.898533007,0.868360277,1.006550218,1.075163399,0.267418092,0.195507983,0.170880825,0.200675728,0.425355839,0.434370859,0.226080156,0.344640639,0.306308456,0.42160265,0.158469084,0.363611288,0.318361906,0.437350987,0.275966867,0.41464242,0.506761323,0.509518757,0.387789903,0.224502772,0.335056261,0.262373636,0.181692566,0.156863492,0.317160447,0.241573979,0.333503499,0.361477129,0.25644699,0.264496026,0.14648449,0.232533149,0.31174137,0.255906162,0.310423791,0.187752054,0.266435492,0.46456455,0.352874325,0.369923952,0.322755773,0.435490633,0.311745622,0.246819592,0.223760772,0.205031806,0.09250251,0.339337466,0.320654947,0.244804774,0.298183805,0.304850903,0.307306022,0.226510077,0.186901624,0.28926952,0.236079374,0.148456491,0.106075859,0.103391845,0.284645354,0.194172612,0.279453403,0.281322529,0.316318092,0.252586311,0.418999769,0.400346719,0.33971335
102_DMSO,NA,NA,NA,NA,DMSO,NA,control,M19,Plate1_drugs,1,DMSO,control,NULL,NULL,1.003667482,0.935334873,1.013100437,1.019607843,0.188904745,0.127951188,0.206822498,0.205750597,0.376812937,0.43993126,0.325942351,0.343538263,0.438445911,0.41737685,0.204745296,0.432854169,0.278145598,0.372914835,0.435072264,0.194699334,0.432589048,0.294315727,0.263755545,0.372011457,0.369664634,0.224502267,0.197838558,0.260544481,0.216366827,0.298551026,0.424102563,0.439254838,0.383802333,0.219802527,0.319057345,0.253989017,0.410158243,0.323431866,0.372414347,0.221792457,0.158481295,0.446432369,0.471650338,0.549309311,0.292011936,0.613105504,0.366815473,0.41894551,0.217373376,0.231079547,0.366076731,0.327046216,0.499948444,0.323397901,0.483756843,0.370262873,0.352269904,0.344524416,0.286290148,0.512863562,0.327401111,0.165930706,0.330408275,0.348466662,0.268457662,0.243713227,0.382936444,0.460388662,0.234973211,0.164158153,0.242865143,0.265008725,0.28834521
103_DMSO,NA,NA,NA,NA,DMSO,NA,control,N04,Plate1_drugs,1,DMSO,control,NULL,NULL,1.015892421,0.939953811,0.930131004,1.545751634,0.242920885,0.151343172,0.126703268,0.267204174,0.295055034,0.316016543,0.214907537,0.338513888,0.34237671,0.235137377,0.314947183,0.427875985,0.234033996,0.39389634,0.416583611,0.253270421,0.474041987,0.481537048,0.327829972,0.493676807,0.527941606,0.401820565,0.140284197,0.293615683,0.294275629,0.323574885,0.172945342,0.353458826,0.31476595,0.44959468,0.368735006,0.191101173,0.26298475,0.348982394,0.449191624,0.389567241,0.147080416,0.531735419,0.283075517,0.428552737,0.337629419,0.529396743,0.536111698,0.353697327,0.223660331,0.286896798,0.305661237,0.427531532,0.414398929,0.198413707,0.445514775,0.241941011,0.308976159,0.333785475,0.271534391,0.460717477,0.260959715,0.152216234,0.166969302,0.31129265,0.286166138,0.181032894,0.399793287,0.37847078,0.186577629,0.188607204,0.250284475,0.286483679,0.359645077
104_DMSO,NA,NA,NA,NA,DMSO,NA,control,N09,Plate1_drugs,1,DMSO,control,NULL,NULL,0.985330073,0.891454965,1.037117904,1.235294118,0.185259767,0.097915749,0.210462755,0.241149125,0.409550538,0.48255068,0.215220768,0.379101571,0.415079886,0.420768123,0.387813006,0.382045688,0.383684268,0.484926132,0.393146872,0.307325335,0.535647536,0.514746757,0.355358378,0.569303493,0.664549707,0.590105208,0.219894159,0.195563487,0.34141573,0.353453652,0.366633913,0.179901031,0.271336153,0.262289817,0.138642416,0.16613953,0.2040519,0.096332321,0.22506459,0.195226035,0.215837357,0.541098878,0.390617776,0.292111471,0.280590833,0.482994483,0.517044708,0.405442306,0.25647964,0.209387748,0.130838287,0.274626151,0.370635499,0.309413464,0.400586551,0.317413993,0.330363368,0.327085417,0.343569728,0.241042437,0.299370792,0.227016935,0.332165092,0.317601311,0.32432619,0.309581838,0.365863881,0.402212398,0.32692967,0.421008118,0.441027637,0.427596352,0.2628072
105_DMSO,NA,NA,NA,NA,DMSO,NA,control,N14,Plate1_drugs,1,DMSO,control,NULL,NULL,0.819070905,0.849884527,0.938864629,1.267973856,0.301675931,0.141546919,0.413317074,0.464918112,0.329342038,0.345916028,0.318292526,0.289403076,0.406127788,0.484587678,0.210206425,0.326675937,0.514594914,0.295214312,0.38764964,0.473277163,0.359607418,0.649775758,0.316791842,0.294622053,0.415653422,0.355355848,0.334282363,0.229641138,0.365637174,0.399939885,0.395650945,0.211562334,0.270650301,0.178048448,0.317113844,0.160940574,0.288091827,0.3197805,0.302819746,0.251534048,0.336494933,0.518512909,0.365881316,0.38837494,0.259470647,0.471078527,0.490691328,0.346828744,0.312051955,0.230270201,0.352826128,0.325339185,0.441692163,0.202313883,0.441267949,0.238615432,0.364160589,0.345018251,0.361313513,0.325004118,0.368447053,0.22744958,0.298368122,0.33283273,0.39060296,0.385228865,0.477338615,0.472761691,0.462130384,0.435146337,0.369913556,0.324719485,0.382917927
106_DMSO,NA,NA,NA,NA,DMSO,NA,control,N20,Plate1_drugs,1,DMSO,control,NULL,NULL,1.036674817,0.983833718,0.923580786,0.901960784,0.144763698,0.147812037,0.352063576,0.388269926,0.332961807,0.332354829,0.298248871,0.304860438,0.319194484,0.507361489,0.203500892,0.252740341,0.211354462,0.270001765,0.298249408,0.237265943,0.513798079,0.352551623,0.365009768,0.210590478,0.323449654,0.398155487,0.241749872,0.284615214,0.272600055,0.370417164,0.239655993,0.120441765,0.263667758,0.364679416,0.243225235,0.261449198,0.361271778,0.240617696,0.293273222,0.261504856,0.420075882,0.504674968,0.426320957,0.283660245,0.222793741,0.435340154,0.472777583,0.251035949,0.286300161,0.173322834,0.308020105,0.359503566,0.462686895,0.212395673,0.464876751,0.278361797,0.265705291,0.345981838,0.383866751,0.348485817,0.294240816,0.117606821,0.261010417,0.297661315,0.399556696,0.331580668,0.249064426,0.306372131,0.501840375,0.399410333,0.356406867,0.408713295,0.486855473
107_DMSO,NA,NA,NA,NA,DMSO,NA,control,O05,Plate1_drugs,1,DMSO,control,NULL,NULL,0.963325183,0.870669746,0.903930131,1.133986928,0.262422583,0.175282625,0.327637653,0.177584054,0.450282552,0.426053371,0.224453898,0.331753599,0.320706633,0.47723667,0.306609471,0.328688982,0.353312042,0.300107509,0.314109242,0.474816994,0.381276632,0.505968249,0.305307273,0.380380689,0.336934705,0.313228864,0.296790566,0.353655871,0.375076027,0.242301865,0.429661055,0.350793265,0.334991234,0.441256565,0.18260232,0.318387368,0.247394445,0.243310078,0.1935871,0.323259583,0.340101143,0.426665078,0.242299502,0.259867301,0.217328367,0.437302677,0.274649997,0.454965509,0.221824051,0.12170866,0.221967553,0.461998352,0.415641131,0.248601472,0.442443865,0.331559132,0.361344975,0.230790468,0.254217937,0.354560778,0.335726112,0.241135236,0.258341432,0.306726212,0.471415043,0.222164341,0.520478559,0.459722374,0.249542876,0.402152309,0.440586491,0.338303808,0.287847209
108_DMSO,NA,NA,NA,NA,DMSO,NA,control,O10,Plate1_drugs,1,DMSO,control,NULL,NULL,0.784841076,0.817551963,0.958515284,1.071895425,0.262441867,0.187517548,0.285993421,0.30656827,0.512617032,0.438981925,0.190218486,0.269132974,0.243560436,0.540328179,0.12837004,0.456423259,0.529721426,0.49811027,0.332133812,0.574639424,0.263340024,0.656368916,0.346551783,0.292330987,0.516223892,0.433229766,0.151757365,0.177089283,0.275563519,0.325865275,0.210472958,0.161598556,0.263270802,0.454908235,0.348216089,0.344918873,0.230849047,0.130077417,0.390488957,0.402561421,0.248606315,0.320864561,0.493756092,0.445446092,0.258203765,0.430838804,0.28434081,0.431579838,0.242938416,0.22931017,0.267759283,0.281181435,0.480217964,0.274274238,0.494056719,0.287974417,0.444234949,0.187403837,0.280594265,0.416199374,0.300419172,0.118492228,0.318022822,0.189382455,0.338911642,0.378456926,0.307112238,0.421671827,0.309345129,0.296445042,0.46650249,0.454142821,0.322320483
109_DMSO,NA,NA,NA,NA,DMSO,NA,control,O15,Plate1_drugs,1,DMSO,control,NULL,NULL,0.738386308,0.859122402,0.818777293,1.091503268,0.186576199,0.132167849,0.377385088,0.256371608,0.445566511,0.481633202,0.400188885,0.393419193,0.561183118,0.450542724,0.317678862,0.304290048,0.535447512,0.452821959,0.349652098,0.574955201,0.369381511,0.654055912,0.222321109,0.366105192,0.533245845,0.374575305,0.299886251,0.275815887,0.204591744,0.237249548,0.303263824,0.352941464,0.340582984,0.340282,0.210854815,0.343646967,0.274617175,0.26008142,0.264156379,0.254946183,0.232832715,0.337885065,0.521654042,0.505821549,0.284511828,0.431373642,0.393387225,0.39501214,0.287945794,0.157471076,0.313031944,0.384129885,0.507229954,0.167444462,0.500225919,0.252030361,0.336500701,0.158005754,0.280264837,0.442236564,0.283745368,0.202047317,0.303873001,0.214913306,0.439766125,0.396069444,0.321355161,0.452901179,0.328227766,0.194547568,0.409405219,0.357093169,0.369052933
11_DMSO,NA,NA,NA,NA,DMSO,NA,control,D16,Plate1_drugs,1,DMSO,control,NULL,NULL,0.976982097,1.026607539,1,0.657817109,0.286537062,0.166213893,0.311297555,0.460781354,0.300017015,0.391070105,0.306948802,0.309097806,0.429105823,0.365903786,0.328983491,0.297677202,0.208751252,0.365559388,0.263769139,0.251298986,0.324207673,0.407245373,0.378891598,0.242067093,0.226022681,0.305813651,0.37580916,0.210744613,0.370226632,0.273700962,0.28422155,0.270926715,0.465147669,0.398961778,0.436082034,0.370170614,0.3623516,0.536866451,0.439928021,0.488854512,0.445170894,0.464952492,0.420554984,0.293515934,0.403477112,0.479011627,0.508563118,0.514940809,0.278986262,0.407859208,0.308697017,0.451579135,0.377339736,0.414214958,0.277863413,0.386389995,0.45790443,0.366747412,0.259712676,0.349748768,0.371266535,0.176212865,0.287549479,0.286167896,0.372890574,0.18064562,0.24291642,0.149197305,0.142288681,0.379208615,0.439664206,0.447742643,0.233061862
110_DMSO,NA,NA,NA,NA,DMSO,NA,control,O21,Plate1_drugs,1,DMSO,control,NULL,NULL,0.812958435,0.972286374,0.903930131,0.807189542,0.188494039,0.080236473,0.264667762,0.239560052,0.4389601,0.374735114,0.278312101,0.351741711,0.231991102,0.437761363,0.132068344,0.171910515,0.565548921,0.420989185,0.357965612,0.590690392,0.360628487,0.73438153,0.399820755,0.296502459,0.485647544,0.460983076,0.157294716,0.279537601,0.395033554,0.341136885,0.203233996,0.259079951,0.346724841,0.334816745,0.171492064,0.356770729,0.212433727,0.182326213,0.22701589,0.295445264,0.240648503,0.518457198,0.336418343,0.28793194,0.344564673,0.434013236,0.523594296,0.425024904,0.170896043,0.269203588,0.347415687,0.413936313,0.50607194,0.376811288,0.498956855,0.346128674,0.375036785,0.30750287,0.220152506,0.512139254,0.211597869,0.146173111,0.280808046,0.245410912,0.260574282,0.233511036,0.292803303,0.336725836,0.32146794,0.305529787,0.410439521,0.387859958,0.364637758
111_DMSO,NA,NA,NA,NA,DMSO,NA,control,B02,Plate1_drugs,1,DMSO,control,NULL,NULL,0.745992602,0.891774892,0.9476082,0.619047619,0.137809954,0.170987928,0.220554343,0.22680049,0.410859029,0.434669473,0.36726768,0.331295797,0.410388553,0.446013982,0.288551916,0.359920771,0.544705334,0.211130624,0.391171939,0.627230052,0.560344298,0.527629308,0.497350951,0.460876996,0.540578237,0.311324926,0.245143467,0.438898483,0.413960324,0.54648357,0.360480229,0.247447538,0.405214669,0.424793824,0.328235271,0.259906322,0.330543939,0.40069029,0.302124306,0.330462654,0.258940631,0.497978601,0.436250001,0.35010976,0.348397003,0.634228263,0.498172816,0.474261419,0.353989339,0.261125319,0.225285417,0.378220003,0.30555786,0.345170918,0.272977416,0.431367215,0.43768448,0.36365096,0.327854788,0.331183683,0.291906376,0.181121226,0.306562577,0.444718546,0.496602224,0.340609975,0.471937676,0.214619365,0.233242018,0.348178629,0.218970639,0.336967427,0.242253668
112_DMSO,NA,NA,NA,NA,DMSO,NA,control,B08,Plate1_drugs,1,DMSO,control,NULL,NULL,0.838471023,1.008658009,0.792710706,1.054421769,0.350141424,0.254594911,0.366489981,0.327901964,0.366805165,0.460759833,0.445931509,0.336164304,0.559623648,0.412458031,0.310375955,0.380461983,0.212274972,0.458190208,0.513152375,0.544631304,0.497824821,0.41134879,0.540485755,0.466723506,0.324246364,0.51758583,0.281228372,0.5208204,0.50284259,0.667377351,0.271700472,0.139616848,0.248399346,0.36199553,0.226096237,0.267539647,0.144904094,0.172009039,0.441875723,0.38253832,0.240511199,0.404479291,0.48277445,0.485037194,0.228774835,0.473667587,0.466111097,0.488115281,0.370610827,0.404794763,0.430312169,0.367470981,0.351762596,0.179587734,0.312300663,0.452250443,0.366358512,0.528526147,0.510778343,0.414356618,0.288045969,0.143525098,0.293825976,0.430663706,0.585317927,0.288727513,0.49977573,0.489715114,0.230778168,0.364974151,0.262041222,0.454875195,0.276433317
113_DMSO,NA,NA,NA,NA,DMSO,NA,control,B14,Plate1_drugs,1,DMSO,control,NULL,NULL,0.74352651,0.800865801,0.715261959,0.918367347,0.267363712,0.236343653,0.303769198,0.224753547,0.370458808,0.339746072,0.356953875,0.387088252,0.261698225,0.344272087,0.2632858,0.303795595,0.576161688,0.451949614,0.369715697,0.528945133,0.564182079,0.677293024,0.267643672,0.468100232,0.526887921,0.407647642,0.223716267,0.354331314,0.370152183,0.255901961,0.298784486,0.249349899,0.329582391,0.430631566,0.22641095,0.369016047,0.377513147,0.299000873,0.285974159,0.39107316,0.269080715,0.41383328,0.279416791,0.364836867,0.325172103,0.496973344,0.438705194,0.254437731,0.271545327,0.370988342,0.322201067,0.462989625,0.50276931,0.388378928,0.440745508,0.266700269,0.481662441,0.47912425,0.374334662,0.39447961,0.418666422,0.26730877,0.177280965,0.317250403,0.488743894,0.265894122,0.432755713,0.393418364,0.273065757,0.235199182,0.260980185,0.307925031,0.217898439
114_DMSO,NA,NA,NA,NA,DMSO,NA,control,B20,Plate1_drugs,1,DMSO,control,NULL,NULL,0.813810111,1.028138528,1.020501139,0.945578231,0.256526104,0.298129613,0.289610896,0.166865736,0.302603509,0.420602862,0.337260594,0.275632643,0.26727192,0.394819766,0.227147405,0.331076082,0.41902748,0.415826322,0.390044207,0.544413803,0.504702545,0.519000572,0.467160103,0.557772715,0.444728437,0.511903989,0.134371063,0.36536181,0.372484437,0.482358734,0.392791527,0.261913848,0.225967756,0.137149869,0.185946959,0.2046243,0.359586418,0.196896063,0.39741399,0.335323057,0.357631779,0.290324485,0.352359882,0.256763494,0.272265767,0.408026853,0.40371818,0.500476495,0.332391378,0.271994061,0.318865341,0.41106383,0.399035776,0.197027162,0.397750528,0.26548387,0.400187792,0.42262805,0.405757378,0.468422325,0.274804898,0.126817483,0.155564181,0.319661615,0.515535353,0.338524054,0.397521923,0.436867948,0.280366129,0.356649506,0.141911981,0.374257313,0.327436679
115_DMSO,NA,NA,NA,NA,DMSO,NA,control,C03,Plate1_drugs,1,DMSO,control,NULL,NULL,0.94081381,0.95021645,0.895216401,0.840136054,0.234348417,0.072423527,0.184759339,0.060765856,0.352129963,0.306753398,0.165128353,0.218234529,0.227952949,0.278907055,0.298413531,0.228412877,0.271571315,0.363780254,0.377810347,0.395539585,0.25826259,0.354782482,0.19626451,0.435523924,0.46487424,0.449367927,0.176612912,0.254642881,0.230321431,0.306225986,0.350909058,0.273391755,0.414501258,0.397953043,0.368471317,0.286179629,0.187948476,0.477099146,0.381145612,0.433727999,0.243546985,0.620167995,0.666022557,0.416638737,0.314993008,0.664628554,0.607904361,0.655499934,0.258058822,0.210436611,0.387388261,0.245286374,0.395790297,0.325472795,0.466543491,0.466329986,0.242314868,0.483154368,0.443654687,0.511433826,0.334604219,0.163911265,0.199609735,0.140246375,0.445589167,0.255836688,0.392047187,0.392008186,0.352096321,0.141151683,0.130397931,0.276811991,0.362066988
116_DMSO,NA,NA,NA,NA,DMSO,NA,control,C09,Plate1_drugs,1,DMSO,control,NULL,NULL,0.914919852,1.010822511,1.038724374,1.030612245,0.259426475,0.145848005,0.265905863,0.345333149,0.392854822,0.31256538,0.303150843,0.299052664,0.327654553,0.300322752,0.290709969,0.296645413,0.440867373,0.431554926,0.439582458,0.267418435,0.377740244,0.509913562,0.440665824,0.299695674,0.486991068,0.495975657,0.308629831,0.341235556,0.222955367,0.21606754,0.322225531,0.196169722,0.263911664,0.192287917,0.317792413,0.268092593,0.264328606,0.281134166,0.265375352,0.339591678,0.3475807,0.355084703,0.341342435,0.406671316,0.312120171,0.430771738,0.369002705,0.45142923,0.241388372,0.282384767,0.193120155,0.39116514,0.391111991,0.254350423,0.356699247,0.220218875,0.433131608,0.350977005,0.260356842,0.319269635,0.280148525,0.22316307,0.197043491,0.137142865,0.30553645,0.355070508,0.406143507,0.296163054,0.230868149,0.377521241,0.239859063,0.443112709,0.295245767
117_DMSO,NA,NA,NA,NA,DMSO,NA,control,C15,Plate1_drugs,1,DMSO,control,NULL,NULL,0.995067818,1.010822511,1,0.792517007,0.186532626,0.050563259,0.302045242,0.223527807,0.305387064,0.346802499,0.165920805,0.298222754,0.276315585,0.312458164,0.278741864,0.345974966,0.290212957,0.478471144,0.45971193,0.437323537,0.244468504,0.552314677,0.457352327,0.361462737,0.405667863,0.432763639,0.078184541,0.323640463,0.362119815,0.391013776,0.316009712,0.21163284,0.431193874,0.2205774,0.328486253,0.359779326,0.297718402,0.249797187,0.252069081,0.345090357,0.414193362,0.174356672,0.309230954,0.288967379,0.279942564,0.435156627,0.179296738,0.323956749,0.293608816,0.297700465,0.123328861,0.304578275,0.299975309,0.322455274,0.235002471,0.239519738,0.367562781,0.246652066,0.17215612,0.248613945,0.207212845,0.142163614,0.253664686,0.317456355,0.241057727,0.22597641,0.309021766,0.346841021,0.191080319,0.321521096,0.241164511,0.283111081,0.239299849
118_DMSO,NA,NA,NA,NA,DMSO,NA,control,C21,Plate1_drugs,1,DMSO,control,NULL,NULL,1.001233046,1.041125541,1.10022779,0.894557823,0.147412691,0.090946031,0.247071871,0.130973881,0.332218605,0.186597937,0.135263509,0.288988929,0.191159939,0.387353208,0.406991306,0.259299404,0.485172125,0.287552942,0.422617032,0.397162635,0.45145068,0.502036823,0.24065694,0.35477874,0.537549567,0.512169409,0.198482357,0.239618386,0.306150213,0.39108354,0.396576859,0.28132208,0.295539249,0.41335038,0.27864662,0.316089706,0.392490972,0.259874644,0.280605659,0.298450895,0.395010058,0.418104315,0.419133411,0.402224058,0.398904315,0.500545838,0.450565895,0.383260032,0.220589639,0.316546322,0.145970149,0.342218855,0.31903389,0.170691121,0.243988438,0.282532118,0.2021822,0.291260938,0.282092585,0.287381969,0.187215699,0.145573206,0.322094016,0.352470079,0.408442479,0.244777979,0.252819878,0.312026255,0.381882236,0.139288142,0.340369016,0.378590455,0.379958497
119_DMSO,NA,NA,NA,NA,DMSO,NA,control,D04,Plate1_drugs,1,DMSO,control,NULL,NULL,0.956843403,1,1.006833713,0.93877551,0.144979852,0.157187555,0.257439523,0.384014211,0.388630963,0.390520333,0.169926284,0.309041526,0.368858757,0.453103572,0.340290554,0.313784327,0.385410246,0.470398356,0.307535545,0.222191489,0.319190726,0.361357799,0.29177069,0.39978417,0.61972867,0.540823326,0.181802807,0.200313695,0.290252984,0.293636459,0.292258354,0.274265377,0.354765019,0.085853971,0.242062419,0.213115552,0.249915708,0.334696045,0.211825265,0.281746213,0.309705808,0.344766518,0.387204592,0.262376284,0.182073166,0.52191123,0.375245429,0.470153671,0.221606618,0.336201611,0.165088014,0.328108185,0.267935145,0.34134579,0.261126454,0.211340094,0.366899099,0.375409047,0.322040022,0.336523028,0.247418194,0.183041697,0.14269775,0.366950709,0.296946031,0.191910308,0.24631722,0.261872306,0.267718861,0.244698227,0.326841972,0.257252248,0.138482171
12_DMSO,NA,NA,NA,NA,DMSO,NA,control,D22,Plate1_drugs,1,DMSO,control,NULL,NULL,1.089514066,0.862527716,0.79468599,0.758112094,0.234489858,0.214219402,0.336224294,0.434227173,0.407006669,0.394432252,0.273731457,0.379555365,0.335433496,0.278928945,0.278584759,0.288952366,0.313222166,0.361644338,0.476500221,0.325159978,0.340414945,0.527272836,0.349805898,0.200243175,0.378640008,0.452451915,0.247596325,0.388370326,0.348457648,0.398158475,0.314408802,0.235957732,0.368966228,0.258648918,0.351382079,0.349286383,0.258857547,0.31187219,0.350740355,0.348537652,0.372142701,0.454955871,0.515749739,0.485239467,0.34279602,0.480579689,0.47949769,0.551420454,0.445868206,0.402280444,0.414191028,0.475718947,0.408696456,0.477675216,0.445978139,0.425388641,0.497424669,0.448159875,0.462854705,0.504640622,0.333310653,0.238594436,0.371207962,0.283121624,0.220309854,0.361422749,0.335693907,0.477498209,0.401941244,0.177941601,0.445851872,0.490149851,0.283933169
120_DMSO,NA,NA,NA,NA,DMSO,NA,control,D10,Plate1_drugs,1,DMSO,control,NULL,NULL,1.051787916,1.045454545,0.904328018,0.942176871,0.263679095,0.259971709,0.356053302,0.354342039,0.420956029,0.29656854,0.298493477,0.331274839,0.406526642,0.271606887,0.274154793,0.280945728,0.321979482,0.325506877,0.316432861,0.25541781,0.294694185,0.349493671,0.285506286,0.43782953,0.501546679,0.481962259,0.197635568,0.260261156,0.420635488,0.362450543,0.39809203,0.37710715,0.520350488,0.422966319,0.401871353,0.42583003,0.318276808,0.328339535,0.219126725,0.468616868,0.429368862,0.505363509,0.590010033,0.430863849,0.337713763,0.444587609,0.538005144,0.595473281,0.274757637,0.300045356,0.230592588,0.327957611,0.35316549,0.363456332,0.229657817,0.297437532,0.373009899,0.35093306,0.369302531,0.232894271,0.297756684,0.218971986,0.18400712,0.179892228,0.280876332,0.124618101,0.271666171,0.348271365,0.231402856,0.174458265,0.358370759,0.36337031,0.247782697
121_DMSO,NA,NA,NA,NA,DMSO,NA,control,D16,Plate1_drugs,1,DMSO,control,NULL,NULL,0.944512947,1.060606061,0.922551253,0.952380952,0.14167021,0.193344361,0.30197535,0.189001892,0.333221319,0.369783508,0.293886259,0.340836067,0.345246513,0.368938471,0.321611352,0.379717552,0.293467176,0.309043828,0.313303254,0.327751418,0.261984579,0.411461221,0.262085686,0.307421861,0.449538689,0.393317528,0.206044701,0.261403396,0.35003898,0.231852207,0.326672109,0.176452813,0.440257422,0.207530599,0.15114541,0.27804539,0.24956911,0.217696867,0.287606152,0.317655866,0.302573944,0.429103914,0.409622734,0.417563309,0.249674581,0.397530253,0.43581785,0.503922394,0.349385632,0.307828873,0.163119475,0.440041592,0.39720061,0.396344568,0.338717502,0.318804374,0.42872786,0.20023747,0.216545595,0.345345235,0.226183728,0.088916112,0.151932916,0.294772288,0.389048914,0.220049688,0.327953337,0.3429591,0.314300865,0.310651806,0.23090137,0.309566475,0.228798124
