drug_conc,Metadata_plate,Metadata_well,Metadata_Row_as_num,Metadata_Col,Metadata_treatment_new,Metadata_treatment_old,Metadata_type,WellId,Plate,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,cell_count_POC_A,cell_count_POC_C2,cell_count_POC_C1,cell_count_POC_B,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,RingTotalInten_RNA,CircSpotTotalInten_RNA,CircSpotTotalArea_RNA,CircSpotAvgArea_RNA,CircSpotCount_RNA,TotalInten_RNA,RingTotalInten_PMG,RingAvgInten_PMG,RingSpotTotalInten_PMG,RingSpotAvgInten_PMG,RingSpotAvgArea_PMG,RingSpotCount_PMG,CircSpotTotalArea_PMG,CircSpotAvgArea_PMG,CircSpotCount_PMG,RingTotalInten_MITO,RingSpotTotalInten_MITO,RingSpotAvgArea_MITO,CircSpotTotalInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,CircSpotCount_NUC_Tex,ObjectShapeP2A_NUC_B,ObjectShapeLWR_NUC_B,ObjectTotalInten_NUC_B,ObjectSize_NUC_B,RingTotalInten_Perox,RingAvgInten_Perox,RingSpotTotalInten_Perox,RingSpotTotalArea_Perox,RingSpotCount_Perox,TotalInten_Perox,AvgInten_Perox,RingTotalInten_Lipids,RingAvgInten_Lipids,RingSpotAvgInten_Lipids,RingSpotAvgArea_Lipids,RingSpotCount_Lipids,TotalInten_Lipids,AvgInten_Lipids,ObjectArea_NUC_C1,ObjectShapeLWR_NUC_C1,RingTotalInten_ER,RingSpotTotalInten_ER,RingSpotAvgInten_ER,RingSpotCount_ER,CircSpotAvgInten_ER,CircSpotTotalArea_ER,CircSpotAvgArea_ER,CircSpotCount_ER,TotalInten_ER,AvgInten_ER,ObjectShapeP2A_NUC_C2,ObjectShapeLWR_NUC_C2,ObjectSize_NUC_C2,RingTotalInten_TUB,RingSpotAvgInten_TUB,RingSpotTotalArea_TUB,RingSpotAvgArea_TUB,RingSpotCount_TUB,RingTotalInten_ACT,RingSpotTotalInten_ACT,RingSpotTotalArea_ACT,RingSpotCount_ACT,TotalInten_ACT
231_DMSO,NA,NA,NA,NA,DMSO,NA,control,D16,Plate2_drugs,2,DMSO,control,NULL,NULL,0.946492271,1.063043478,0.971553611,0.930434783,0.198941442,0.204327991,0.209020743,0.302303752,0.312792461,0.331049676,0.251279298,0.282662837,0.267192904,0.359159965,0.23662227,0.50979961,0.303556672,0.361837111,0.48102956,0.359348852,0.281026705,0.523419111,0.379466397,0.28160945,0.243639723,0.454945638,0.282264601,0.36628466,0.238780754,0.434720047,0.365521808,0.221126658,0.397465506,0.323603144,0.213804215,0.36962659,0.289448674,0.337556463,0.281221531,0.249280964,0.319288585,0.263484806,0.203446978,0.366560123,0.266760697,0.413546069,0.179468702,0.272047879,0.277734521,0.42175621,0.329765209,0.347556567,0.356392336,0.208682399,0.247152141,0.331824558,0.382970328,0.31419767,0.336490691,0.270736811,0.403420658,0.347154437,0.318883523,0.274847781,0.240630037,0.282903416,0.351265897,0.282522581,0.194093883,0.254729063,0.177188654,0.288566517,0.254190086
232_DMSO,NA,NA,NA,NA,DMSO,NA,control,D22,Plate2_drugs,2,DMSO,control,NULL,NULL,1.172413793,0.586956522,1.048140044,0.849275362,0.14914848,0.054733906,0.220338083,0.196923566,0.504353011,0.418023871,0.32167711,0.355436529,0.380090394,0.534700659,0.323788284,0.353126948,0.447613163,0.258755046,0.386881257,0.436082199,0.397638329,0.535532887,0.289002881,0.40752474,0.483684658,0.449554872,0.17699536,0.262197838,0.275051209,0.361775983,0.239839101,0.203053497,0.228965772,0.30549494,0.246693078,0.369889827,0.39612341,0.288414524,0.395518488,0.224610011,0.297339762,0.244105039,0.441245029,0.492670961,0.242489972,0.582632316,0.360711737,0.445542923,0.271033798,0.126448436,0.274840466,0.331224211,0.418906459,0.216630098,0.436861628,0.185824015,0.298763779,0.261822801,0.315467733,0.47349863,0.457523565,0.113210096,0.433832962,0.371339957,0.48548657,0.198579048,0.512919888,0.481069962,0.366776086,0.205555005,0.300291418,0.362853717,0.472282257
233_DMSO,NA,NA,NA,NA,DMSO,NA,control,E05,Plate2_drugs,2,DMSO,control,NULL,NULL,0.977407848,1.160869565,1.072210066,1.028985507,0.156652766,0.147127559,0.243127098,0.262363427,0.446921897,0.293084871,0.170214554,0.228823878,0.294582643,0.413178954,0.127373634,0.25543546,0.236665444,0.349976966,0.31658342,0.2872187,0.239875795,0.464623367,0.33448062,0.325105164,0.440886301,0.435210695,0.219985847,0.10405938,0.275992759,0.288891006,0.215923838,0.14737928,0.560669451,0.362312042,0.230049436,0.216778385,0.313571908,0.11593152,0.43111961,0.391945405,0.296297626,0.390378315,0.394937294,0.374064819,0.361087796,0.443029783,0.376852834,0.280791741,0.233095307,0.198567084,0.211294714,0.205254888,0.31821885,0.147099371,0.29624491,0.295116389,0.315298811,0.208676554,0.285752778,0.310890263,0.319849183,0.169843582,0.189405588,0.318520563,0.361494345,0.116749021,0.331674462,0.256284123,0.418802951,0.151836837,0.292689012,0.306613819,0.3116302
234_DMSO,NA,NA,NA,NA,DMSO,NA,control,E11,Plate2_drugs,2,DMSO,control,NULL,NULL,0.991676576,0.867391304,0.964989059,1.179710145,0.224003416,0.168883738,0.244783438,0.347464141,0.447706147,0.331357053,0.200216018,0.301181039,0.342724766,0.380850256,0.348036902,0.409972182,0.268484881,0.431150965,0.23836774,0.348370592,0.351045777,0.368571191,0.241549704,0.378434847,0.360554056,0.20801974,0.138661791,0.276229415,0.349454307,0.363164297,0.231248425,0.22119798,0.364326241,0.231028973,0.141443564,0.36173492,0.249766649,0.179668216,0.170776294,0.194126057,0.338634145,0.295281025,0.362270297,0.404345447,0.20647512,0.421669655,0.237187722,0.342720663,0.182253482,0.219430684,0.176617954,0.407374052,0.25226215,0.235909058,0.239566827,0.290122564,0.303329645,0.221119187,0.278817947,0.211691218,0.393880994,0.152053035,0.457440051,0.193787039,0.34782335,0.285574054,0.22369913,0.402161236,0.287288295,0.322083276,0.401288625,0.381689196,0.370414371
235_DMSO,NA,NA,NA,NA,DMSO,NA,control,E17,Plate2_drugs,2,DMSO,control,NULL,NULL,1,1.058695652,1.124726477,1.127536232,0.284535615,0.184932949,0.188998596,0.183685133,0.237274527,0.296012481,0.199580482,0.308192453,0.372079375,0.310393823,0.236625608,0.296399933,0.423117004,0.342570404,0.417760057,0.315318424,0.261650753,0.512621237,0.372343924,0.332532296,0.502969717,0.528899526,0.255802099,0.297594517,0.307891972,0.434408242,0.375331275,0.159005711,0.359442606,0.27643752,0.269877267,0.360335925,0.335535849,0.281074872,0.260874234,0.316852433,0.358274972,0.27811891,0.407841535,0.304299818,0.256790614,0.480219022,0.326692327,0.436211737,0.336183497,0.296481497,0.250590475,0.383720693,0.290515725,0.145554469,0.261961526,0.302476105,0.285766121,0.127654279,0.361047634,0.301081324,0.301294974,0.24452292,0.263297174,0.294879072,0.254538259,0.338126162,0.396868314,0.438271174,0.227946745,0.374255198,0.328849149,0.233734693,0.224271886
236_DMSO,NA,NA,NA,NA,DMSO,NA,control,E23,Plate2_drugs,2,DMSO,control,NULL,NULL,1.096313912,0.934782609,0.868708972,0.942028986,0.262280177,0.118000729,0.366924927,0.260262317,0.213369087,0.291444017,0.341903896,0.300760913,0.427971986,0.263252846,0.125218052,0.261266897,0.483475817,0.363997525,0.423304941,0.443807334,0.417100825,0.559630021,0.26981587,0.281811006,0.52942324,0.527092662,0.398588872,0.405561999,0.168436424,0.372207374,0.336627102,0.236252072,0.326087899,0.275793243,0.277462598,0.40759256,0.29316426,0.266244502,0.196954652,0.236417971,0.357727062,0.296863267,0.280083719,0.436554932,0.281542901,0.460708508,0.17765201,0.303185542,0.192884983,0.305302713,0.368880123,0.453182384,0.324969269,0.185305539,0.366835106,0.312133737,0.43010006,0.324692549,0.210881275,0.449333708,0.312722603,0.233180624,0.210072524,0.400962857,0.275458835,0.17676361,0.269527064,0.29756044,0.204057976,0.270540724,0.37089862,0.340991878,0.239732559
237_DMSO,NA,NA,NA,NA,DMSO,NA,control,F06,Plate2_drugs,2,DMSO,control,NULL,NULL,1.015457788,0.947826087,0.940919037,1.046376812,0.206244566,0.079897248,0.184003482,0.272429316,0.298236506,0.359720485,0.333767507,0.3727278,0.438381467,0.361382237,0.27582929,0.368330529,0.360978024,0.417170352,0.341340064,0.255901522,0.232278147,0.375581641,0.348279252,0.394609705,0.556645195,0.531991791,0.124177253,0.289945731,0.216739068,0.257534324,0.364270164,0.24671494,0.280453096,0.281601965,0.330891655,0.406546616,0.348006328,0.296103086,0.254649442,0.335893094,0.428183401,0.22188759,0.25007611,0.339696696,0.343105756,0.460848969,0.410356621,0.338533107,0.242287498,0.157395927,0.237993097,0.261210173,0.299810165,0.238960095,0.322209821,0.327784568,0.352974412,0.199213946,0.273638509,0.334839895,0.316429089,0.158330449,0.303782881,0.258004937,0.316809221,0.299803001,0.306980687,0.356260574,0.09107476,0.305718837,0.209195414,0.257257536,0.234453483
238_DMSO,NA,NA,NA,NA,DMSO,NA,control,F12,Plate2_drugs,2,DMSO,control,NULL,NULL,0.954815696,1.080434783,1.002188184,0.92173913,0.217172938,0.134961743,0.21601051,0.222673446,0.355528814,0.321617306,0.183436172,0.229108443,0.3099933,0.4069646,0.24021531,0.138954179,0.172216574,0.311437528,0.287560901,0.275891978,0.333946753,0.324821688,0.159463429,0.3342538,0.313225193,0.264665986,0.163662475,0.114766347,0.211562139,0.226648421,0.372507084,0.33144069,0.228802643,0.320604552,0.336921881,0.288709576,0.309374122,0.402268738,0.362125445,0.324121922,0.222385516,0.274331909,0.2935725,0.434753158,0.400456601,0.451137491,0.419896157,0.247647495,0.243816538,0.20615668,0.214257306,0.432407656,0.371510732,0.255137005,0.360071528,0.417249061,0.44571891,0.220502346,0.254528298,0.311166951,0.280714376,0.174549898,0.235810213,0.327410263,0.311129852,0.139443039,0.248477006,0.229516897,0.400504277,0.331872622,0.413155787,0.420260208,0.199155435
239_DMSO,NA,NA,NA,NA,DMSO,NA,control,F18,Plate2_drugs,2,DMSO,control,NULL,NULL,1.083234245,1.091304348,0.980306346,1.057971014,0.221426002,0.226826222,0.246868854,0.220135482,0.120369102,0.327906498,0.348483127,0.376715131,0.40786074,0.212714796,0.216480102,0.370688954,0.145563041,0.277659909,0.364589233,0.259943202,0.276657961,0.505497256,0.272507251,0.264129641,0.269355521,0.327736678,0.220716891,0.289855116,0.365525282,0.369175921,0.350916518,0.164158223,0.304500407,0.181503024,0.145101711,0.219711715,0.208505456,0.204050068,0.297344134,0.233374356,0.219630731,0.340891894,0.496001188,0.370520096,0.319202197,0.439705258,0.253217821,0.531789319,0.15028494,0.279164191,0.262918921,0.332989635,0.394420717,0.166138358,0.398235929,0.310789418,0.334198315,0.337944291,0.227126484,0.439993603,0.32514788,0.293695645,0.156146764,0.246721192,0.229042743,0.235961157,0.355975476,0.31559294,0.160704932,0.264866081,0.228790079,0.304651523,0.235776704
24_DMSO,NA,NA,NA,NA,DMSO,NA,control,H03,Plate1_drugs,1,DMSO,control,NULL,NULL,0.910485934,1.086474501,1.101449275,1.221238938,0.214730791,0.175472842,0.300737807,0.52780123,0.268486924,0.392407405,0.187446861,0.369401488,0.329323937,0.419478561,0.173959241,0.353009986,0.331511892,0.369230183,0.313764313,0.310500643,0.27277201,0.334795847,0.292872229,0.41016415,0.373790654,0.493903037,0.421929785,0.228989994,0.368081732,0.388260448,0.311663435,0.237910621,0.399456027,0.343350961,0.248514147,0.266353854,0.333607127,0.321823511,0.208602978,0.248755429,0.299787064,0.111014466,0.391911313,0.461084474,0.32424545,0.463805434,0.143286034,0.428018745,0.3797277,0.336119759,0.378708549,0.329596833,0.222087664,0.243539184,0.237265353,0.283822067,0.313221283,0.360804901,0.407312419,0.355768141,0.26951033,0.190657945,0.175508863,0.440861831,0.576269865,0.185290671,0.432711799,0.444119063,0.695277452,0.589170162,0.456145262,0.511035502,0.653881894
240_DMSO,NA,NA,NA,NA,DMSO,NA,control,G02,Plate2_drugs,2,DMSO,control,NULL,NULL,1.14744352,1.002173913,0.943107221,1.260869565,0.244118749,0.202550187,0.21302897,0.195592853,0.336491807,0.303794559,0.27237663,0.315465905,0.346799958,0.354846138,0.184938524,0.451421905,0.350309412,0.449360535,0.189762166,0.439641983,0.408218561,0.49911705,0.405791669,0.336508981,0.304591148,0.295396217,0.191130904,0.277196631,0.313891332,0.296371393,0.230042413,0.186813131,0.261472531,0.28324963,0.277682691,0.264165682,0.166793125,0.302709625,0.252628282,0.258063534,0.181877702,0.32970498,0.315223117,0.415311182,0.295057053,0.444178172,0.388661001,0.261349292,0.173045673,0.336540814,0.246599047,0.31879637,0.26792653,0.196340321,0.222745413,0.290652084,0.395209476,0.210783852,0.212346982,0.259578313,0.210112976,0.196585788,0.220559441,0.27079918,0.301097436,0.359591408,0.368092484,0.384537926,0.250094962,0.214792523,0.148789357,0.232017827,0.322755375
241_DMSO,NA,NA,NA,NA,DMSO,NA,control,G07,Plate2_drugs,2,DMSO,control,NULL,NULL,0.947681332,1.115217391,1.083150985,0.855072464,0.175662908,0.199110267,0.169282218,0.269507872,0.404351782,0.426814725,0.321619776,0.376071442,0.399416292,0.412953258,0.274565396,0.466038521,0.254563295,0.511565976,0.300151987,0.392683826,0.212057416,0.443634009,0.235536832,0.432374727,0.433860266,0.332322985,0.222228348,0.240882944,0.303040997,0.250781965,0.305393247,0.256576366,0.308551382,0.144006659,0.191089401,0.272293693,0.246969263,0.160694914,0.337922864,0.189560233,0.21175519,0.078670499,0.31550899,0.412949333,0.278623369,0.427999908,0.479635082,0.278068148,0.344810996,0.296748818,0.135763533,0.279553811,0.228056107,0.091124943,0.259043698,0.306749647,0.351412335,0.233588537,0.306785536,0.184872734,0.29911179,0.258244758,0.118374472,0.194382535,0.465717112,0.254402245,0.319433749,0.272537898,0.313169193,0.359688467,0.329624066,0.279003099,0.365025144
242_DMSO,NA,NA,NA,NA,DMSO,NA,control,G13,Plate2_drugs,2,DMSO,control,NULL,NULL,0.881093936,0.92826087,0.903719912,0.762318841,0.270865453,0.177457627,0.472219362,0.541412399,0.234759974,0.320436411,0.319677689,0.340836042,0.513917404,0.236073463,0.194418005,0.450823772,0.359561318,0.435189811,0.411511172,0.374655795,0.278579902,0.425532685,0.397124314,0.460735925,0.390384581,0.295471338,0.420790241,0.204064371,0.364874465,0.293884032,0.411842267,0.386846307,0.533289355,0.479938627,0.270557499,0.299504932,0.3513442,0.199608153,0.345031181,0.382156205,0.361006083,0.494883082,0.58500491,0.302928291,0.267694108,0.427095122,0.482613697,0.525286528,0.337855582,0.265705218,0.318965347,0.294261181,0.26698737,0.173737568,0.267092672,0.351351768,0.342420428,0.198987736,0.386637234,0.283544948,0.294849839,0.210081702,0.241835341,0.164072884,0.491346011,0.203075504,0.329575274,0.338036574,0.309130174,0.316976194,0.360564471,0.331245046,0.397088043
243_DMSO,NA,NA,NA,NA,DMSO,NA,control,G19,Plate2_drugs,2,DMSO,control,NULL,NULL,0.992865636,0.980434783,1.04595186,1.165217391,0.269520574,0.242975977,0.176734187,0.174766381,0.348489507,0.308120056,0.322459816,0.333728143,0.407456734,0.37415226,0.255910363,0.410070055,0.24282249,0.381953918,0.212684536,0.290153159,0.175876393,0.361072141,0.159403803,0.299238827,0.398036331,0.384952059,0.225235281,0.316073425,0.38311206,0.101576997,0.350391957,0.212033094,0.267887572,0.349197238,0.282297685,0.274238232,0.206737548,0.215957655,0.14474216,0.299940967,0.259719426,0.274857524,0.380934553,0.262528079,0.270319867,0.469327705,0.131593273,0.233106372,0.213822718,0.369110981,0.103420763,0.26200227,0.399152896,0.187766887,0.399580706,0.252750956,0.317698508,0.269177064,0.196547483,0.425183467,0.264834903,0.224757021,0.212161666,0.138563998,0.329264297,0.164587502,0.370302152,0.351704057,0.209634172,0.156394938,0.205918425,0.315982202,0.261497248
244_DMSO,NA,NA,NA,NA,DMSO,NA,control,H03,Plate2_drugs,2,DMSO,control,NULL,NULL,0.965517241,0.986956522,1.006564551,0.92173913,0.310010022,0.280888407,0.219456527,0.26828262,0.358978812,0.344135709,0.312956616,0.376119437,0.381752297,0.410580276,0.210163989,0.284947645,0.331913045,0.311986186,0.362597639,0.189071298,0.298189768,0.60178781,0.41870641,0.471397203,0.442026607,0.154194467,0.307479232,0.393966851,0.269911701,0.343615523,0.380777899,0.287463406,0.318063904,0.308823252,0.202783184,0.253997647,0.244273457,0.148636824,0.292511021,0.148841207,0.317786672,0.411232395,0.4496096,0.4819488,0.292923282,0.452906174,0.295355059,0.559867031,0.285711213,0.25646889,0.409573736,0.3928154,0.466374793,0.336194059,0.439051962,0.333823179,0.419808657,0.309372387,0.304824296,0.467243196,0.195156543,0.190723144,0.292411021,0.279488419,0.159584765,0.228917886,0.343515653,0.331394025,0.262297324,0.248300519,0.369584656,0.339881674,0.242922651
245_DMSO,NA,NA,NA,NA,DMSO,NA,control,H08,Plate2_drugs,2,DMSO,control,NULL,NULL,0.950059453,1.069565217,0.945295405,0.997101449,0.213980499,0.117672578,0.243896041,0.117653003,0.339626282,0.26109644,0.246471632,0.333443069,0.349311826,0.304940462,0.353589515,0.312305339,0.260309914,0.238696189,0.260202403,0.365835275,0.342213152,0.469652863,0.333734634,0.403428149,0.486052911,0.37802835,0.153622266,0.215755153,0.162430061,0.196905561,0.276128766,0.168592625,0.361007836,0.433905894,0.349636489,0.338389509,0.144205352,0.320200605,0.400433675,0.336345604,0.353045685,0.245157497,0.239713482,0.288422563,0.283560902,0.416809002,0.509515087,0.480303511,0.250810376,0.265344282,0.225596221,0.309842869,0.245259177,0.159643432,0.292836571,0.228047023,0.241670446,0.2112276,0.233466918,0.282640874,0.292027821,0.249785986,0.21527062,0.172453235,0.369545943,0.432941826,0.331717639,0.49554182,0.234159368,0.411338486,0.40051693,0.229202831,0.314637307
246_DMSO,NA,NA,NA,NA,DMSO,NA,control,H14,Plate2_drugs,2,DMSO,control,NULL,NULL,0.989298454,0.941304348,0.958424508,1.026086957,0.221319794,0.254840737,0.499763862,0.527514871,0.394249555,0.357588083,0.265355284,0.352209146,0.342446282,0.364617957,0.308102185,0.354301533,0.348381012,0.313368425,0.416556399,0.325001958,0.323215077,0.445165017,0.363716548,0.404605919,0.422960806,0.527762387,0.419040785,0.282713922,0.29550842,0.307628827,0.380428106,0.351411707,0.390869667,0.389066404,0.20808184,0.342549614,0.188118913,0.223424323,0.208564982,0.356192981,0.209564737,0.313999748,0.238724668,0.474482437,0.243841922,0.483026296,0.33260097,0.448620668,0.161795373,0.34172207,0.233441539,0.378762112,0.326480779,0.183399192,0.299153914,0.27313895,0.352583593,0.134120893,0.238323511,0.337898555,0.344358037,0.299536239,0.197816718,0.359110671,0.4752822,0.089093551,0.238195681,0.129737351,0.217890824,0.308413697,0.339342635,0.297082617,0.239297597
247_DMSO,NA,NA,NA,NA,DMSO,NA,control,H20,Plate2_drugs,2,DMSO,control,NULL,NULL,1.026159334,0.936956522,0.960612691,1.002898551,0.198496298,0.09466284,0.310844242,0.392917846,0.275645762,0.285830997,0.229752604,0.311037732,0.367697583,0.236989399,0.170879638,0.251816461,0.365667276,0.320682684,0.298018092,0.303747109,0.374976323,0.373262178,0.231671405,0.237370337,0.311094154,0.323798146,0.252809552,0.207928394,0.335234841,0.400013653,0.233556872,0.191390423,0.481723594,0.429404741,0.370371067,0.395825871,0.180284184,0.295999328,0.202062786,0.480099995,0.409584569,0.470939213,0.557883924,0.414241514,0.396418085,0.517752064,0.560716734,0.547829219,0.188186682,0.252467555,0.284801568,0.166702674,0.421628024,0.291568961,0.404154452,0.332077756,0.329327487,0.320702778,0.267229872,0.445546538,0.352529327,0.33766765,0.163583097,0.098033447,0.244077267,0.114032256,0.333417824,0.294167743,0.31170286,0.198145078,0.139025742,0.293941807,0.247696878
248_DMSO,NA,NA,NA,NA,DMSO,NA,control,I04,Plate2_drugs,2,DMSO,control,NULL,NULL,1.014268728,1.136956522,1.126914661,1.066666667,0.346296105,0.266538922,0.357023923,0.430721151,0.348445733,0.387566026,0.199768941,0.3338799,0.37073486,0.37081466,0.269338785,0.168483831,0.22117572,0.355487398,0.352013717,0.355312562,0.251659085,0.517317854,0.355791457,0.351545601,0.378268708,0.366030845,0.336790537,0.182669842,0.296225678,0.286670551,0.218217669,0.157120046,0.284989013,0.321409523,0.182388247,0.259622701,0.2647145,0.250497551,0.238137324,0.305422712,0.174865227,0.316045274,0.323569848,0.318160865,0.262999612,0.451979147,0.264062852,0.335808496,0.089830877,0.264587524,0.213378454,0.288101609,0.247061084,0.174611585,0.143675019,0.281657648,0.378775466,0.277012591,0.241785318,0.276433963,0.165181792,0.087836198,0.123586976,0.198058087,0.229724536,0.241521177,0.305692522,0.357711677,0.133038522,0.277780485,0.281372303,0.273581479,0.18140022
249_DMSO,NA,NA,NA,NA,DMSO,NA,control,I09,Plate2_drugs,2,DMSO,control,NULL,NULL,1.015457788,0.952173913,1,0.901449275,0.306341213,0.242375396,0.161077459,0.100823062,0.333116372,0.305731373,0.253357749,0.251031555,0.369458729,0.356104388,0.17658795,0.366821036,0.167945557,0.363577763,0.224638911,0.163905995,0.192028473,0.388127979,0.149003698,0.345801481,0.415722396,0.277238083,0.154369327,0.159514475,0.277627233,0.12393581,0.227969879,0.102847728,0.340978456,0.341242069,0.306951539,0.277557989,0.180736792,0.354347735,0.228279707,0.292603942,0.244084769,0.205604583,0.336022047,0.390348896,0.342625895,0.459640323,0.332383275,0.402693702,0.221371304,0.147497338,0.11167739,0.464268212,0.337803688,0.160709428,0.254809139,0.365113792,0.342074791,0.311943969,0.21982,0.195084949,0.206339068,0.2787219,0.238804232,0.190605103,0.208494135,0.130538376,0.364494435,0.366104495,0.115642252,0.23041278,0.235102849,0.326984495,0.164073837
25_DMSO,NA,NA,NA,NA,DMSO,NA,control,H08,Plate1_drugs,1,DMSO,control,NULL,NULL,1.168797954,1.066518847,1.094202899,1.05899705,0.15861009,0.14225698,0.346585422,0.500663674,0.375330505,0.25639855,0.276456693,0.347136532,0.415674124,0.406340888,0.305216647,0.455272028,0.420115603,0.456146415,0.227295376,0.448263975,0.353857348,0.541398036,0.247717752,0.244759164,0.336008014,0.236376931,0.474924985,0.402518917,0.381262182,0.272980562,0.268282409,0.187970023,0.363162249,0.21521547,0.150935825,0.262360013,0.27350278,0.25020181,0.189218788,0.14790371,0.277451144,0.143924395,0.38554202,0.399651001,0.236298308,0.464184343,0.281967535,0.37532518,0.362198192,0.282562864,0.189671988,0.40436159,0.361401382,0.341255427,0.293772653,0.287293578,0.372690437,0.281094292,0.311806824,0.276485459,0.317577217,0.198730367,0.162908485,0.163497818,0.360241398,0.349240547,0.26002901,0.388835455,0.44003859,0.417108042,0.259559791,0.23065595,0.405377714
250_DMSO,NA,NA,NA,NA,DMSO,NA,control,I15,Plate2_drugs,2,DMSO,control,NULL,NULL,1.060642093,0.882608696,0.98249453,0.997101449,0.232572102,0.083024692,0.248078312,0.299796315,0.200244041,0.345966505,0.161168652,0.210443364,0.336090763,0.347525154,0.33916817,0.162196292,0.187782866,0.29854124,0.27859032,0.304937195,0.256345186,0.31468875,0.299195045,0.173419058,0.368863754,0.188786923,0.165154589,0.195696341,0.234710843,0.199165824,0.276850617,0.174863186,0.197602831,0.121397353,0.314605401,0.312183712,0.371486496,0.312878576,0.402112283,0.219287408,0.272748276,0.195287412,0.362444444,0.320968623,0.294713889,0.454038515,0.157106819,0.407273312,0.275076522,0.244947975,0.121020813,0.38133944,0.252861688,0.265256565,0.227431156,0.263699574,0.392312857,0.325628736,0.350974269,0.295025289,0.324606784,0.316218628,0.284741396,0.218603322,0.272940725,0.290337038,0.296136891,0.304453289,0.136638156,0.422214469,0.439081365,0.371078354,0.220165758
251_DMSO,NA,NA,NA,NA,DMSO,NA,control,I21,Plate2_drugs,2,DMSO,control,NULL,NULL,1.09274673,1.032608696,1.078774617,1.237681159,0.22497967,0.155022981,0.263719228,0.246243549,0.367520092,0.390674579,0.076683179,0.320253038,0.242015996,0.392181632,0.2230747,0.331877146,0.44932352,0.274729936,0.339034048,0.434750546,0.39327196,0.499812792,0.252154535,0.503739671,0.543947406,0.513104245,0.130196516,0.201611954,0.239335644,0.19646738,0.343262973,0.189588523,0.319711896,0.387406952,0.3576881,0.389704354,0.430677019,0.366243778,0.379736404,0.251311482,0.412622258,0.254546246,0.332930744,0.361874291,0.207581963,0.482524476,0.295302047,0.339126894,0.271292142,0.344777153,0.171768276,0.240148442,0.342730222,0.229551349,0.350943021,0.282363093,0.373730912,0.166942377,0.242688796,0.345145404,0.268432036,0.173499918,0.154229382,0.137370974,0.272009617,0.302250761,0.332359956,0.202615782,0.139458874,0.140265134,0.222585357,0.390380935,0.212677122
252_DMSO,NA,NA,NA,NA,DMSO,NA,control,J05,Plate2_drugs,2,DMSO,control,NULL,NULL,0.94530321,1.054347826,1.078774617,1.063768116,0.203600603,0.139778611,0.212326372,0.276030761,0.266788569,0.357757817,0.196443497,0.317927529,0.416528301,0.360783576,0.270090683,0.283489942,0.269895224,0.388779352,0.216692819,0.16310872,0.304239988,0.47321557,0.36007158,0.231837855,0.462535366,0.420628323,0.135674363,0.235975247,0.243362576,0.177698328,0.382555063,0.373097177,0.302293357,0.313301366,0.294589725,0.346801535,0.300534032,0.355494607,0.358227567,0.35026761,0.221337352,0.458311336,0.568031403,0.480523599,0.223866589,0.440986301,0.443438491,0.556480107,0.190777231,0.29059617,0.161249665,0.336167004,0.197442236,0.236480519,0.206844688,0.262864307,0.388423653,0.251855888,0.286664372,0.3198449,0.305722088,0.25615671,0.183582103,0.25454989,0.405124584,0.104151461,0.29862798,0.301458739,0.24809175,0.236692454,0.321254265,0.323962178,0.230144708
253_DMSO,NA,NA,NA,NA,DMSO,NA,control,J10,Plate2_drugs,2,DMSO,control,NULL,NULL,1.003567182,1.054347826,1.052516411,1.153623188,0.304285243,0.171792824,0.220848299,0.178471969,0.21437575,0.325355934,0.235484397,0.242539683,0.327018532,0.225361812,0.216393831,0.280738426,0.205138139,0.28028922,0.282754635,0.243135031,0.163615236,0.359515208,0.199267657,0.405058408,0.3695385,0.16841518,0.098350441,0.164115455,0.339012101,0.180664335,0.245006342,0.233892295,0.39676266,0.288710663,0.265470732,0.330018764,0.282967092,0.219612749,0.364331539,0.227558043,0.204277836,0.360631071,0.49423349,0.499243389,0.21130572,0.435645469,0.296021204,0.437269389,0.127775631,0.221836919,0.197206025,0.310954482,0.409190673,0.323441108,0.323969722,0.381024168,0.363597301,0.204135913,0.174323587,0.355914351,0.289675641,0.138911285,0.131045659,0.159473381,0.369365442,0.238975947,0.293545669,0.248030705,0.305642988,0.373258042,0.335034613,0.119046603,0.335704544
