Treatment,Metadata_treatment_old,Metadata_treatment_new,Drug_name,Metadata_dil_factor,Metadata_concentration_uM,drug_conc,Cell_count_poc,cell_count_POC_C2,cell_count_POC_C1,cell_count_POC_B,V1,V2,V3
treated,Tolfenamic Acid,tolfenamic-acid,tolfenamic-acid,1,20,tolfenamic-acid_20_1,0.962717481,1.016405667,1.029862175,1.215873016,0.181544621,-1.45725272,1.577938321
treated,Tolfenamic Acid,tolfenamic-acid,tolfenamic-acid,0.25,5,tolfenamic-acid_5_0.25,1.03976802,1.026099925,0.99770291,0.933333333,-0.138537225,-1.682321267,0.455739401
treated,Selinexor (KPT-330),selinexor,selinexor,0.015625,0.3125,selinexor_0.3125_0.015625,1.010262726,1.023051592,1.097201767,0.905109489,1.850185162,-1.681800438,1.453795663
treated,Selinexor (KPT-330),selinexor,selinexor,0.03125,0.625,selinexor_0.625_0.03125,0.993842365,1.062019759,1.056701031,0.656934307,1.207936992,-1.796129763,0.169830575
treated,Selinexor (KPT-330),selinexor,selinexor,0.0625,1.25,selinexor_1.25_0.0625,1.031609195,1.099890231,1.12371134,0.758081335,1.31941307,-1.631312518,0.077999825
treated,Selinexor (KPT-330),selinexor,selinexor,0.5,10,selinexor_10_0.5,0.778735632,0.809001098,0.834315169,0.597497393,0.679482531,-0.176293278,-0.185615354
treated,Selinexor (KPT-330),selinexor,selinexor,0.125,2.5,selinexor_2.5_0.125,0.970853859,1.142151482,1.147275405,0.704900938,1.202100937,-1.262187159,0.270823575
treated,Selinexor (KPT-330),selinexor,selinexor,0.25,5,selinexor_5_0.25,0.899835796,1.075192097,1.065537555,0.675703858,0.976738187,-0.855972254,0.267892463
treated,Leupeptin,leupeptin,leupeptin,0.015625,0.3125,leupeptin_0.3125_0.015625,1.071665286,1.071588367,1.068147014,0.839153439,0.763666228,-1.878662877,1.446967551
treated,Leupeptin,leupeptin,leupeptin,0.03125,0.625,leupeptin_0.625_0.03125,1.089063795,1.111111111,1.101071975,0.806349206,0.944617945,-2.301937874,1.139337008
treated,Leupeptin,leupeptin,leupeptin,0.0625,1.25,leupeptin_1.25_0.0625,0.932891466,1.028337062,1.060490046,0.749206349,1.107340487,-1.375162966,1.260210636
treated,Leupeptin,leupeptin,leupeptin,0.125,2.5,leupeptin_2.5_0.125,1.092377796,1.19388516,1.163093415,0.771428571,0.997926325,-2.054199865,1.046475501
treated,Leupeptin,leupeptin,leupeptin,0.25,5,leupeptin_5_0.25,1.038525269,1.050708427,1.051301685,0.895238095,0.906488118,-2.028468172,1.140324037
treated,MG-101,MG-101,MG-101,0.015625,0.3125,MG-101_0.3125_0.015625,0.985915493,1.110365399,1.149310873,0.692063492,0.881521277,-1.820926313,0.702403352
treated,MG-101,MG-101,MG-101,0.03125,0.625,MG-101_0.625_0.03125,0.974730737,1.109619687,1.06661562,0.642328042,1.943970158,-1.505504929,1.28489951
treated,MG-101,MG-101,MG-101,0.0625,1.25,MG-101_1.25_0.0625,0.772576636,0.973154362,1.084992343,0.697354497,1.832173139,-1.950557584,0.648145675
treated,Cisplatin,cisplatin,cisplatin,0.015625,0.15625,cisplatin_0.15625_0.015625,1.066091954,1.035675082,1.008100147,1.187695516,0.931232274,-1.815540958,1.450688803
treated,Cisplatin,cisplatin,cisplatin,0.03125,0.3125,cisplatin_0.3125_0.03125,1.043924466,1.013721186,1.055228277,0.977059437,0.115967208,-1.835323283,0.994149428
treated,Cisplatin,cisplatin,cisplatin,0.0625,0.625,cisplatin_0.625_0.0625,1.124794745,1.080680571,1.117820324,0.85818561,0.386592841,-1.933869155,1.022791562
treated,Cisplatin,cisplatin,cisplatin,0.125,1.25,cisplatin_1.25_0.125,1.02955665,1.030735456,1.033136966,0.908237748,0.747148692,-1.874740265,1.33792002
treated,Cisplatin,cisplatin,cisplatin,1,10,cisplatin_10_1,0.948275862,0.958287596,1.013991163,0.95620438,0.598092414,-1.877508505,2.156393353
treated,Cisplatin,cisplatin,cisplatin,0.25,2.5,cisplatin_2.5_0.25,1.017241379,0.923161361,0.955817378,0.966631908,0.9672032,-1.934629491,1.721913137
treated,Cisplatin,cisplatin,cisplatin,0.5,5,cisplatin_5_0.5,1.022988506,0.98079034,0.991163476,1.045881126,-0.020602664,-1.083331207,1.361760442
treated,Bendamustine,bendamustine,bendamustine,0.015625,0.3125,bendamustine_0.3125_0.015625,0.944904722,1.026099925,1.015313936,0.462433862,1.185750353,-1.202552912,0.868562631
treated,Bendamustine,bendamustine,bendamustine,0.03125,0.625,bendamustine_0.625_0.03125,0.814415907,0.908277405,1.028330781,0.439153439,1.196878067,-1.120303975,0.923480827
treated,Mdivi-1,mdivi-1,mdivi-1,0.015625,0.3125,mdivi-1_0.3125_0.015625,1.023198012,1.019388516,1.022970904,0.787301587,1.088646365,-2.018439062,1.665613604
treated,Mdivi-1,mdivi-1,mdivi-1,0.03125,0.625,mdivi-1_0.625_0.03125,0.927091964,1.071588367,1.013016845,0.837037037,0.99261848,-1.700292449,1.693815488
treated,Mdivi-1,mdivi-1,mdivi-1,0.0625,1.25,mdivi-1_1.25_0.0625,1.042667771,1.076808352,1.084226646,0.803174603,0.844629169,-2.236513238,1.217650004
treated,Mdivi-1,mdivi-1,mdivi-1,0.125,2.5,mdivi-1_2.5_0.125,1.011599006,1.032065623,1.026033691,1.027513228,0.856382375,-2.185703604,1.989948972
treated,Mdivi-1,mdivi-1,mdivi-1,1,20,mdivi-1_20_1,1.04059652,1.078299776,1.089586524,0.920634921,0.434873348,-2.346230496,1.625787118
treated,Mdivi-1,mdivi-1,mdivi-1,0.25,5,mdivi-1_5_0.25,1.004971002,1.001491424,1.016845329,1.033862434,0.69460222,-2.443848728,1.742155956
treated,Dynasore,dynasore,dynasore,0.015625,0.3125,dynasore_0.3125_0.015625,0.98053024,1.045488441,1.01914242,0.778835979,1.884525378,-1.724873263,1.073941013
treated,Dynasore,dynasore,dynasore,0.03125,0.625,dynasore_0.625_0.03125,1.011184756,1.049962714,1.047473201,0.84973545,1.849402538,-2.026535168,0.935241488
treated,Dynasore,dynasore,dynasore,0.0625,1.25,dynasore_1.25_0.0625,0.925434963,0.986577181,1.06431853,0.741798942,1.364424818,-1.749000461,0.632572786
treated,Dynasore,dynasore,dynasore,0.5,10,dynasore_10_0.5,0.806959403,0.963460104,0.966309342,0.497354497,1.253282154,-1.692852196,0.055246012
treated,Dynasore,dynasore,dynasore,0.125,2.5,dynasore_2.5_0.125,1.016984258,1.076808352,1.118683002,1.032804233,1.325866615,-1.970083454,0.384082993
treated,Dynasore,dynasore,dynasore,0.25,5,dynasore_5_0.25,0.867439934,0.975391499,0.953292496,0.645502646,1.332127163,-1.786207224,-0.021713233
treated,NSC69792,NSC-697923,NSC-697923,0.015625,0.15625,NSC-697923_0.15625_0.015625,1.023399015,0.967069155,1.011782032,0.927007299,0.668127322,-2.271114856,0.948643675
treated,NSC69792,NSC-697923,NSC-697923,0.03125,0.3125,NSC-697923_0.3125_0.03125,0.973727422,1.002744237,1.103092784,0.934306569,1.19007776,-2.448721084,0.328899535
treated,NSC69792,NSC-697923,NSC-697923,0.0625,0.625,NSC-697923_0.625_0.0625,1.039819376,1.030186608,1.017673049,0.938477581,0.587037679,-2.439933212,1.279846144
treated,Erastin,erastin,erastin,0.015625,0.3125,erastin_0.3125_0.015625,1.041425021,1.139448173,1.111026034,0.603174603,1.077603598,-2.009114416,0.536705442
treated,Erastin,erastin,erastin,0.03125,0.625,erastin_0.625_0.03125,1.067108534,1.150633855,1.143950995,0.516402116,1.07643441,-1.963963634,0.491329298
treated,Erastin,erastin,erastin,0.0625,1.25,erastin_1.25_0.0625,1.034797017,0.991051454,1.058192956,0.64973545,1.260512762,-1.636600903,0.898520445
treated,Erastin,erastin,erastin,0.5,10,erastin_10_0.5,0.977630489,1.020134228,1.032924962,0.77037037,0.728913488,-1.798171579,1.817043374
treated,Erastin,erastin,erastin,0.125,2.5,erastin_2.5_0.125,1.023612262,0.984340045,1.001531394,0.611640212,1.276361973,-1.480815458,1.083562424
treated,Erastin,erastin,erastin,1,20,erastin_20_1,0.981772991,0.90305742,0.905053599,0.578835979,1.074471225,-1.064722534,1.303415892
treated,Erastin,erastin,erastin,0.25,5,erastin_5_0.25,1.085749793,1.090231171,1.108728943,0.749206349,1.285030805,-1.628379373,1.132671824
treated,Belinostat (PXD101),belinostat,belinostat,0.015625,0.3125,belinostat_0.3125_0.015625,1.070607553,1.090559824,1.040500736,0.81438999,0.316670813,-2.055426419,1.310462015
treated,Belinostat (PXD101),belinostat,belinostat,0.03125,0.625,belinostat_0.625_0.03125,1.030377668,1.032381998,1.044182622,0.805005214,0.357863233,-2.040564865,1.42440686
treated,Belinostat (PXD101),belinostat,belinostat,0.0625,1.25,belinostat_1.25_0.0625,1.101395731,1.093304061,1.015463918,1.049009385,0.071908798,-1.810102384,1.049550512
treated,Belinostat (PXD101),belinostat,belinostat,0.125,2.5,belinostat_2.5_0.125,1.070607553,0.956641054,0.990427099,1.136600626,0.089603929,-1.883858909,1.251212878
treated,Belinostat (PXD101),belinostat,belinostat,0.25,5,belinostat_5_0.25,1.043103448,1.084522503,1.090574374,1.189781022,0.070418975,-1.396239511,1.144568891
treated,Trichostatin A (TSA),trichostatin-a,trichostatin-a,0.015625,0.3125,trichostatin-a_0.3125_0.015625,0.887738194,1.019388516,1.037519142,0.582010582,2.085538179,-1.780617997,1.135399244
treated,"Vorinostat (SAHA, MK0683)",vorinostat,vorinostat,0.015625,0.3125,vorinostat_0.3125_0.015625,1.116995074,1.062568606,1.102356406,0.929092805,0.940596088,-1.919328753,2.154503058
treated,"Vorinostat (SAHA, MK0683)",vorinostat,vorinostat,0.03125,0.625,vorinostat_0.625_0.03125,1.098522167,1.031284303,1.016200295,1.038581856,0.857803959,-1.805639013,2.238402277
treated,"Vorinostat (SAHA, MK0683)",vorinostat,vorinostat,0.0625,1.25,vorinostat_1.25_0.0625,0.993431856,0.936882547,0.994845361,0.892596455,1.198236113,-1.802293481,1.865276618
treated,"Vorinostat (SAHA, MK0683)",vorinostat,vorinostat,0.5,10,vorinostat_10_0.5,0.898604269,0.775521405,0.793814433,0.812304484,1.860342804,-1.530606398,1.7191657
treated,"Vorinostat (SAHA, MK0683)",vorinostat,vorinostat,0.125,2.5,vorinostat_2.5_0.125,1.034482759,0.845225027,0.91089838,1.12721585,0.86108764,-1.929474997,2.333725004
treated,"Vorinostat (SAHA, MK0683)",vorinostat,vorinostat,0.25,5,vorinostat_5_0.25,1.016009852,0.96597146,1.013254786,0.925964546,1.396482992,-2.220108075,1.909422658
treated,Tanespimycin (17-AAG),tanespimycin,tanespimycin,0.015625,0.078125,tanespimycin_0.078125_0.015625,1.001231527,1.022502744,1.061119293,1.478623566,1.548851264,-1.869677772,1.870675523
treated,Tanespimycin (17-AAG),tanespimycin,tanespimycin,0.03125,0.15625,tanespimycin_0.15625_0.03125,0.975779967,1.020856202,1.032400589,0.802919708,1.123813057,-1.933283765,2.242224884
treated,Tanespimycin (17-AAG),tanespimycin,tanespimycin,0.0625,0.3125,tanespimycin_0.3125_0.0625,0.929392447,1.056531284,1.055964654,0.767466111,1.343708535,-2.010842902,2.058794705
treated,Tanespimycin (17-AAG),tanespimycin,tanespimycin,0.125,0.625,tanespimycin_0.625_0.125,0.900656814,0.982436883,0.955817378,0.699687174,1.738095852,-1.678298445,1.674505981
treated,Tanespimycin (17-AAG),tanespimycin,tanespimycin,0.25,1.25,tanespimycin_1.25_0.25,0.6863711,0.854006586,0.93814433,0.404588113,0.978821052,-0.582803335,-0.116417607
treated,CK-636,CK-636,CK-636,0.015625,0.3125,CK-636_0.3125_0.015625,1.06048053,1.082774049,1.156967841,0.792592593,1.151136133,-1.96914236,1.192465268
treated,CK-636,CK-636,CK-636,0.03125,0.625,CK-636_0.625_0.03125,0.970588235,1.041759881,1.062787136,0.764021164,0.917886507,-1.692109253,1.643699457
treated,CK-636,CK-636,CK-636,0.0625,1.25,CK-636_1.25_0.0625,1.013670257,1.105145414,1.094180704,0.736507937,1.835438356,-1.737538831,1.323671722
treated,CK-636,CK-636,CK-636,0.125,2.5,CK-636_2.5_0.125,1.008699254,1.075316928,1.038284839,0.755555556,1.727898982,-1.925277295,1.293872158
treated,CK-636,CK-636,CK-636,0.25,5,CK-636_5_0.25,0.976801988,0.917225951,0.908116386,0.783068783,1.346208255,-2.033833218,1.784605331
treated,Picropodophyllin (PPP),picropodophyllin,picropodophyllin,0.015625,0.15625,picropodophyllin_0.15625_0.015625,0.97044335,0.896816685,0.924153166,0.969760167,0.773815088,-1.327122246,1.811294788
treated,Picropodophyllin (PPP),picropodophyllin,picropodophyllin,0.03125,0.3125,picropodophyllin_0.3125_0.03125,0.879720854,0.923161361,0.953608247,0.802919708,0.933040733,-1.250669848,1.754595771
treated,Picropodophyllin (PPP),picropodophyllin,picropodophyllin,0.0625,0.625,picropodophyllin_0.625_0.0625,0.899425287,1.020307355,1.044918999,1.070907195,0.539047277,-1.869585456,2.067358228
treated,Picropodophyllin (PPP),picropodophyllin,picropodophyllin,0.125,1.25,picropodophyllin_1.25_0.125,0.977832512,0.979692645,1.030191458,0.950990615,0.840201481,-1.192109282,1.789150113
treated,Picropodophyllin (PPP),picropodophyllin,picropodophyllin,0.25,2.5,picropodophyllin_2.5_0.25,0.94047619,0.998353458,1.017673049,1.423357664,0.350710953,-0.595140893,1.987699842
treated,Picropodophyllin (PPP),picropodophyllin,picropodophyllin,0.5,5,picropodophyllin_5_0.5,0.928571429,0.925356751,0.92562592,1.244004171,0.263861766,-0.28596244,2.008704848
treated,Paclitaxel,paclitaxel,paclitaxel,0.015625,0.3125,paclitaxel_0.3125_0.015625,0.955675228,1.011185682,1.04287902,0.878306878,2.032278945,-1.96076768,1.13294351
treated,Paclitaxel,paclitaxel,paclitaxel,0.03125,0.625,paclitaxel_0.625_0.03125,1.054681027,1.004474273,1.08805513,0.695238095,2.057333254,-1.981852724,1.05106997
treated,Paclitaxel,paclitaxel,paclitaxel,0.0625,1.25,paclitaxel_1.25_0.0625,0.969759735,0.999254288,1.079632466,0.708994709,2.046533349,-1.981360629,0.986274551
treated,Paclitaxel,paclitaxel,paclitaxel,0.5,10,paclitaxel_10_0.5,1.003728252,1.123788218,1.138591118,0.843386243,1.489130487,-1.96740638,1.137943626
treated,Paclitaxel,paclitaxel,paclitaxel,0.125,2.5,paclitaxel_2.5_0.125,0.928334714,1.004474273,1.053598775,0.787301587,1.933847685,-1.955524976,0.708281113
treated,Paclitaxel,paclitaxel,paclitaxel,1,20,paclitaxel_20_1,1.004971002,1.003728561,0.992343032,1.135449735,1.788750999,-2.129658955,1.097492497
treated,Paclitaxel,paclitaxel,paclitaxel,0.25,5,paclitaxel_5_0.25,1.041839271,0.874720358,0.929555896,0.848677249,1.802792806,-2.042745134,1.174873892
treated,Nocodazole,nocodazole,nocodazole,0.015625,0.3125,nocodazole_0.3125_0.015625,1.056752278,1.17300522,1.124808576,0.837037037,1.170254765,-2.203178973,0.117960822
treated,Nocodazole,nocodazole,nocodazole,0.03125,0.625,nocodazole_0.625_0.03125,0.962303231,0.991797166,0.993108729,0.656084656,1.055565537,-1.588509695,0.669218995
treated,Nocodazole,nocodazole,nocodazole,0.0625,1.25,nocodazole_1.25_0.0625,1.034797017,1.080536913,1.008422665,0.774603175,1.167455283,-1.470030294,0.643905693
treated,Rapamycin,sirolimus,sirolimus,0.015625,0.3125,sirolimus_0.3125_0.015625,1.076636288,1.05891126,1.124808576,0.80952381,1.060960395,-1.466966268,1.730188674
treated,Rapamycin,sirolimus,sirolimus,0.0625,1.25,sirolimus_1.25_0.0625,0.966859983,1.049217002,1.065084227,0.677248677,0.729765589,-2.028073621,1.893726906
treated,Rapamycin,sirolimus,sirolimus,0.125,2.5,sirolimus_2.5_0.125,1.045153273,0.912751678,0.944104135,0.520634921,1.044621949,-1.516958094,1.002047975
treated,Rapamycin,sirolimus,sirolimus,0.25,5,sirolimus_5_0.25,0.946975973,0.90305742,0.940275651,0.452910053,1.412451689,-1.151563937,0.071701504
treated,"Ridaforolimus (Deforolimus, MK-8669)",deforolimus,deforolimus,0.015625,0.078125,deforolimus_0.078125_0.015625,0.963875205,0.901207464,0.878497791,0.782064651,1.619730907,-2.12636999,1.228138447
treated,Actinomycin D,dactinomycin,dactinomycin,0.015625,0.3125,dactinomycin_0.3125_0.015625,0.927750411,1.041712404,1.04712813,1.084462982,-0.122912501,-1.615362728,0.877772611
treated,Actinomycin D,dactinomycin,dactinomycin,0.03125,0.625,dactinomycin_0.625_0.03125,0.889573071,1.096048299,1.090574374,1.069864442,0.304650164,-1.917546175,1.050540895
treated,Actinomycin D,dactinomycin,dactinomycin,0.0625,1.25,dactinomycin_1.25_0.0625,0.806650246,1.028540066,1.003681885,1.005213764,-0.051983235,-1.720797507,0.522792576
treated,Aminacrine,9-aminoacridine,9-aminoacridine,0.015625,0.3125,9-aminoacridine_0.3125_0.015625,1.075533662,1.108671789,1.107511046,1.120959333,0.204446467,-1.854914527,0.693358196
treated,Aminacrine,9-aminoacridine,9-aminoacridine,0.03125,0.625,9-aminoacridine_0.625_0.03125,1.123152709,1.032381998,1.051546392,0.733055266,-0.117735859,-1.602839349,0.454106411
treated,Aminacrine,9-aminoacridine,9-aminoacridine,0.0625,1.25,9-aminoacridine_1.25_0.0625,1.003284072,1.092206367,1.121502209,0.599582899,-0.054901732,-1.573640841,0.521167197
treated,Aminacrine,9-aminoacridine,9-aminoacridine,0.125,2.5,9-aminoacridine_2.5_0.125,0.751231527,0.902854007,0.826215022,0.346193952,0.864083133,-0.469573831,-0.38751758
treated,Amygdalin,amygdalin,amygdalin,0.015625,0.3125,amygdalin_0.3125_0.015625,1.089063795,1.098434004,1.053598775,0.877248677,1.503893801,-1.996624945,0.156203516
treated,Amygdalin,amygdalin,amygdalin,0.03125,0.625,amygdalin_0.625_0.03125,1.064208782,1.224459359,1.148545176,0.847619048,1.352873583,-2.126059034,0.002316053
treated,Amygdalin,amygdalin,amygdalin,0.0625,1.25,amygdalin_1.25_0.0625,1.069594035,1.01715138,0.991577335,0.731216931,1.426177394,-2.089350783,-0.018942481
treated,Amygdalin,amygdalin,amygdalin,0.5,10,amygdalin_10_0.5,1.050538525,1.100671141,1.096477795,0.948148148,0.362599932,-1.878811321,0.696898642
treated,Amygdalin,amygdalin,amygdalin,0.125,2.5,amygdalin_2.5_0.125,1.02071251,1.10738255,1.009954058,0.983068783,1.339333687,-2.061606652,0.087222074
treated,Amygdalin,amygdalin,amygdalin,1,20,amygdalin_20_1,0.973902237,1.060402685,0.956355283,0.953439153,0.004344981,-1.319627186,0.536602945
treated,Amygdalin,amygdalin,amygdalin,0.25,5,amygdalin_5_0.25,0.921292461,0.958240119,0.95941807,0.805291005,1.347841564,-1.787127223,0.054970429
treated,Antimycin A,antimycin-a,antimycin-a,0.015625,0.15625,antimycin-a_0.15625_0.015625,1.043924466,0.994511526,1.014727541,1.037539103,1.767411394,-2.014130554,0.992112733
treated,Antimycin A,antimycin-a,antimycin-a,0.03125,0.3125,antimycin-a_0.3125_0.03125,1.015599343,1.054335895,1.053755523,0.944734098,1.261418674,-2.265829872,0.168206868
treated,Antimycin A,antimycin-a,antimycin-a,0.0625,0.625,antimycin-a_0.625_0.0625,0.799261084,0.959385291,0.943298969,0.85818561,1.185865406,-2.332941122,0.119407736
treated,Chlortetracycline,chlortetracycline,chlortetracycline,0.015625,0.3125,chlortetracycline_0.3125_0.015625,1.122618061,1.161819538,1.146248086,0.885714286,0.877504039,-1.939030153,1.232341676
treated,Chlortetracycline,chlortetracycline,chlortetracycline,0.03125,0.625,chlortetracycline_0.625_0.03125,1.072908036,1.164056674,1.115620214,0.771428571,1.043791843,-1.946084602,0.969906172
treated,Chlortetracycline,chlortetracycline,chlortetracycline,0.0625,1.25,chlortetracycline_1.25_0.0625,1.075393538,1.146159582,1.095712098,0.778835979,0.964524943,-2.072499598,0.729302696
treated,Chlortetracycline,chlortetracycline,chlortetracycline,0.5,10,chlortetracycline_10_0.5,0.933305717,1.070096943,1.071975498,0.62010582,1.76436678,-1.437175113,1.089138694
treated,Chlortetracycline,chlortetracycline,chlortetracycline,0.125,2.5,chlortetracycline_2.5_0.125,1.06048053,1.040268456,0.983154671,0.943915344,1.069040002,-1.917101867,0.962630039
treated,Chlortetracycline,chlortetracycline,chlortetracycline,0.25,5,chlortetracycline_5_0.25,1.016570008,1.001491424,0.989280245,1.011640212,1.114335597,-1.908688739,0.821678479
treated,Cytochalasin D,cytochalasin-d,cytochalasin-d,0.125,0.00625,cytochalasin-d_0.00625_0.125,1.002052545,0.791986828,0.821060383,1.23983316,-0.272826117,-0.961824825,1.129792473
treated,Digitoxin,digitoxin,digitoxin,0.015625,0.078125,digitoxin_0.078125_0.015625,1.071428571,0.941822173,0.905007364,1.244004171,-0.09002675,-1.44727331,1.121781427
treated,Digitoxin,digitoxin,digitoxin,0.03125,0.15625,digitoxin_0.15625_0.03125,1.018883415,1.029637761,1.042709867,1.228362878,0.527339566,-2.32122181,2.069720888
treated,Digitoxin,digitoxin,digitoxin,0.0625,0.3125,digitoxin_0.3125_0.0625,1.03817734,1.092206367,1.030191458,0.888425443,0.555991046,-1.390824365,0.308136486
treated,Digitoxin,digitoxin,digitoxin,0.125,0.625,digitoxin_0.625_0.125,1.10591133,1.070801317,1.050810015,1.040667362,-0.095060291,-1.802039091,0.650364683
treated,Digitoxin,digitoxin,digitoxin,0.25,1.25,digitoxin_1.25_0.25,1.130541872,1.079034029,1.021354934,1.009384776,-0.034717424,-1.96548094,0.998925858
treated,Digitoxin,digitoxin,digitoxin,0.5,2.5,digitoxin_2.5_0.5,1.094006568,1.178375412,1.109720177,1.093847758,-0.047514116,-1.849935196,0.667028245
treated,Digitoxin,digitoxin,digitoxin,1,5,digitoxin_5_1,1.108784893,1.164654226,1.122974963,1.022940563,0.003219698,-1.916659057,0.648467368
treated,DTT,DTT,DTT,0.25,5,DTT_5_0.25,0.72865353,0.764544457,0.806332842,0.772679875,0.642481441,-0.091211526,-0.182260486
treated,Eliglustat,eliglustat,eliglustat,0.015625,0.3125,eliglustat_0.3125_0.015625,0.927091964,1.023862789,1.075803982,1.24973545,1.762549806,-2.224827421,0.945954314
treated,Eliglustat,eliglustat,eliglustat,0.03125,0.625,eliglustat_0.625_0.03125,0.977216239,1.011185682,1.129402757,0.794708995,1.529779828,-2.066844284,-0.010150773
treated,Eliglustat,eliglustat,eliglustat,0.0625,1.25,eliglustat_1.25_0.0625,0.987986744,1.1901566,1.127871363,0.804232804,1.432747055,-2.123446524,0.64608977
treated,Eliglustat,eliglustat,eliglustat,0.5,10,eliglustat_10_0.5,1.014084507,1.10365399,1.073506891,0.944973545,1.481314629,-1.727211891,1.62847142
treated,Eliglustat,eliglustat,eliglustat,0.125,2.5,eliglustat_2.5_0.125,1.013256007,0.991051454,1.081929556,0.767195767,1.658520112,-1.987159034,1.32472297
treated,Eliglustat,eliglustat,eliglustat,1,20,eliglustat_20_1,0.972659486,0.958985831,1.022970904,1.118518519,0.899725279,-0.436859744,0.54847358
treated,Eliglustat,eliglustat,eliglustat,0.25,5,eliglustat_5_0.25,1.097348799,1.090231171,1.093415008,0.888888889,1.656167116,-1.761892159,1.67121371
treated,Emetine,emetine,emetine,0.015625,0.3125,emetine_0.3125_0.015625,1.079228243,1.154774973,1.114874816,1.03649635,0.027344056,-1.843088742,0.747515553
treated,Emetine,emetine,emetine,0.03125,0.625,emetine_0.625_0.03125,1.005747126,1.118002195,1.080265096,1.293013556,1.741054406,-2.069109371,0.910605099
treated,Emetine,emetine,emetine,0.0625,1.25,emetine_1.25_0.0625,1.005747126,1.047200878,1.000736377,1.13451512,0.338736694,-1.697472745,1.308146295
treated,Emetine,emetine,emetine,0.5,10,emetine_10_0.5,1.045566502,0.919319429,0.916053019,1.152241919,1.022026264,-0.704733122,0.603233398
treated,Emetine,emetine,emetine,0.125,2.5,emetine_2.5_0.125,0.993842365,1.134467618,1.057437408,1.04379562,0.524413919,-1.939409158,1.381926913
treated,Emetine,emetine,emetine,1,20,emetine_20_1,0.752873563,0.992316136,0.899116348,1.075078206,0.732082129,-0.194749381,-0.006068985
treated,Emetine,emetine,emetine,0.25,5,emetine_5_0.25,1.023809524,1.007135016,1.022091311,1.060479666,1.544704696,-1.742840885,1.078654731
treated,FCCP,FCCP,FCCP,0.015625,0.3125,FCCP_0.3125_0.015625,0.96064623,1.019388516,1.11179173,0.804232804,1.883291067,-1.820041423,1.288430422
treated,FCCP,FCCP,FCCP,0.03125,0.625,FCCP_0.625_0.03125,0.944904722,1.021625652,1.127105666,0.769312169,1.955834054,-1.925444176,1.111921724
treated,FCCP,FCCP,FCCP,0.0625,1.25,FCCP_1.25_0.0625,0.882767191,1.002982849,1.013016845,0.715343915,0.430237479,-1.307000116,2.070387516
treated,FCCP,FCCP,FCCP,0.125,2.5,FCCP_2.5_0.125,0.867025684,1.172259508,1.049004594,0.625396825,0.283607056,-1.052957429,0.300198242
treated,FCCP,FCCP,FCCP,0.25,5,FCCP_5_0.25,0.897265949,0.856077554,0.893568147,0.802116402,0.867061723,-1.52764559,0.823982196
treated,Haloperidol,haloperidol,haloperidol,0.015625,0.3125,haloperidol_0.3125_0.015625,1.01988401,1.025354213,1.030627871,1.185185185,-0.392655843,-1.451315792,0.725948043
treated,Haloperidol,haloperidol,haloperidol,0.03125,0.625,haloperidol_0.625_0.03125,0.984672742,1.066368382,1.049004594,1.13015873,-0.300457581,-1.27966043,0.864380372
treated,Haloperidol,haloperidol,haloperidol,0.0625,1.25,haloperidol_1.25_0.0625,0.892709196,1.014914243,1.033690658,1.112169312,0.407707087,-1.64932502,1.675705792
treated,Haloperidol,haloperidol,haloperidol,0.5,10,haloperidol_10_0.5,1.004142502,1.187173751,1.105666156,1.157671958,-0.456352549,-1.290650464,0.646102237
treated,Haloperidol,haloperidol,haloperidol,0.125,2.5,haloperidol_2.5_0.125,0.93910522,1.090976883,0.979326187,0.88042328,0.217943402,-1.458610098,1.477696196
treated,Haloperidol,haloperidol,haloperidol,1,20,haloperidol_20_1,0.955675228,1.104399702,1.04517611,1.323809524,-0.414882497,-1.270517494,0.678496391
treated,Haloperidol,haloperidol,haloperidol,0.25,5,haloperidol_5_0.25,0.97928749,1.117076808,1.053598775,1.291005291,-0.404858142,-1.350581302,0.668075469
treated,LTX-315,LTX-315,LTX-315,0.015625,0.3125,LTX-315_0.3125_0.015625,1.041839271,1.10738255,1.13093415,0.785185185,1.411944297,-1.563311539,0.256499749
treated,LTX-315,LTX-315,LTX-315,0.03125,0.625,LTX-315_0.625_0.03125,0.967274234,1.037285608,1.098774885,0.755555556,0.71481663,-1.904114949,1.794305949
treated,LTX-315,LTX-315,LTX-315,0.0625,1.25,LTX-315_1.25_0.0625,1.087406794,1.061894109,1.078101072,0.816931217,1.487950685,-1.598858927,0.54462495
treated,LTX-315,LTX-315,LTX-315,0.125,2.5,LTX-315_2.5_0.125,0.947804474,1.015659955,1.046707504,0.766137566,1.432897507,-1.577555066,0.506855789
treated,LTX-315,LTX-315,LTX-315,0.25,5,LTX-315_5_0.25,0.656586578,0.797912006,0.842266462,0.884656085,1.524846526,-1.671944193,0.262738932
treated,Tunicamycin,tunicamycin,tunicamycin,0.015625,0.078125,tunicamycin_0.078125_0.015625,0.97865353,0.919868277,0.934462445,0.498435871,1.335740681,-1.413562407,-0.18688281
treated,Desipramine,desipramine,desipramine,0.015625,0.3125,desipramine_0.3125_0.015625,0.822249589,0.987925357,0.972017673,0.620437956,1.524391289,-1.270771854,0.103472958
