Treatment,Metadata_treatment_old,Metadata_treatment_new,Drug_name,Metadata_dil_factor,Metadata_concentration_uM,drug_conc,Cell_count_poc,cell_count_POC_C2,cell_count_POC_C1,cell_count_POC_B,V1,V2,V3
treated,Pifithrin-mu,pifithrin-mu,pifithrin-mu,0.015625,0.15625,pifithrin-mu_0.15625_0.015625,1.0636289,1.155872667,1.138438881,1.01459854,0.826603866,-1.658778841,2.247988053
treated,Pifithrin-mu,pifithrin-mu,pifithrin-mu,0.03125,0.3125,pifithrin-mu_0.3125_0.03125,1.068144499,1.010428101,1.086156112,1.023983316,1.044189034,-1.205725078,1.629282314
treated,Pifithrin-mu,pifithrin-mu,pifithrin-mu,0.0625,0.625,pifithrin-mu_0.625_0.0625,1.106321839,0.987376509,1.064064801,0.981230448,1.135771009,-1.738378886,1.605197325
treated,Pifithrin-mu,pifithrin-mu,pifithrin-mu,0.125,1.25,pifithrin-mu_1.25_0.125,1.053776683,1.084522503,1.083210604,0.940563087,0.837449071,-2.189408141,1.763577255
treated,Pifithrin-mu,pifithrin-mu,pifithrin-mu,0.25,2.5,pifithrin-mu_2.5_0.25,0.982758621,1.009879254,1.072901325,1.078206465,0.453716155,-1.573228066,2.027482993
treated,Rolipram,rolipram,rolipram,0.015625,0.3125,rolipram_0.3125_0.015625,1.037696769,0.980611484,0.979326187,0.883597884,0.719455331,-2.393214186,1.346231531
treated,Rolipram,rolipram,rolipram,0.03125,0.625,rolipram_0.625_0.03125,1.071251036,1.121551081,1.136294028,0.894179894,0.680711337,-2.392291796,1.402865089
treated,Rolipram,rolipram,rolipram,0.0625,1.25,rolipram_1.25_0.0625,0.963545982,0.97912006,0.963246554,1.002116402,0.998708935,-2.244979722,1.728912792
treated,Rolipram,rolipram,rolipram,0.5,10,rolipram_10_0.5,1.003728252,0.963460104,1.016845329,0.725925926,0.481314278,-2.39590409,1.504882092
treated,Rolipram,rolipram,rolipram,0.125,2.5,rolipram_2.5_0.125,0.96023198,1.001491424,1.033690658,0.95978836,0.810397069,-2.352780104,2.105900508
treated,Rolipram,rolipram,rolipram,0.25,5,rolipram_5_0.25,0.915078708,1.044742729,1.013782542,1.126984127,0.656422033,-2.059488039,2.316286002
treated,CPI-613,CPI-613,CPI-613,0.015625,0.3125,CPI-613_0.3125_0.015625,1.009113505,1.045488441,1.356049005,0.906878307,0.431801407,-2.312664547,1.781728142
treated,CPI-613,CPI-613,CPI-613,0.03125,0.625,CPI-613_0.625_0.03125,0.992957746,1.071588367,1.404287902,1.097354497,-0.202373892,-1.650787121,0.500026193
treated,CPI-613,CPI-613,CPI-613,0.0625,1.25,CPI-613_1.25_0.0625,0.974730737,1.120805369,1.028330781,0.897354497,0.607392486,-2.304887328,1.455392844
treated,CPI-613,CPI-613,CPI-613,0.5,10,CPI-613_10_0.5,1.113918807,1.064876957,1.075803982,0.901587302,0.32617429,-2.057921414,0.863476841
treated,CPI-613,CPI-613,CPI-613,0.125,2.5,CPI-613_2.5_0.125,1.038525269,1.136465324,1.061255743,1.095238095,-0.225461935,-1.772275075,0.654692737
treated,CPI-613,CPI-613,CPI-613,1,20,CPI-613_20_1,1.054681027,1.115585384,1.142419602,0.848677249,0.412538061,-2.098002589,0.964088042
treated,CPI-613,CPI-613,CPI-613,0.25,5,CPI-613_5_0.25,1.144573322,1.187173751,1.148545176,0.850793651,0.549861195,-2.230035079,0.786328082
treated,Quinacrine,mepacrine,mepacrine,0.015625,0.3125,mepacrine_0.3125_0.015625,1.017812759,1.174496644,1.127871363,0.780952381,1.589155413,-2.096996762,-0.09564245
treated,Quinacrine,mepacrine,mepacrine,0.03125,0.625,mepacrine_0.625_0.03125,0.98094449,1.023117077,1.009188361,0.888888889,1.793412622,-2.046947209,0.56314585
treated,Quinacrine,mepacrine,mepacrine,0.0625,1.25,mepacrine_1.25_0.0625,0.97970174,1.054436987,1.031393568,0.853968254,1.680235283,-2.039965289,0.068457453
treated,Quinacrine,mepacrine,mepacrine,0.125,2.5,mepacrine_2.5_0.125,0.92087821,1.01715138,1.071975498,0.762962963,1.889180591,-2.021813656,0.350776007
treated,Quinacrine,mepacrine,mepacrine,0.25,5,mepacrine_5_0.25,0.925020713,1.030574198,1.084992343,0.777777778,1.582675945,-1.976513522,-0.028698261
treated,Puromycin,puromycin,puromycin,0.015625,0.078125,puromycin_0.078125_0.015625,1.059934319,1.055982437,1.098674521,1.009384776,0.69399218,-2.108880363,1.881803008
treated,Puromycin,puromycin,puromycin,0.03125,0.15625,puromycin_0.15625_0.03125,1.048850575,0.985729967,0.997054492,0.923879041,0.868207541,-1.909341605,2.193191874
treated,Puromycin,puromycin,puromycin,0.0625,0.3125,puromycin_0.3125_0.0625,1.027093596,1.045005488,1.110456554,1.072992701,0.800970666,-1.953764929,1.57766843
treated,Puromycin,puromycin,puromycin,0.125,0.625,puromycin_0.625_0.125,1.061165846,1.120197585,1.125184094,1.086548488,0.772348655,-2.015099391,2.120060646
treated,Sirtinol,sirtinol,sirtinol,0.015625,0.3125,sirtinol_0.3125_0.015625,0.857553366,0.922063666,0.885861561,0.606882169,1.424602959,-1.280375743,-0.033761227
treated,Daunorubicin HCl,daunorubicin,daunorubicin,0.015625,0.078125,daunorubicin_0.078125_0.015625,0.92004971,0.994034303,0.953292496,0.536507937,1.691429723,-1.454948994,0.733803205
treated,Daunorubicin HCl,daunorubicin,daunorubicin,0.03125,0.15625,daunorubicin_0.15625_0.03125,0.927920464,1.008202834,0.990045942,0.529100529,1.573497892,-1.370057811,0.469208527
treated,Daunorubicin HCl,daunorubicin,daunorubicin,0.0625,0.3125,daunorubicin_0.3125_0.0625,0.95981773,1.03803132,1.018376723,0.526984127,1.664336673,-1.514588572,0.601118128
treated,Irinotecan,irinotecan,irinotecan,0.015625,0.3125,irinotecan_0.3125_0.015625,0.950289975,1.019388516,0.965543645,0.758730159,1.375433511,-1.46027164,0.262073175
treated,Amsacrine,amsacrine,amsacrine,0.015625,0.3125,amsacrine_0.3125_0.015625,1.036945813,1.009330406,0.953608247,0.619395203,1.015881673,-1.02259767,0.598695577
control,NA,DMSO,DMSO,NULL,NULL,107_DMSO,0.963325183,0.870669746,0.903930131,1.133986928,-1.570804634,2.333841322,1.454103597
control,NA,DMSO,DMSO,NULL,NULL,189_DMSO,0.971391417,1.116883117,0.982721382,0.892307692,-1.759164147,1.875739029,2.538650352
control,NA,DMSO,DMSO,NULL,NULL,19_DMSO,1.108695652,0.89578714,0.922705314,1.026548673,-0.849664058,1.511581464,0.570045154
control,NA,DMSO,DMSO,NULL,NULL,190_DMSO,1.198959688,1.056277056,1.133909287,1.126153846,-1.085330144,2.220861675,2.283426161
control,NA,DMSO,DMSO,NULL,NULL,191_DMSO,1.128738622,1.054112554,1.002159827,0.910769231,-1.255159329,2.668304794,1.162741402
control,NA,DMSO,DMSO,NULL,NULL,192_DMSO,1.127438231,1.019480519,1.071274298,1.175384615,-1.326216134,2.514584352,2.419718752
control,NA,DMSO,DMSO,NULL,NULL,193_DMSO,1.157347204,1.071428571,1.066954644,0.947692308,-0.540465015,0.820991011,1.7691801
control,NA,DMSO,DMSO,NULL,NULL,194_DMSO,1.039011704,0.891774892,0.956803456,0.941538462,-1.157936459,2.600855846,1.872981111
control,NA,DMSO,DMSO,NULL,NULL,195_DMSO,0.940182055,0.991341991,0.958963283,1.104615385,-1.018173509,1.796882779,1.080125091
control,NA,DMSO,DMSO,NULL,NULL,196_DMSO,0.899869961,1.036796537,1.07775378,1.289230769,-1.929080055,1.836395648,1.528816698
control,NA,DMSO,DMSO,NULL,NULL,197_DMSO,1,0.88961039,0.876889849,0.889230769,-0.197983743,1.441188562,2.358951945
control,NA,DMSO,DMSO,NULL,NULL,108_DMSO,0.784841076,0.817551963,0.958515284,1.071895425,-0.923754984,1.567566503,0.540665525
control,NA,DMSO,DMSO,NULL,NULL,198_DMSO,1.054616385,0.987012987,1.028077754,1.073846154,-1.191428176,1.455944124,2.250283262
control,NA,DMSO,DMSO,NULL,NULL,199_DMSO,1.092327698,0.867965368,0.911447084,1.024615385,-1.008795293,1.965152327,2.386252427
control,NA,DMSO,DMSO,NULL,NULL,20_DMSO,1.003836317,0.953436807,0.925120773,1.005899705,-0.813686698,2.303325882,1.438947663
control,NA,DMSO,DMSO,NULL,NULL,200_DMSO,1.031209363,1.054112554,1.047516199,1.049230769,-1.881701157,1.737153608,1.897268769
control,NA,DMSO,DMSO,NULL,NULL,201_DMSO,1.061118336,1.03030303,1.05399568,1.141538462,-1.020708929,2.62786458,1.384491704
control,NA,DMSO,DMSO,NULL,NULL,202_DMSO,0.855656697,1.002164502,1.041036717,1.033846154,-1.03894567,2.081823927,2.635674249
control,NA,DMSO,DMSO,NULL,NULL,203_DMSO,0.947984395,1.119047619,1.084233261,1.196923077,-0.337404416,1.657601281,1.379759649
control,NA,DMSO,DMSO,NULL,NULL,204_DMSO,0.970091027,1.088744589,0.965442765,0.84,-0.972771594,1.153868319,1.580210056
control,NA,DMSO,DMSO,NULL,NULL,205_DMSO,1.048114434,0.854978355,0.950323974,1.190769231,-1.391446121,1.393867148,2.183195677
control,NA,DMSO,DMSO,NULL,NULL,109_DMSO,0.738386308,0.859122402,0.818777293,1.091503268,-1.024816476,1.599481608,0.387619862
control,NA,DMSO,DMSO,NULL,NULL,206_DMSO,0.970091027,1.012987013,1.05399568,0.929230769,-1.46554776,1.144916782,1.617082818
control,NA,DMSO,DMSO,NULL,NULL,207_DMSO,1.031209363,0.963203463,1.017278618,0.827692308,-1.795498811,2.005072225,2.559996033
control,NA,DMSO,DMSO,NULL,NULL,208_DMSO,1.046814044,0.982683983,1.095032397,0.987692308,-1.125649744,2.339787467,1.61716319
control,NA,DMSO,DMSO,NULL,NULL,209_DMSO,1.093628088,1.0995671,1.172786177,1.203076923,-0.775250215,1.75477276,1.801828304
control,NA,DMSO,DMSO,NULL,NULL,21_DMSO,1,0.915742794,0.966183575,1.203539823,-0.489090708,2.646777247,0.871342326
control,NA,DMSO,DMSO,NULL,NULL,210_DMSO,0.941482445,1.043290043,1.11663067,1,-0.823123325,2.235350414,2.079726028
control,NA,DMSO,DMSO,NULL,NULL,211_DMSO,0.99609883,0.896103896,0.939524838,0.858461538,-0.986319577,2.017500916,1.544164287
control,NA,DMSO,DMSO,NULL,NULL,212_DMSO,0.920676203,0.941558442,1.047516199,0.846153846,-0.409754178,1.311758544,0.530233062
control,NA,DMSO,DMSO,NULL,NULL,213_DMSO,1.201560468,0.885281385,1.032397408,1.086153846,-1.909620206,1.748470022,1.670017782
control,NA,DMSO,DMSO,NULL,NULL,214_DMSO,0.953185956,0.943722944,1.036717063,1,-1.412697694,1.382894721,1.354537787
control,NA,DMSO,DMSO,NULL,NULL,215_DMSO,0.77503251,0.83982684,0.935205184,1.178461538,-0.629825703,1.48631164,0.08821391
control,NA,DMSO,DMSO,NULL,NULL,216_DMSO,0.849154746,0.984848485,0.978401728,0.996923077,-1.791094222,1.812176876,1.21541741
control,NA,DMSO,DMSO,NULL,NULL,217_DMSO,0.88556567,1.205627706,1.220302376,1.113846154,-1.566265643,2.293188113,1.332789272
control,NA,DMSO,DMSO,NULL,NULL,218_DMSO,0.838751625,0.677489177,0.764578834,0.969230769,-1.123334761,2.232065847,0.515899763
control,NA,DMSO,DMSO,NULL,NULL,219_DMSO,0.945383615,0.794372294,0.768898488,0.876923077,-1.738443202,1.91449088,0.836684962
control,NA,DMSO,DMSO,NULL,NULL,22_DMSO,0.975703325,1.084257206,0.966183575,0.973451327,-0.216274688,2.248624867,1.092068424
control,NA,DMSO,DMSO,NULL,NULL,220_DMSO,1.11443433,0.800865801,0.857451404,1.009230769,-1.721756689,1.914305082,0.881110239
control,NA,DMSO,DMSO,NULL,NULL,221_DMSO,0.871581451,0.8,0.768052516,1.072463768,-0.448016285,0.964819106,0.231448606
control,NA,DMSO,DMSO,NULL,NULL,110_DMSO,0.812958435,0.972286374,0.903930131,0.807189542,-0.934199871,1.443520242,0.568349784
control,NA,DMSO,DMSO,NULL,NULL,224_DMSO,0.942925089,0.880434783,0.868708972,1.075362319,-1.574428115,1.498343617,0.584164992
control,NA,DMSO,DMSO,NULL,NULL,225_DMSO,0.860879905,1.065217391,0.916849015,0.968115942,-1.155739181,0.862067596,0.923825287
control,NA,DMSO,DMSO,NULL,NULL,226_DMSO,1.059453032,1.067391304,1.015317287,0.971014493,-0.877468201,1.783220333,2.230413786
control,NA,DMSO,DMSO,NULL,NULL,227_DMSO,1.007134364,1,1.013129103,1.011594203,-0.722280842,2.304570469,1.940647572
control,NA,DMSO,DMSO,NULL,NULL,228_DMSO,1.067776457,0.92826087,0.881838074,0.701449275,-1.551498985,1.859434226,0.806221044
control,NA,DMSO,DMSO,NULL,NULL,229_DMSO,0.939357907,1.010869565,0.98249453,1.098550725,-0.496736918,1.253665325,0.895431397
control,NA,DMSO,DMSO,NULL,NULL,23_DMSO,0.918158568,1.044345898,1.043478261,0.85840708,-1.371295629,2.67990338,1.478141053
control,NA,DMSO,DMSO,NULL,NULL,230_DMSO,1.034482759,1.041304348,0.978118162,1.107246377,-1.362138649,2.512873733,2.408657722
control,NA,DMSO,DMSO,NULL,NULL,231_DMSO,0.946492271,1.063043478,0.971553611,0.930434783,-1.639004649,2.05233054,1.905649651
control,NA,DMSO,DMSO,NULL,NULL,232_DMSO,1.172413793,0.586956522,1.048140044,0.849275362,-1.458816996,1.719360321,0.7121879
control,NA,DMSO,DMSO,NULL,NULL,233_DMSO,0.977407848,1.160869565,1.072210066,1.028985507,-0.480175055,1.270766973,2.305677484
control,NA,DMSO,DMSO,NULL,NULL,234_DMSO,0.991676576,0.867391304,0.964989059,1.179710145,-0.935972794,2.819833878,2.340797092
control,NA,DMSO,DMSO,NULL,NULL,235_DMSO,1,1.058695652,1.124726477,1.127536232,-1.689726034,1.428850533,1.597185371
control,NA,DMSO,DMSO,NULL,NULL,236_DMSO,1.096313912,0.934782609,0.868708972,0.942028986,-1.817783965,1.610906199,1.247775869
control,NA,DMSO,DMSO,NULL,NULL,237_DMSO,1.015457788,0.947826087,0.940919037,1.046376812,-1.842965038,1.749855826,1.912168949
control,NA,DMSO,DMSO,NULL,NULL,238_DMSO,0.954815696,1.080434783,1.002188184,0.92173913,-1.126739563,1.73959545,2.765647614
control,NA,DMSO,DMSO,NULL,NULL,239_DMSO,1.083234245,1.091304348,0.980306346,1.057971014,-0.326158627,1.571641535,2.125510406
control,NA,DMSO,DMSO,NULL,NULL,24_DMSO,0.910485934,1.086474501,1.101449275,1.221238938,-0.712183393,2.068106367,0.371702391
control,NA,DMSO,DMSO,NULL,NULL,240_DMSO,1.14744352,1.002173913,0.943107221,1.260869565,-1.475376556,2.598952261,2.084328373
control,NA,DMSO,DMSO,NULL,NULL,241_DMSO,0.947681332,1.115217391,1.083150985,0.855072464,-1.012314133,2.661651055,2.140396172
control,NA,DMSO,DMSO,NULL,NULL,242_DMSO,0.881093936,0.92826087,0.903719912,0.762318841,0.04621154,1.716668062,1.403085217
control,NA,DMSO,DMSO,NULL,NULL,243_DMSO,0.992865636,0.980434783,1.04595186,1.165217391,-1.320939661,1.680010384,2.573336263
control,NA,DMSO,DMSO,NULL,NULL,244_DMSO,0.965517241,0.986956522,1.006564551,0.92173913,-0.469690582,1.43514367,1.102561882
control,NA,DMSO,DMSO,NULL,NULL,245_DMSO,0.950059453,1.069565217,0.945295405,0.997101449,-1.254727139,1.822528829,2.343742842
control,NA,DMSO,DMSO,NULL,NULL,246_DMSO,0.989298454,0.941304348,0.958424508,1.026086957,-1.267842234,2.500751151,1.024294518
control,NA,DMSO,DMSO,NULL,NULL,247_DMSO,1.026159334,0.936956522,0.960612691,1.002898551,0.46915154,0.585152959,1.233370613
control,NA,DMSO,DMSO,NULL,NULL,248_DMSO,1.014268728,1.136956522,1.126914661,1.066666667,-1.308954217,2.75566279,1.697950136
control,NA,DMSO,DMSO,NULL,NULL,249_DMSO,1.015457788,0.952173913,1,0.901449275,-0.989622251,1.710587588,2.873837862
control,NA,DMSO,DMSO,NULL,NULL,25_DMSO,1.168797954,1.066518847,1.094202899,1.05899705,-0.647404132,2.41396178,0.5170472
control,NA,DMSO,DMSO,NULL,NULL,250_DMSO,1.060642093,0.882608696,0.98249453,0.997101449,-0.844733024,2.269165873,2.494870185
control,NA,DMSO,DMSO,NULL,NULL,113_DMSO,0.74352651,0.800865801,0.715261959,0.918367347,-1.122307716,1.285172663,0.119062274
control,NA,DMSO,DMSO,NULL,NULL,251_DMSO,1.09274673,1.032608696,1.078774617,1.237681159,-1.765925689,1.375499761,2.145124946
control,NA,DMSO,DMSO,NULL,NULL,252_DMSO,0.94530321,1.054347826,1.078774617,1.063768116,0.066894623,1.297241383,1.842068565
control,NA,DMSO,DMSO,NULL,NULL,253_DMSO,1.003567182,1.054347826,1.052516411,1.153623188,-0.215311558,1.384554956,2.430554823
control,NA,DMSO,DMSO,NULL,NULL,254_DMSO,1.160523187,0.945652174,0.989059081,0.927536232,-1.296465235,2.618809548,2.474249196
control,NA,DMSO,DMSO,NULL,NULL,255_DMSO,1.016646849,0.904347826,0.831509847,0.736231884,-0.496742401,2.20718271,1.668452372
control,NA,DMSO,DMSO,NULL,NULL,256_DMSO,0.976218787,1.065217391,1.013129103,1.136231884,-1.716412103,2.294413215,1.969391122
control,NA,DMSO,DMSO,NULL,NULL,257_DMSO,1.032104637,1.034782609,1.015317287,0.942028986,-0.567898273,2.36519745,1.911180246
control,NA,DMSO,DMSO,NULL,NULL,258_DMSO,1.120095125,1.030434783,1.04595186,1.12173913,-0.457996099,2.159429745,2.199106445
control,NA,DMSO,DMSO,NULL,NULL,259_DMSO,1.042806183,1.052173913,1.056892779,0.846376812,-1.646961046,2.011352858,1.930022267
control,NA,DMSO,DMSO,NULL,NULL,26_DMSO,0.945012788,1.088691796,1.084541063,1.103244838,-1.659448154,1.973102194,1.090238066
control,NA,DMSO,DMSO,NULL,NULL,114_DMSO,0.813810111,1.028138528,1.020501139,0.945578231,-1.127718403,1.335683689,0.623743501
control,NA,DMSO,DMSO,NULL,NULL,260_DMSO,0.959571938,1.004347826,1.089715536,1,-1.757744096,1.638828425,1.92619165
control,NA,DMSO,DMSO,NULL,NULL,261_DMSO,1.063020214,0.973913043,0.934354486,1.127536232,-0.998342818,1.45100516,1.680880772
control,NA,DMSO,DMSO,NULL,NULL,262_DMSO,0.922711058,1.030434783,1.056892779,0.756521739,-0.781119468,0.964406713,2.035149258
control,NA,DMSO,DMSO,NULL,NULL,263_DMSO,1.063020214,1.113043478,1.06345733,0.968115942,-0.868697462,2.469191991,2.484576707
control,NA,DMSO,DMSO,NULL,NULL,264_DMSO,0.934601665,1.006521739,1.087527352,0.797101449,-0.69911187,2.489859902,1.631929914
control,NA,DMSO,DMSO,NULL,NULL,265_DMSO,1.096313912,0.969565217,1.059080963,0.913043478,-1.111725161,2.359875837,2.425541136
control,NA,DMSO,DMSO,NULL,NULL,266_DMSO,1.008323424,1.052173913,1.115973742,1.089855072,-1.016075227,2.563074706,2.182690645
control,NA,DMSO,DMSO,NULL,NULL,267_DMSO,1.079667063,1.113043478,1.083150985,1.063768116,-0.104919884,2.01758242,1.854335626
control,NA,DMSO,DMSO,NULL,NULL,268_DMSO,1.003567182,1,0.975929978,1.023188406,-0.821659974,2.317132129,1.865060671
control,NA,DMSO,DMSO,NULL,NULL,269_DMSO,0.853745541,0.92173913,0.93654267,1.165217391,-0.80830417,1.752241817,1.101575195
control,NA,DMSO,DMSO,NULL,NULL,115_DMSO,0.94081381,0.95021645,0.895216401,0.840136054,0.497194479,0.450730163,1.144578367
control,NA,DMSO,DMSO,NULL,NULL,27_DMSO,1.051150895,0.558758315,1.048309179,0.958702065,-0.263281958,1.893356125,2.370350168
control,NA,DMSO,DMSO,NULL,NULL,270_DMSO,0.92508918,0.856521739,0.888402626,1.226086957,0.394159626,0.526179628,0.998515743
control,NA,DMSO,DMSO,NULL,NULL,271_DMSO,0.922711058,0.982608696,1.13785558,0.933333333,-0.818485661,0.597494831,2.058200555
control,NA,DMSO,DMSO,NULL,NULL,272_DMSO,1.015457788,0.886956522,1.076586433,1.188405797,-1.582458013,2.611570004,2.017883786
control,NA,DMSO,DMSO,NULL,NULL,273_DMSO,0.961950059,0.867391304,0.962800875,0.791304348,-1.574171852,1.950826227,0.712222844
control,NA,DMSO,DMSO,NULL,NULL,274_DMSO,0.900118906,0.945652174,1.043763676,0.907246377,-1.741190845,1.962019569,0.706091156
control,NA,DMSO,DMSO,NULL,NULL,275_DMSO,0.913198573,0.75,0.835886214,0.857971014,-1.763517398,1.969636463,0.870031446
control,NA,DMSO,DMSO,NULL,NULL,10_DMSO,1.099744246,1.099778271,1.101449275,1,-0.621950987,2.504678511,0.639648119
control,NA,DMSO,DMSO,NULL,NULL,116_DMSO,0.914919852,1.010822511,1.038724374,1.030612245,-1.058252073,1.807804864,1.034473039
control,NA,DMSO,DMSO,NULL,NULL,279_DMSO,0.947795824,0.976851852,0.954022989,1.061643836,-1.309987139,1.347548455,1.080479318
control,NA,DMSO,DMSO,NULL,NULL,28_DMSO,1.008951407,0.933481153,0.806763285,0.761061947,-0.040756094,2.17787314,0.821345078
control,NA,DMSO,DMSO,NULL,NULL,280_DMSO,1.105568445,1,1.050574713,0.979452055,-1.16639651,1.047304825,1.767640428
control,NA,DMSO,DMSO,NULL,NULL,281_DMSO,0.930394432,1.025462963,1,0.821917808,-1.180063306,1.13054068,1.787320531
control,NA,DMSO,DMSO,NULL,NULL,282_DMSO,1.048723898,1.215277778,1.204597701,1.246575342,-1.668193679,2.059624449,2.670027391
control,NA,DMSO,DMSO,NULL,NULL,283_DMSO,1.030162413,1.071759259,1.075862069,0.917808219,-1.697410513,1.587747239,1.051366491
control,NA,DMSO,DMSO,NULL,NULL,284_DMSO,0.995359629,1.006944444,0.983908046,0.948630137,-1.00226767,1.013507645,1.051793004
control,NA,DMSO,DMSO,NULL,NULL,285_DMSO,0.960556845,1.171296296,1.126436782,0.856164384,-0.391828935,1.744228054,2.257449524
control,NA,DMSO,DMSO,NULL,NULL,286_DMSO,0.983758701,1.099537037,1.043678161,0.890410959,-0.855635192,1.404491714,2.652849702
control,NA,DMSO,DMSO,NULL,NULL,287_DMSO,0.990719258,0.965277778,0.993103448,0.993150685,-1.077770877,1.031175692,1.484006063
control,NA,DMSO,DMSO,NULL,NULL,117_DMSO,0.995067818,1.010822511,1,0.792517007,-1.676323025,1.970559713,1.997506951
control,NA,DMSO,DMSO,NULL,NULL,288_DMSO,1,1.081018519,1.03908046,1.092465753,-0.612273053,1.183840028,2.109598528
control,NA,DMSO,DMSO,NULL,NULL,289_DMSO,0.929234339,1.011574074,0.995402299,0.839041096,-1.862380128,1.656465853,2.148876841
control,NA,DMSO,DMSO,NULL,NULL,29_DMSO,0.966751918,0.860310421,0.925120773,0.973451327,-0.854995855,2.450918198,0.921030866
control,NA,DMSO,DMSO,NULL,NULL,290_DMSO,0.959396752,0.986111111,0.933333333,1.273972603,-0.806066811,1.257972517,2.263139546
control,NA,DMSO,DMSO,NULL,NULL,291_DMSO,1.06612529,0.958333333,0.949425287,0.982876712,-1.826161741,1.491384293,1.217483216
control,NA,DMSO,DMSO,NULL,NULL,292_DMSO,1.002320186,1.180555556,1.151724138,1.140410959,-0.744343409,1.714728486,2.840609563
control,NA,DMSO,DMSO,NULL,NULL,293_DMSO,0.899071926,1.111111111,1.11954023,0.928082192,-1.372126546,1.965452499,2.172312222
control,NA,DMSO,DMSO,NULL,NULL,294_DMSO,1.016241299,1.150462963,1.172413793,1.246575342,-0.369168972,1.668459217,2.07438483
control,NA,DMSO,DMSO,NULL,NULL,295_DMSO,1.109048724,1.092592593,1.036781609,1.195205479,-1.315838217,1.515974899,1.376671233
control,NA,DMSO,DMSO,NULL,NULL,296_DMSO,1.020881671,1.136574074,1.11954023,1.003424658,-1.148825007,1.243344861,2.570126897
control,NA,DMSO,DMSO,NULL,NULL,118_DMSO,1.001233046,1.041125541,1.10022779,0.894557823,-1.359772539,1.590765829,1.821823157
control,NA,DMSO,DMSO,NULL,NULL,297_DMSO,0.982598608,1.078703704,1.089655172,0.931506849,-0.000931746,1.846380587,1.466517377
control,NA,DMSO,DMSO,NULL,NULL,298_DMSO,1.102088167,1.085648148,1.064367816,1.04109589,-0.662727475,2.053354461,2.868441521
control,NA,DMSO,DMSO,NULL,NULL,299_DMSO,1.001160093,1.018518519,1.043678161,1.078767123,-1.011253362,1.349386977,2.339413856
control,NA,DMSO,DMSO,NULL,NULL,30_DMSO,1.024296675,0.988913525,1,0.97640118,-0.490523606,2.744183609,1.061003046
control,NA,DMSO,DMSO,NULL,NULL,300_DMSO,0.951276102,1.060185185,1.009195402,0.941780822,-0.638986116,2.110300422,2.76777995
control,NA,DMSO,DMSO,NULL,NULL,301_DMSO,1.054524362,1.178240741,1.202298851,0.982876712,-1.245811235,2.576508822,1.046801973
control,NA,DMSO,DMSO,NULL,NULL,302_DMSO,1.090487239,0.918981481,0.931034483,1.29109589,-1.021252236,2.509025672,2.389780346
control,NA,DMSO,DMSO,NULL,NULL,303_DMSO,1.02900232,0.958333333,1.013793103,1.054794521,-1.01781494,2.068971276,2.575537078
control,NA,DMSO,DMSO,NULL,NULL,304_DMSO,0.851508121,0.981481481,0.942528736,0.815068493,0.193458845,1.100558094,1.408682512
control,NA,DMSO,DMSO,NULL,NULL,119_DMSO,0.956843403,1,1.006833713,0.93877551,-0.693161624,2.022262765,1.413726549
control,NA,DMSO,DMSO,NULL,NULL,305_DMSO,1.088167053,0.868055556,0.889655172,1.119863014,-0.933854228,2.235170297,2.478754843
control,NA,DMSO,DMSO,NULL,NULL,306_DMSO,1.064965197,1.175925926,1.131034483,1.205479452,-1.311376541,2.247722975,1.965971145
control,NA,DMSO,DMSO,NULL,NULL,307_DMSO,0.883990719,1,1.018390805,0.821917808,-0.791862611,1.276022627,2.558388067
control,NA,DMSO,DMSO,NULL,NULL,308_DMSO,1.073085847,0.967592593,0.96091954,1.092465753,-0.651760198,1.628243781,2.049419133
control,NA,DMSO,DMSO,NULL,NULL,309_DMSO,1.061484919,1.018518519,1.045977011,0.948630137,-0.559789616,2.284076638,2.627729399
control,NA,DMSO,DMSO,NULL,NULL,31_DMSO,1.136828645,1.106430155,1.125603865,0.828908555,-0.243167155,2.081899455,0.831459077
control,NA,DMSO,DMSO,NULL,NULL,310_DMSO,1.090487239,0.969907407,0.963218391,1,-0.903250328,2.274373998,2.508619773
control,NA,DMSO,DMSO,NULL,NULL,311_DMSO,0.882830626,0.953703704,0.956321839,1.373287671,-2.009013375,1.87945423,2.209005608
control,NA,DMSO,DMSO,NULL,NULL,312_DMSO,1.012761021,0.99537037,1.018390805,0.839041096,-0.197252274,2.026502946,1.834810917
control,NA,DMSO,DMSO,NULL,NULL,313_DMSO,1.07424594,1.048611111,1.068965517,1.082191781,-0.462669384,2.097147331,2.674196619
control,NA,DMSO,DMSO,NULL,NULL,12_DMSO,1.089514066,0.862527716,0.79468599,0.758112094,-0.197679539,1.721015379,0.409093288
control,NA,DMSO,DMSO,NULL,NULL,314_DMSO,0.932714617,0.983796296,0.983908046,0.924657534,-0.883682669,1.084143651,1.732940389
control,NA,DMSO,DMSO,NULL,NULL,315_DMSO,1.022041763,0.956018519,0.933333333,0.904109589,-1.330417694,1.366051358,2.474741009
control,NA,DMSO,DMSO,NULL,NULL,316_DMSO,0.923433875,0.986111111,0.96091954,1.078767123,-0.693964603,1.811361537,1.876715306
control,NA,DMSO,DMSO,NULL,NULL,317_DMSO,0.900232019,0.891203704,0.956321839,1.068493151,-0.956929235,0.890121422,1.72257934
