feature,plate,F_r,P_r,F_c,P_c,Channel,Channel_color,feature_type,P_r_log,P_c_log,marker,plate_rep,marker_sub,log_neg,plate_rep1,cell_struc
RingSpotAvgArea_MITO,2A3,5.923589389,0.0002214,2.496839131,0.022673947,MITO,panelA,non-int,-8.415541401,-3.786538726,MitoTrackerDR,plate2_rep3,MitoTrackerDR,8.415541401,p2.r3,Mitochondria
RingSpotCount_MITO,1A1,2.877474057,0.016497702,1.829252847,0.091192715,MITO,panelA,non-int,-4.104534188,-2.39478026,MitoTrackerDR,plate1_rep1,MitoTrackerDR,4.104534188,p1.r1,Mitochondria
RingSpotCount_MITO,1A2,2.461807803,0.034082459,0.962577799,0.535419218,MITO,panelA,non-int,-3.378972423,-0.624705254,MitoTrackerDR,plate1_rep2,MitoTrackerDR,3.378972423,p1.r2,Mitochondria
RingSpotCount_MITO,1A3,4.696798298,0.001036857,1.363212815,0.246074356,MITO,panelA,non-int,-6.871561308,-1.402121529,MitoTrackerDR,plate1_rep3,MitoTrackerDR,6.871561308,p1.r3,Mitochondria
RingSpotCount_MITO,2A1,1.990489445,0.080567908,0.64069425,0.840552835,MITO,panelA,non-int,-2.518654873,-0.173695467,MitoTrackerDR,plate2_rep1,MitoTrackerDR,2.518654873,p2.r1,Mitochondria
RingSpotCount_MITO,2A2,2.616922685,0.025893715,0.924121555,0.571453954,MITO,panelA,non-int,-3.653754995,-0.55957137,MitoTrackerDR,plate2_rep2,MitoTrackerDR,3.653754995,p2.r2,Mitochondria
RingSpotCount_MITO,2A3,7.710510704,3.28E-05,3.443460989,0.003810956,MITO,panelA,non-int,-10.32488404,-5.569875296,MitoTrackerDR,plate2_rep3,MitoTrackerDR,10.32488404,p2.r3,Mitochondria
TotalInten_MITO,1A1,3.288767757,0.008333191,3.098997902,0.007091766,MITO,panelA,int,-4.787508826,-4.948820856,MitoTrackerDR,plate1_rep1,MitoTrackerDR,4.787508826,p1.r1,Mitochondria
TotalInten_MITO,1A2,4.707373089,0.001022142,3.956813099,0.001597688,MITO,panelA,int,-6.885854617,-6.439197716,MitoTrackerDR,plate1_rep2,MitoTrackerDR,6.885854617,p1.r2,Mitochondria
TotalInten_MITO,1A3,15.22044668,1.31E-07,3.618089816,0.002814608,MITO,panelA,int,-15.84911091,-5.872932236,MitoTrackerDR,plate1_rep3,MitoTrackerDR,15.84911091,p1.r3,Mitochondria
TotalInten_MITO,2A1,5.289319468,0.000478462,3.986816225,0.001521542,MITO,panelA,int,-7.644933292,-6.4880309,MitoTrackerDR,plate2_rep1,MitoTrackerDR,7.644933292,p2.r1,Mitochondria
TotalInten_MITO,2A2,3.690215062,0.004425129,2.247276371,0.037739537,MITO,panelA,int,-5.420455856,-3.277047008,MitoTrackerDR,plate2_rep2,MitoTrackerDR,5.420455856,p2.r2,Mitochondria
TotalInten_MITO,2A3,2.245083952,0.050405571,1.315921322,0.271410071,MITO,panelA,int,-2.987653572,-1.304124424,MitoTrackerDR,plate2_rep3,MitoTrackerDR,2.987653572,p2.r3,Mitochondria
AvgInten_MITO,1A1,3.057388593,0.012183989,2.619324876,0.01775933,MITO,panelA,int,-4.407632587,-4.030844243,MitoTrackerDR,plate1_rep1,MitoTrackerDR,4.407632587,p1.r1,Mitochondria
AvgInten_MITO,1A2,3.907364484,0.003184648,3.652754813,0.002652708,MITO,panelA,int,-5.749413495,-5.932174334,MitoTrackerDR,plate1_rep2,MitoTrackerDR,5.749413495,p1.r2,Mitochondria
AvgInten_MITO,1A3,14.44164287,2.06E-07,3.134290527,0.00664492,MITO,panelA,int,-15.39762107,-5.013902607,MitoTrackerDR,plate1_rep3,MitoTrackerDR,15.39762107,p1.r3,Mitochondria
AvgInten_MITO,2A1,4.638500875,0.001122238,3.935643017,0.001653908,MITO,panelA,int,-6.792429949,-6.404614248,MitoTrackerDR,plate2_rep1,MitoTrackerDR,6.792429949,p2.r1,Mitochondria
AvgInten_MITO,2A2,2.994379691,0.013538058,1.721849889,0.114793108,MITO,panelA,int,-4.302250468,-2.164623833,MitoTrackerDR,plate2_rep2,MitoTrackerDR,4.302250468,p2.r2,Mitochondria
AvgInten_MITO,2A3,2.232649891,0.051562434,1.553248425,0.164709892,MITO,panelA,int,-2.964961903,-1.80356958,MitoTrackerDR,plate2_rep3,MitoTrackerDR,2.964961903,p2.r3,Mitochondria
CircTotalInten_NUC_Tex,1A1,8.550214679,1.49E-05,1.755080581,0.106897529,NUC_Tex,panelA,int,-11.11356433,-2.235884573,Hoechst,plate1_rep1,Hoechst,11.11356433,p1.r1,DNA (Hoechst)
CircTotalInten_NUC_Tex,1A2,1.542929164,0.185837844,1.398283364,0.228686662,NUC_Tex,panelA,int,-1.682880791,-1.475402498,Hoechst,plate1_rep2,Hoechst,1.682880791,p1.r2,DNA (Hoechst)
CircTotalInten_NUC_Tex,1A3,1.758751912,0.124169571,1.106539061,0.411929932,NUC_Tex,panelA,int,-2.08610714,-0.886902011,Hoechst,plate1_rep3,Hoechst,2.08610714,p1.r3,DNA (Hoechst)
CircTotalInten_NUC_Tex,2A1,1.274937518,0.303569881,0.722164956,0.767528197,NUC_Tex,panelA,int,-1.192143443,-0.264580062,Hoechst,plate2_rep1,Hoechst,1.192143443,p2.r1,DNA (Hoechst)
CircTotalInten_NUC_Tex,2A2,1.555841721,0.181425917,1.104224485,0.413750209,NUC_Tex,panelA,int,-1.706907878,-0.882492846,Hoechst,plate2_rep2,Hoechst,1.706907878,p2.r2,DNA (Hoechst)
CircTotalInten_NUC_Tex,2A3,1.23140418,0.328021117,0.67411778,0.811619535,NUC_Tex,panelA,int,-1.114677291,-0.208723601,Hoechst,plate2_rep3,Hoechst,1.114677291,p2.r3,DNA (Hoechst)
CircAvgInten_NUC_Tex,1A1,5.096322475,0.000611851,0.839239882,0.653755976,NUC_Tex,panelA,int,-7.399021487,-0.425021122,Hoechst,plate1_rep1,Hoechst,7.399021487,p1.r1,DNA (Hoechst)
CircAvgInten_NUC_Tex,1A2,1.891171047,0.0969378,2.135716645,0.047613684,NUC_Tex,panelA,int,-2.333685742,-3.044635072,Hoechst,plate1_rep2,Hoechst,2.333685742,p1.r2,DNA (Hoechst)
CircAvgInten_NUC_Tex,1A3,7.953893279,2.59E-05,1.889707517,0.080139652,NUC_Tex,panelA,int,-10.55976237,-2.52398452,Hoechst,plate1_rep3,Hoechst,10.55976237,p1.r3,DNA (Hoechst)
CircAvgInten_NUC_Tex,2A1,1.410964105,0.237188231,0.733878301,0.756437562,NUC_Tex,panelA,int,-1.43890123,-0.279135285,Hoechst,plate2_rep1,Hoechst,1.43890123,p2.r1,DNA (Hoechst)
CircAvgInten_NUC_Tex,2A2,1.735198463,0.129766231,0.991081328,0.50943292,NUC_Tex,panelA,int,-2.042020668,-0.674457094,Hoechst,plate2_rep2,Hoechst,2.042020668,p2.r2,DNA (Hoechst)
CircAvgInten_NUC_Tex,2A3,1.92324615,0.091308446,0.940146074,0.556314195,NUC_Tex,panelA,int,-2.393511985,-0.586422046,Hoechst,plate2_rep3,Hoechst,2.393511985,p2.r3,DNA (Hoechst)
CircSpotTotalInten_NUC_Tex,1A1,5.155352265,0.000567181,0.908739626,0.586134596,NUC_Tex,panelA,int,-7.474831519,-0.534205829,Hoechst,plate1_rep1,Hoechst,7.474831519,p1.r1,DNA (Hoechst)
CircSpotTotalInten_NUC_Tex,1A2,1.243563336,0.321028429,0.923861747,0.571700763,NUC_Tex,panelA,int,-1.136225595,-0.559139566,Hoechst,plate1_rep2,Hoechst,1.136225595,p1.r2,DNA (Hoechst)
CircSpotTotalInten_NUC_Tex,1A3,1.276758793,0.302582045,1.990046371,0.064732292,NUC_Tex,panelA,int,-1.195402814,-2.737495096,Hoechst,plate1_rep3,Hoechst,1.195402814,p1.r3,DNA (Hoechst)
CircSpotTotalInten_NUC_Tex,2A1,1.177779676,0.360394998,0.925369509,0.570269017,NUC_Tex,panelA,int,-1.020554632,-0.56164707,Hoechst,plate2_rep1,Hoechst,1.020554632,p2.r1,DNA (Hoechst)
CircSpotTotalInten_NUC_Tex,2A2,1.118322837,0.399247489,1.492851197,0.187308881,NUC_Tex,panelA,int,-0.918173781,-1.674996257,Hoechst,plate2_rep2,Hoechst,0.918173781,p2.r2,DNA (Hoechst)
CircSpotTotalInten_NUC_Tex,2A3,1.061637644,0.439173692,0.921739381,0.573718476,NUC_Tex,panelA,int,-0.822860289,-0.555616462,Hoechst,plate2_rep3,Hoechst,0.822860289,p2.r3,DNA (Hoechst)
CircSpotAvgInten_NUC_Tex,1A1,4.892513207,0.000798216,0.755919633,0.735300937,NUC_Tex,panelA,int,-7.133130889,-0.307475426,Hoechst,plate1_rep1,Hoechst,7.133130889,p1.r1,DNA (Hoechst)
CircSpotAvgInten_NUC_Tex,1A2,1.625111737,0.15943771,1.842899033,0.08856892,NUC_Tex,panelA,int,-1.836101969,-2.423974275,Hoechst,plate1_rep2,Hoechst,1.836101969,p1.r2,DNA (Hoechst)
CircSpotAvgInten_NUC_Tex,1A3,7.573244867,3.75E-05,1.97095959,0.067408312,NUC_Tex,panelA,int,-10.19001852,-2.696986944,Hoechst,plate1_rep3,Hoechst,10.19001852,p1.r3,DNA (Hoechst)
CircSpotAvgInten_NUC_Tex,2A1,1.529201215,0.19064156,0.817832225,0.674802185,NUC_Tex,panelA,int,-1.657360265,-0.39333569,Hoechst,plate2_rep1,Hoechst,1.657360265,p2.r1,DNA (Hoechst)
CircSpotAvgInten_NUC_Tex,2A2,1.608573912,0.16443847,1.018238193,0.485326891,NUC_Tex,panelA,int,-1.805218821,-0.722932614,Hoechst,plate2_rep2,Hoechst,1.805218821,p2.r2,DNA (Hoechst)
CircSpotAvgInten_NUC_Tex,2A3,1.68041715,0.143775772,0.839551526,0.653449832,NUC_Tex,panelA,int,-1.939500332,-0.425489517,Hoechst,plate2_rep3,Hoechst,1.939500332,p2.r3,DNA (Hoechst)
CircSpotTotalArea_NUC_Tex,1A1,2.809321646,0.018537429,2.215401738,0.040319692,NUC_Tex,panelA,non-int,-3.987963414,-3.21091529,Hoechst,plate1_rep1,Hoechst,3.987963414,p1.r1,DNA (Hoechst)
CircSpotTotalArea_NUC_Tex,1A2,2.065487848,0.070110219,1.801434296,0.096788886,NUC_Tex,panelA,non-int,-2.657686713,-2.335223106,Hoechst,plate1_rep2,Hoechst,2.657686713,p1.r2,DNA (Hoechst)
CircSpotTotalArea_NUC_Tex,1A3,5.301147679,0.00047139,2.561214415,0.01993199,NUC_Tex,panelA,non-int,-7.659823747,-3.915429324,Hoechst,plate1_rep3,Hoechst,7.659823747,p1.r3,DNA (Hoechst)
CircSpotTotalArea_NUC_Tex,2A1,6.090594264,0.000182368,3.723576327,0.002352494,NUC_Tex,panelA,non-int,-8.609483528,-6.052279235,Hoechst,plate2_rep1,Hoechst,8.609483528,p2.r1,DNA (Hoechst)
CircSpotTotalArea_NUC_Tex,2A2,3.331285641,0.007780736,1.389951623,0.232712631,NUC_Tex,panelA,non-int,-4.856104375,-1.45795093,Hoechst,plate2_rep2,Hoechst,4.856104375,p2.r2,DNA (Hoechst)
CircSpotTotalArea_NUC_Tex,2A3,5.114901774,0.00059739,1.874088032,0.082857217,NUC_Tex,panelA,non-int,-7.42293956,-2.490636429,Hoechst,plate2_rep3,Hoechst,7.42293956,p2.r3,DNA (Hoechst)
CircSpotAvgArea_NUC_Tex,1A1,2.701335353,0.02234156,0.881588519,0.612346136,NUC_Tex,panelA,non-int,-3.801306666,-0.490457575,Hoechst,plate1_rep1,Hoechst,3.801306666,p1.r1,DNA (Hoechst)
CircSpotAvgArea_NUC_Tex,1A2,3.13727887,0.0106728,3.006529968,0.008423657,NUC_Tex,panelA,non-int,-4.540056865,-4.776711179,Hoechst,plate1_rep2,Hoechst,4.540056865,p1.r2,DNA (Hoechst)
CircSpotAvgArea_NUC_Tex,1A3,1.74619089,0.12712351,0.966347493,0.531944716,NUC_Tex,panelA,non-int,-2.062596144,-0.631215713,Hoechst,plate1_rep3,Hoechst,2.062596144,p1.r3,DNA (Hoechst)
CircSpotAvgArea_NUC_Tex,2A1,0.921163601,0.549372126,0.661487533,0.822746419,NUC_Tex,panelA,non-int,-0.598979242,-0.195107244,Hoechst,plate2_rep1,Hoechst,0.598979242,p2.r1,DNA (Hoechst)
CircSpotAvgArea_NUC_Tex,2A2,1.24255845,0.321601508,1.207837166,0.337998622,NUC_Tex,panelA,non-int,-1.134442053,-1.084713459,Hoechst,plate2_rep2,Hoechst,1.134442053,p2.r2,DNA (Hoechst)
CircSpotAvgArea_NUC_Tex,2A3,1.759817175,0.123922243,1.018096998,0.485450477,NUC_Tex,panelA,non-int,-2.08810098,-0.722678001,Hoechst,plate2_rep3,Hoechst,2.08810098,p2.r3,DNA (Hoechst)
CircSpotCount_NUC_Tex,1A1,4.161857864,0.002190871,0.596751439,0.875742361,NUC_Tex,panelA,non-int,-6.123456083,-0.13268334,Hoechst,plate1_rep1,Hoechst,6.123456083,p1.r1,DNA (Hoechst)
CircSpotCount_NUC_Tex,1A2,3.42132835,0.006736984,3.723344315,0.002353415,NUC_Tex,panelA,non-int,-5.000142946,-6.051887791,Hoechst,plate1_rep2,Hoechst,5.000142946,p1.r2,DNA (Hoechst)
CircSpotCount_NUC_Tex,1A3,2.282321316,0.047100958,0.883483603,0.610505989,NUC_Tex,panelA,non-int,-3.05546194,-0.493467176,Hoechst,plate1_rep3,Hoechst,3.05546194,p1.r3,DNA (Hoechst)
CircSpotCount_NUC_Tex,2A1,1.800826739,0.11476791,0.979410023,0.519992582,NUC_Tex,panelA,non-int,-2.164843367,-0.653940733,Hoechst,plate2_rep1,Hoechst,2.164843367,p2.r1,DNA (Hoechst)
CircSpotCount_NUC_Tex,2A2,2.510894775,0.031228366,1.34800094,0.253982572,NUC_Tex,panelA,non-int,-3.466428442,-1.370489627,Hoechst,plate2_rep2,Hoechst,3.466428442,p2.r2,DNA (Hoechst)
CircSpotCount_NUC_Tex,2A3,2.945478368,0.014700227,1.341116773,0.257635973,NUC_Tex,panelA,non-int,-4.219892328,-1.356207648,Hoechst,plate2_rep3,Hoechst,4.219892328,p2.r3,DNA (Hoechst)
TotalInten_NUC_Tex,1A1,8.550214679,1.49E-05,1.755080581,0.106897529,NUC_Tex,panelA,int,-11.11356433,-2.235884573,Hoechst,plate1_rep1,Hoechst,11.11356433,p1.r1,DNA (Hoechst)
TotalInten_NUC_Tex,1A2,1.542929164,0.185837844,1.398283364,0.228686662,NUC_Tex,panelA,int,-1.682880791,-1.475402498,Hoechst,plate1_rep2,Hoechst,1.682880791,p1.r2,DNA (Hoechst)
TotalInten_NUC_Tex,1A3,1.758751912,0.124169571,1.106539061,0.411929932,NUC_Tex,panelA,int,-2.08610714,-0.886902011,Hoechst,plate1_rep3,Hoechst,2.08610714,p1.r3,DNA (Hoechst)
TotalInten_NUC_Tex,2A1,1.274937518,0.303569881,0.722164956,0.767528197,NUC_Tex,panelA,int,-1.192143443,-0.264580062,Hoechst,plate2_rep1,Hoechst,1.192143443,p2.r1,DNA (Hoechst)
TotalInten_NUC_Tex,2A2,1.555841721,0.181425917,1.104224485,0.413750209,NUC_Tex,panelA,int,-1.706907878,-0.882492846,Hoechst,plate2_rep2,Hoechst,1.706907878,p2.r2,DNA (Hoechst)
TotalInten_NUC_Tex,2A3,1.23140418,0.328021117,0.67411778,0.811619535,NUC_Tex,panelA,int,-1.114677291,-0.208723601,Hoechst,plate2_rep3,Hoechst,1.114677291,p2.r3,DNA (Hoechst)
AvgInten_NUC_Tex,1A1,5.096322475,0.000611851,0.839239882,0.653755976,NUC_Tex,panelA,int,-7.399021487,-0.425021122,Hoechst,plate1_rep1,Hoechst,7.399021487,p1.r1,DNA (Hoechst)
AvgInten_NUC_Tex,1A2,1.891171047,0.0969378,2.135716645,0.047613684,NUC_Tex,panelA,int,-2.333685742,-3.044635072,Hoechst,plate1_rep2,Hoechst,2.333685742,p1.r2,DNA (Hoechst)
AvgInten_NUC_Tex,1A3,7.953893279,2.59E-05,1.889707517,0.080139652,NUC_Tex,panelA,int,-10.55976237,-2.52398452,Hoechst,plate1_rep3,Hoechst,10.55976237,p1.r3,DNA (Hoechst)
AvgInten_NUC_Tex,2A1,1.410964105,0.237188231,0.733878301,0.756437562,NUC_Tex,panelA,int,-1.43890123,-0.279135285,Hoechst,plate2_rep1,Hoechst,1.43890123,p2.r1,DNA (Hoechst)
AvgInten_NUC_Tex,2A2,1.735198463,0.129766231,0.991081328,0.50943292,NUC_Tex,panelA,int,-2.042020668,-0.674457094,Hoechst,plate2_rep2,Hoechst,2.042020668,p2.r2,DNA (Hoechst)
AvgInten_NUC_Tex,2A3,1.92324615,0.091308446,0.940146074,0.556314195,NUC_Tex,panelA,int,-2.393511985,-0.586422046,Hoechst,plate2_rep3,Hoechst,2.393511985,p2.r3,DNA (Hoechst)
CELL_COUNT_B,1B1,2.269636512,0.048200374,0.978060526,0.521220932,CELL_COUNT_B,panelB,non-int,-3.032388492,-0.651581274,Cell_count_panelB,plate1_rep1,Cell_count,3.032388492,p1.r1,Cell count
CELL_COUNT_B,1B2,4.320228433,0.001746427,2.835675563,0.011648207,CELL_COUNT_B,panelB,non-int,-6.350183274,-4.452603038,Cell_count_panelB,plate1_rep2,Cell_count,6.350183274,p1.r2,Cell count
CELL_COUNT_B,1B3,1.389496369,0.246703236,1.323451862,0.267226298,CELL_COUNT_B,panelB,non-int,-1.399569136,-1.319659423,Cell_count_panelB,plate1_rep3,Cell_count,1.399569136,p1.r3,Cell count
CELL_COUNT_B,2B1,0.958377394,0.518755304,0.959078779,0.538654057,CELL_COUNT_B,panelB,non-int,-0.656322982,-0.618681738,Cell_count_panelB,plate2_rep1,Cell_count,0.656322982,p2.r1,Cell count
CELL_COUNT_B,2B2,0.509811723,0.892491985,0.957628112,0.53999793,CELL_COUNT_B,panelB,non-int,-0.113737746,-0.616189973,Cell_count_panelB,plate2_rep2,Cell_count,0.113737746,p2.r2,Cell count
CELL_COUNT_B,2B3,1.44934716,0.221018193,1.757607598,0.106319936,CELL_COUNT_B,panelB,non-int,-1.509510257,-2.241302464,Cell_count_panelB,plate2_rep3,Cell_count,1.509510257,p2.r3,Cell count
ObjectArea_NUC_B,1B1,0.772876442,0.678117943,0.333511129,0.992058404,NUC_B,panelB,non-int,-0.388434049,-0.007973299,Hoechst_panelB,plate1_rep1,Hoechst,0.388434049,p1.r1,DNA (Hoechst)
ObjectArea_NUC_B,1B2,1.378919279,0.251518981,1.320956069,0.268606532,NUC_B,panelB,non-int,-1.380236821,-1.314507676,Hoechst_panelB,plate1_rep2,Hoechst,1.380236821,p1.r2,DNA (Hoechst)
ObjectArea_NUC_B,1B3,2.32143962,0.043873311,1.312490103,0.273335471,NUC_B,panelB,non-int,-3.126449085,-1.297055406,Hoechst_panelB,plate1_rep3,Hoechst,3.126449085,p1.r3,DNA (Hoechst)
ObjectArea_NUC_B,2B1,1.943047425,0.08800118,0.996971317,0.504148418,NUC_B,panelB,non-int,-2.43040505,-0.684884574,Hoechst_panelB,plate2_rep1,Hoechst,2.43040505,p2.r1,DNA (Hoechst)
ObjectArea_NUC_B,2B2,3.283804286,0.008400394,1.896136356,0.079047796,NUC_B,panelB,non-int,-4.779476706,-2.537702599,Hoechst_panelB,plate2_rep2,Hoechst,4.779476706,p2.r2,DNA (Hoechst)
ObjectArea_NUC_B,2B3,0.835014541,0.62324671,0.64337712,0.838293524,NUC_B,panelB,non-int,-0.472812835,-0.176386972,Hoechst_panelB,plate2_rep3,Hoechst,0.472812835,p2.r3,DNA (Hoechst)
ObjectShapeP2A_NUC_B,1B1,0.488120988,0.906384436,0.494800218,0.941258692,NUC_B,panelB,non-int,-0.09829174,-0.060537266,Hoechst_panelB,plate1_rep1,Hoechst,0.09829174,p1.r1,DNA (Hoechst)
ObjectShapeP2A_NUC_B,1B2,3.206771707,0.009521873,4.020613623,0.001440466,NUC_B,panelB,non-int,-4.654163744,-6.542788417,Hoechst_panelB,plate1_rep2,Hoechst,4.654163744,p1.r2,DNA (Hoechst)
ObjectShapeP2A_NUC_B,1B3,0.71706978,0.727483039,1.401344401,0.227223686,NUC_B,panelB,non-int,-0.318164595,-1.481820344,Hoechst_panelB,plate1_rep3,Hoechst,0.318164595,p1.r3,DNA (Hoechst)
ObjectShapeP2A_NUC_B,2B1,1.369041253,0.256093785,0.975882066,0.523206995,NUC_B,panelB,non-int,-1.362211553,-0.64777811,Hoechst_panelB,plate2_rep1,Hoechst,1.362211553,p2.r1,DNA (Hoechst)
ObjectShapeP2A_NUC_B,2B2,1.984987544,0.081395807,1.729322442,0.11296809,NUC_B,panelB,non-int,-2.508431523,-2.180649886,Hoechst_panelB,plate2_rep2,Hoechst,2.508431523,p2.r2,DNA (Hoechst)
ObjectShapeP2A_NUC_B,2B3,1.40100926,0.241557624,1.0645412,0.445843996,NUC_B,panelB,non-int,-1.420647224,-0.807786173,Hoechst_panelB,plate2_rep3,Hoechst,1.420647224,p2.r3,DNA (Hoechst)
ObjectShapeLWR_NUC_B,1B1,0.801776285,0.652514202,1.304760906,0.277716724,NUC_B,panelB,non-int,-0.426922375,-1.281153663,Hoechst_panelB,plate1_rep1,Hoechst,0.426922375,p1.r1,DNA (Hoechst)
ObjectShapeLWR_NUC_B,1B2,4.369740612,0.001628426,4.297609436,0.000928651,NUC_B,panelB,non-int,-6.420141646,-6.981777697,Hoechst_panelB,plate1_rep2,Hoechst,6.420141646,p1.r2,DNA (Hoechst)
ObjectShapeLWR_NUC_B,1B3,0.697954376,0.744222611,0.892822174,0.601459925,NUC_B,panelB,non-int,-0.295415081,-0.508395371,Hoechst_panelB,plate1_rep3,Hoechst,0.295415081,p1.r3,DNA (Hoechst)
ObjectShapeLWR_NUC_B,2B1,0.946638773,0.528313153,0.9066252,0.588162973,NUC_B,panelB,non-int,-0.638066078,-0.530751205,Hoechst_panelB,plate2_rep1,Hoechst,0.638066078,p2.r1,DNA (Hoechst)
ObjectShapeLWR_NUC_B,2B2,1.318509151,0.280694615,1.470969489,0.196204635,NUC_B,panelB,non-int,-1.270487981,-1.628597108,Hoechst_panelB,plate2_rep2,Hoechst,1.270487981,p2.r2,DNA (Hoechst)
ObjectShapeLWR_NUC_B,2B3,0.680054689,0.759753236,0.917892648,0.577382399,NUC_B,panelB,non-int,-0.274761588,-0.549250495,Hoechst_panelB,plate2_rep3,Hoechst,0.274761588,p2.r3,DNA (Hoechst)
ObjectTotalInten_NUC_B,1B1,0.801632519,0.652641323,0.567800967,0.89682336,NUC_B,panelB,int,-0.426727576,-0.10889636,Hoechst_panelB,plate1_rep1,Hoechst,0.426727576,p1.r1,DNA (Hoechst)
ObjectTotalInten_NUC_B,1B2,1.57248816,0.175887273,1.311282749,0.274015823,NUC_B,panelB,int,-1.737911983,-1.294569425,Hoechst_panelB,plate1_rep2,Hoechst,1.737911983,p1.r2,DNA (Hoechst)
ObjectTotalInten_NUC_B,1B3,1.028941132,0.463450569,0.861277731,0.632147962,NUC_B,panelB,int,-0.769055547,-0.458631796,Hoechst_panelB,plate1_rep3,Hoechst,0.769055547,p1.r3,DNA (Hoechst)
ObjectTotalInten_NUC_B,2B1,0.759678144,0.689824085,0.663470521,0.82101424,NUC_B,panelB,int,-0.371318664,-0.197214825,Hoechst_panelB,plate2_rep1,Hoechst,0.371318664,p2.r1,DNA (Hoechst)
ObjectTotalInten_NUC_B,2B2,1.296491878,0.292057186,0.854617298,0.638668007,NUC_B,panelB,int,-1.230805655,-0.44837051,Hoechst_panelB,plate2_rep2,Hoechst,1.230805655,p2.r2,DNA (Hoechst)
ObjectTotalInten_NUC_B,2B3,0.983507475,0.498624211,0.50085232,0.938083797,NUC_B,panelB,int,-0.69590255,-0.063915998,Hoechst_panelB,plate2_rep3,Hoechst,0.69590255,p2.r3,DNA (Hoechst)
ObjectAvgInten_NUC_B,1B1,0.947773727,0.527384907,0.231035283,0.99922923,NUC_B,panelB,int,-0.639824624,-0.000771068,Hoechst_panelB,plate1_rep1,Hoechst,0.639824624,p1.r1,DNA (Hoechst)
ObjectAvgInten_NUC_B,1B2,1.718737424,0.133826666,1.904786179,0.077602745,NUC_B,panelB,int,-2.011209856,-2.556152484,Hoechst_panelB,plate1_rep2,Hoechst,2.011209856,p1.r2,DNA (Hoechst)
ObjectAvgInten_NUC_B,1B3,1.083752952,0.42326582,1.241348889,0.31601773,NUC_B,panelB,int,-0.859754882,-1.15195696,Hoechst_panelB,plate1_rep3,Hoechst,0.859754882,p1.r3,DNA (Hoechst)
ObjectAvgInten_NUC_B,2B1,1.142592364,0.383011679,0.402666293,0.977854504,NUC_B,panelB,int,-0.959689796,-0.022394389,Hoechst_panelB,plate2_rep1,Hoechst,0.959689796,p2.r1,DNA (Hoechst)
ObjectAvgInten_NUC_B,2B2,1.975078379,0.082909035,1.55582456,0.163806846,NUC_B,panelB,int,-2.490011237,-1.809067314,Hoechst_panelB,plate2_rep2,Hoechst,2.490011237,p2.r2,DNA (Hoechst)
ObjectAvgInten_NUC_B,2B3,1.575411167,0.174931772,0.677785432,0.80834799,NUC_B,panelB,int,-1.743359255,-0.212762632,Hoechst_panelB,plate2_rep3,Hoechst,1.743359255,p2.r3,DNA (Hoechst)
ObjectVarInten_NUC_B,1B1,0.815480079,0.640415113,0.277364552,0.997406064,NUC_B,panelB,int,-0.445638699,-0.002597306,Hoechst_panelB,plate1_rep1,Hoechst,0.445638699,p1.r1,DNA (Hoechst)
ObjectVarInten_NUC_B,1B2,1.190818071,0.352291772,1.587465542,0.153099947,NUC_B,panelB,int,-1.043295548,-1.876664326,Hoechst_panelB,plate1_rep2,Hoechst,1.043295548,p1.r2,DNA (Hoechst)
ObjectVarInten_NUC_B,1B3,1.122796769,0.396215532,1.05836803,0.450984212,NUC_B,panelB,int,-0.925796942,-0.796322948,Hoechst_panelB,plate1_rep3,Hoechst,0.925796942,p1.r3,DNA (Hoechst)
ObjectVarInten_NUC_B,2B1,1.578649722,0.173879001,0.40764228,0.976426305,NUC_B,panelB,int,-1.749395616,-0.023856,Hoechst_panelB,plate2_rep1,Hoechst,1.749395616,p2.r1,DNA (Hoechst)
ObjectVarInten_NUC_B,2B2,1.931955406,0.0898384,1.456853884,0.202153572,NUC_B,panelB,int,-2.40974278,-1.598727611,Hoechst_panelB,plate2_rep2,Hoechst,2.40974278,p2.r2,DNA (Hoechst)
ObjectVarInten_NUC_B,2B3,1.770708005,0.121421851,1.051187428,0.45701211,NUC_B,panelB,int,-2.108484423,-0.783045389,Hoechst_panelB,plate2_rep3,Hoechst,2.108484423,p2.r3,DNA (Hoechst)
ObjectSize_NUC_B,1B1,0.771360774,0.679462317,0.328486006,0.992726991,NUC_B,panelB,non-int,-0.386453504,-0.007299586,Hoechst_panelB,plate1_rep1,Hoechst,0.386453504,p1.r1,DNA (Hoechst)
ObjectSize_NUC_B,1B2,1.405283635,0.239672492,1.324646448,0.266567888,NUC_B,panelB,non-int,-1.428481903,-1.322126327,Hoechst_panelB,plate1_rep2,Hoechst,1.428481903,p1.r2,DNA (Hoechst)
ObjectSize_NUC_B,1B3,2.309762177,0.044811736,1.327265324,0.265129498,NUC_B,panelB,non-int,-3.105285219,-1.3275369,Hoechst_panelB,plate1_rep3,Hoechst,3.105285219,p1.r3,DNA (Hoechst)
ObjectSize_NUC_B,2B1,1.919288963,0.091984494,0.992981738,0.507724558,NUC_B,panelB,non-int,-2.38613526,-0.677816188,Hoechst_panelB,plate2_rep1,Hoechst,2.38613526,p2.r1,DNA (Hoechst)
ObjectSize_NUC_B,2B2,3.266514693,0.00863909,1.918727495,0.075330483,NUC_B,panelB,non-int,-4.751458022,-2.585870402,Hoechst_panelB,plate2_rep2,Hoechst,4.751458022,p2.r2,DNA (Hoechst)
