feature,plate,F_r,P_r,F_c,P_c,Channel,Channel_color,feature_type,P_r_log,P_c_log,marker,plate_rep,marker_sub,log_neg,plate_rep1,cell_struc
CircSpotAvgArea_ER,1_C1_2,2.877343989,0.016501358,1.160585097,0.371082394,ER,panelC1,non-int,-4.104312628,-0.991331154,ER-TrackerBlueWhiteDPX,plate1_rep2,ER-TrackerBlueWhiteDPX,4.104312628,p1.r2,ER
CircSpotAvgArea_ER,1_C1_3,1.341829678,0.269089206,0.877111904,0.616698475,ER,panelC1,non-int,-1.312712334,-0.483375071,ER-TrackerBlueWhiteDPX,plate1_rep3,ER-TrackerBlueWhiteDPX,1.312712334,p1.r3,ER
CircSpotAvgArea_ER,2_C1_1,3.134215218,0.010726873,1.440850061,0.209103265,ER,panelC1,non-int,-4.535003193,-1.564927059,ER-TrackerBlueWhiteDPX,plate2_rep1,ER-TrackerBlueWhiteDPX,4.535003193,p2.r1,ER
CircSpotAvgArea_ER,2_C1_2,0.654100283,0.781942163,0.62823762,0.850884799,ER,panelC1,non-int,-0.245974501,-0.161478531,ER-TrackerBlueWhiteDPX,plate2_rep2,ER-TrackerBlueWhiteDPX,0.245974501,p2.r2,ER
CircSpotAvgArea_ER,2_C1_3,2.217611789,0.052998823,1.585658244,0.153692721,ER,panelC1,non-int,-2.937485565,-1.872799985,ER-TrackerBlueWhiteDPX,plate2_rep3,ER-TrackerBlueWhiteDPX,2.937485565,p2.r3,ER
CircSpotCount_ER,1_C1_1,34.12543594,8.90E-11,5.0469666,0.000307073,ER,panelC1,non-int,-23.14263914,-8.088423941,ER-TrackerBlueWhiteDPX,plate1_rep1,ER-TrackerBlueWhiteDPX,23.14263914,p1.r1,ER
CircSpotCount_ER,1_C1_2,11.19868189,1.73E-06,1.926811661,0.074044277,ER,panelC1,non-int,-13.26474587,-2.603092021,ER-TrackerBlueWhiteDPX,plate1_rep2,ER-TrackerBlueWhiteDPX,13.26474587,p1.r2,ER
CircSpotCount_ER,1_C1_3,7.266951505,5.11E-05,2.158262724,0.045419383,ER,panelC1,non-int,-9.882587038,-3.091816328,ER-TrackerBlueWhiteDPX,plate1_rep3,ER-TrackerBlueWhiteDPX,9.882587038,p1.r3,ER
CircSpotCount_ER,2_C1_1,15.53716684,1.10E-07,1.604668629,0.147568204,ER,panelC1,non-int,-16.02708751,-1.913464812,ER-TrackerBlueWhiteDPX,plate2_rep1,ER-TrackerBlueWhiteDPX,16.02708751,p2.r1,ER
CircSpotCount_ER,2_C1_2,19.2370246,1.68E-08,2.647410122,0.016801209,ER,panelC1,non-int,-17.9018958,-4.086304433,ER-TrackerBlueWhiteDPX,plate2_rep2,ER-TrackerBlueWhiteDPX,17.9018958,p2.r2,ER
CircSpotCount_ER,2_C1_3,2.670950093,0.023556388,1.374927339,0.24013681,ER,panelC1,non-int,-3.748358233,-1.426546476,ER-TrackerBlueWhiteDPX,plate2_rep3,ER-TrackerBlueWhiteDPX,3.748358233,p2.r3,ER
TotalInten_ER,1_C1_1,20.74007404,8.58E-09,2.606993939,0.018198284,ER,panelC1,int,-18.57375305,-4.006427999,ER-TrackerBlueWhiteDPX,plate1_rep1,ER-TrackerBlueWhiteDPX,18.57375305,p1.r1,ER
TotalInten_ER,1_C1_2,11.06347075,1.92E-06,1.826309747,0.091768886,ER,panelC1,int,-13.16526806,-2.388481974,ER-TrackerBlueWhiteDPX,plate1_rep2,ER-TrackerBlueWhiteDPX,13.16526806,p1.r2,ER
TotalInten_ER,1_C1_3,4.198602746,0.002077756,0.706801043,0.781894034,ER,panelC1,int,-6.176466592,-0.246036054,ER-TrackerBlueWhiteDPX,plate1_rep3,ER-TrackerBlueWhiteDPX,6.176466592,p1.r3,ER
TotalInten_ER,2_C1_1,8.830906729,1.16E-05,0.996148212,0.504885079,ER,panelC1,int,-11.36425047,-0.683424441,ER-TrackerBlueWhiteDPX,plate2_rep1,ER-TrackerBlueWhiteDPX,11.36425047,p2.r1,ER
TotalInten_ER,2_C1_2,10.28416306,3.47E-06,1.073628124,0.438348993,ER,panelC1,int,-12.57210606,-0.824739899,ER-TrackerBlueWhiteDPX,plate2_rep2,ER-TrackerBlueWhiteDPX,12.57210606,p2.r2,ER
TotalInten_ER,2_C1_3,2.175665467,0.057230849,1.072382342,0.439371465,ER,panelC1,int,-2.860662214,-0.822410061,ER-TrackerBlueWhiteDPX,plate2_rep3,ER-TrackerBlueWhiteDPX,2.860662214,p2.r3,ER
AvgInten_ER,1_C1_1,0.489657204,0.90542981,0.646410029,0.835725401,ER,panelC1,int,-0.09934552,-0.179455187,ER-TrackerBlueWhiteDPX,plate1_rep1,ER-TrackerBlueWhiteDPX,0.09934552,p1.r1,ER
AvgInten_ER,1_C1_2,4.901733247,0.000788561,1.13346578,0.391179899,ER,panelC1,int,-7.145300598,-0.938587725,ER-TrackerBlueWhiteDPX,plate1_rep2,ER-TrackerBlueWhiteDPX,7.145300598,p1.r2,ER
AvgInten_ER,1_C1_3,2.23153671,0.051667351,0.89383812,0.600478106,ER,panelC1,int,-2.962929204,-0.510029097,ER-TrackerBlueWhiteDPX,plate1_rep3,ER-TrackerBlueWhiteDPX,2.962929204,p1.r3,ER
AvgInten_ER,2_C1_1,1.537771915,0.187628679,1.44725271,0.206296449,ER,panelC1,int,-1.673290379,-1.578441073,ER-TrackerBlueWhiteDPX,plate2_rep1,ER-TrackerBlueWhiteDPX,1.673290379,p2.r1,ER
AvgInten_ER,2_C1_2,1.951236632,0.086669508,1.286072344,0.288564887,ER,panelC1,int,-2.445653153,-1.242835308,ER-TrackerBlueWhiteDPX,plate2_rep2,ER-TrackerBlueWhiteDPX,2.445653153,p2.r2,ER
AvgInten_ER,2_C1_3,0.995296786,0.489342036,0.774254424,0.71751161,ER,panelC1,int,-0.714693573,-0.331966151,ER-TrackerBlueWhiteDPX,plate2_rep3,ER-TrackerBlueWhiteDPX,0.714693573,p2.r3,ER
CELL_COUNT_C2,1_C2_1,0.893428432,0.572751466,0.474768979,0.951085673,CELL_COUNT_C2,panelC2,non-int,-0.557303399,-0.050151133,Cell_count_panelC2,plate1_rep1,Cell_count,0.557303399,p1.r1,Cell count
CELL_COUNT_C2,1_C2_2,3.165936815,0.01018097,1.641407974,0.136402896,CELL_COUNT_C2,panelC2,non-int,-4.587235011,-1.992142302,Cell_count_panelC2,plate1_rep2,Cell_count,4.587235011,p1.r2,Cell count
CELL_COUNT_C2,1_C2_3,2.265558874,0.048559484,1.225483152,0.326272049,CELL_COUNT_C2,panelC2,non-int,-3.024965753,-1.12002374,Cell_count_panelC2,plate1_rep3,Cell_count,3.024965753,p1.r3,Cell count
CELL_COUNT_C2,2_C2_1,1.020125371,0.470147327,0.603923475,0.870248326,CELL_COUNT_C2,panelC2,non-int,-0.754709172,-0.138976676,Cell_count_panelC2,plate2_rep1,Cell_count,0.754709172,p2.r1,Cell count
CELL_COUNT_C2,2_C2_2,1.664596442,0.148094143,1.569554928,0.159074138,CELL_COUNT_C2,panelC2,non-int,-1.909907105,-1.838384911,Cell_count_panelC2,plate2_rep2,Cell_count,1.909907105,p2.r2,Cell count
CELL_COUNT_C2,2_C2_3,3.171625381,0.010086277,0.926431729,0.569261194,CELL_COUNT_C2,panelC2,non-int,-4.596579443,-0.56341591,Cell_count_panelC2,plate2_rep3,Cell_count,4.596579443,p2.r3,Cell count
ObjectArea_NUC_C2,1_C2_1,1.315607628,0.2821693,0.965910117,0.532347274,NUC_C2,panelC2,non-int,-1.265248034,-0.630459231,Hoechst_panelC2,plate1_rep1,Hoechst,1.265248034,p1.r1,DNA (Hoechst)
ObjectArea_NUC_C2,1_C2_2,0.397457984,0.95402966,0.380331174,0.983552439,NUC_C2,panelC2,non-int,-0.047060518,-0.016584324,Hoechst_panelC2,plate1_rep2,Hoechst,0.047060518,p1.r2,DNA (Hoechst)
ObjectArea_NUC_C2,1_C2_3,2.166865148,0.058162672,1.730003162,0.112803291,NUC_C2,panelC2,non-int,-2.844511498,-2.182109762,Hoechst_panelC2,plate1_rep3,Hoechst,2.844511498,p1.r3,DNA (Hoechst)
ObjectArea_NUC_C2,2_C2_1,0.6069313,0.820888106,1.253900072,0.308098179,NUC_C2,panelC2,non-int,-0.197368469,-1.177336783,Hoechst_panelC2,plate2_rep1,Hoechst,0.197368469,p2.r1,DNA (Hoechst)
ObjectArea_NUC_C2,2_C2_2,2.26136355,0.048931889,1.281963859,0.290998493,NUC_C2,panelC2,non-int,-3.017325964,-1.23443719,Hoechst_panelC2,plate2_rep2,Hoechst,3.017325964,p2.r2,DNA (Hoechst)
ObjectArea_NUC_C2,2_C2_3,0.473607874,0.915174575,1.527950842,0.17383711,NUC_C2,panelC2,non-int,-0.08864044,-1.749636567,Hoechst_panelC2,plate2_rep3,Hoechst,0.08864044,p2.r3,DNA (Hoechst)
ObjectShapeP2A_NUC_C2,1_C2_1,0.473771923,0.915077559,0.846287638,0.646835849,NUC_C2,panelC2,non-int,-0.088746453,-0.435662727,Hoechst_panelC2,plate1_rep1,Hoechst,0.088746453,p1.r1,DNA (Hoechst)
ObjectShapeP2A_NUC_C2,1_C2_2,1.916576986,0.092450763,1.531176208,0.172646864,NUC_C2,panelC2,non-int,-2.381079065,-1.756507018,Hoechst_panelC2,plate1_rep2,Hoechst,2.381079065,p1.r2,DNA (Hoechst)
ObjectShapeP2A_NUC_C2,1_C2_3,1.97256069,0.0832981,1.502371713,0.183559292,NUC_C2,panelC2,non-int,-2.485329543,-1.695217546,Hoechst_panelC2,plate1_rep3,Hoechst,2.485329543,p1.r3,DNA (Hoechst)
ObjectShapeP2A_NUC_C2,2_C2_1,1.015319047,0.473824849,0.296876377,0.996030665,NUC_C2,panelC2,non-int,-0.746917543,-0.003977234,Hoechst_panelC2,plate2_rep1,Hoechst,0.746917543,p2.r1,DNA (Hoechst)
ObjectShapeP2A_NUC_C2,2_C2_2,4.76498572,0.000945873,0.870794565,0.622852728,NUC_C2,panelC2,non-int,-6.963401817,-0.47344518,Hoechst_panelC2,plate2_rep2,Hoechst,6.963401817,p2.r2,DNA (Hoechst)
ObjectShapeP2A_NUC_C2,2_C2_3,2.763944083,0.020044163,1.306985682,0.276449346,NUC_C2,panelC2,non-int,-3.909817312,-1.285727672,Hoechst_panelC2,plate2_rep3,Hoechst,3.909817312,p2.r3,DNA (Hoechst)
ObjectShapeLWR_NUC_C2,1_C2_1,0.400998007,0.95250707,0.36935755,0.98594335,NUC_C2,panelC2,non-int,-0.048657749,-0.014156381,Hoechst_panelC2,plate1_rep1,Hoechst,0.048657749,p1.r1,DNA (Hoechst)
ObjectShapeLWR_NUC_C2,1_C2_2,1.695440906,0.139790474,1.474949726,0.194557289,NUC_C2,panelC2,non-int,-1.967610595,-1.637028613,Hoechst_panelC2,plate1_rep2,Hoechst,1.967610595,p1.r2,DNA (Hoechst)
ObjectShapeLWR_NUC_C2,1_C2_3,1.901483834,0.095090207,1.355559265,0.250025034,NUC_C2,panelC2,non-int,-2.352929287,-1.386194231,Hoechst_panelC2,plate1_rep3,Hoechst,2.352929287,p1.r3,DNA (Hoechst)
ObjectShapeLWR_NUC_C2,2_C2_1,0.881729792,0.582739909,0.346315252,0.990154844,NUC_C2,panelC2,non-int,-0.540014317,-0.009893939,Hoechst_panelC2,plate2_rep1,Hoechst,0.540014317,p2.r1,DNA (Hoechst)
ObjectShapeLWR_NUC_C2,2_C2_2,7.628596267,3.55E-05,1.698518068,0.120683525,NUC_C2,panelC2,non-int,-10.24461401,-2.114583659,Hoechst_panelC2,plate2_rep2,Hoechst,10.24461401,p2.r2,DNA (Hoechst)
ObjectShapeLWR_NUC_C2,2_C2_3,2.708985981,0.022046331,0.807659732,0.684801719,NUC_C2,panelC2,non-int,-3.814609068,-0.378625943,Hoechst_panelC2,plate2_rep3,Hoechst,3.814609068,p2.r3,DNA (Hoechst)
ObjectTotalInten_NUC_C2,1_C2_1,2.070789594,0.06942624,2.276951044,0.035493365,NUC_C2,panelC2,int,-2.667490384,-3.338409508,Hoechst_panelC2,plate1_rep1,Hoechst,2.667490384,p1.r1,DNA (Hoechst)
ObjectTotalInten_NUC_C2,1_C2_2,1.691190538,0.140906704,0.641205555,0.840123161,NUC_C2,panelC2,int,-1.95965728,-0.174206778,Hoechst_panelC2,plate1_rep2,Hoechst,1.95965728,p1.r2,DNA (Hoechst)
ObjectTotalInten_NUC_C2,1_C2_3,3.308945879,0.008065904,2.973032288,0.008970703,NUC_C2,panelC2,int,-4.820109483,-4.713791251,Hoechst_panelC2,plate1_rep3,Hoechst,4.820109483,p1.r3,DNA (Hoechst)
ObjectTotalInten_NUC_C2,2_C2_1,6.520676243,0.000112439,5.067246711,0.000298465,NUC_C2,panelC2,int,-9.093095319,-8.116856237,Hoechst_panelC2,plate2_rep1,Hoechst,9.093095319,p2.r1,DNA (Hoechst)
ObjectTotalInten_NUC_C2,2_C2_2,1.049543758,0.448049148,2.16460523,0.044821366,NUC_C2,panelC2,int,-0.802852346,-3.105070343,Hoechst_panelC2,plate2_rep2,Hoechst,0.802852346,p2.r2,DNA (Hoechst)
ObjectTotalInten_NUC_C2,2_C2_3,1.525682707,0.191891822,1.53737148,0.170382609,NUC_C2,panelC2,int,-1.650823491,-1.769708731,Hoechst_panelC2,plate2_rep3,Hoechst,1.650823491,p2.r3,DNA (Hoechst)
ObjectAvgInten_NUC_C2,1_C2_1,1.798756404,0.115213306,1.613765372,0.144722704,NUC_C2,panelC2,int,-2.160970035,-1.932935757,Hoechst_panelC2,plate1_rep1,Hoechst,2.160970035,p1.r1,DNA (Hoechst)
ObjectAvgInten_NUC_C2,1_C2_2,2.670660305,0.023568308,0.986854698,0.513243608,NUC_C2,panelC2,int,-3.747852363,-0.667004677,Hoechst_panelC2,plate1_rep2,Hoechst,3.747852363,p1.r2,DNA (Hoechst)
ObjectAvgInten_NUC_C2,1_C2_3,6.314821644,0.000141333,4.752238618,0.000468249,NUC_C2,panelC2,int,-8.864393762,-7.666510265,Hoechst_panelC2,plate1_rep3,Hoechst,8.864393762,p1.r3,DNA (Hoechst)
ObjectAvgInten_NUC_C2,2_C2_1,8.022553379,2.43E-05,6.549082532,4.49E-05,NUC_C2,panelC2,int,-10.62506687,-10.01150737,Hoechst_panelC2,plate2_rep1,Hoechst,10.62506687,p2.r1,DNA (Hoechst)
ObjectAvgInten_NUC_C2,2_C2_2,2.404592981,0.037761333,3.014497771,0.008298897,NUC_C2,panelC2,int,-3.276469627,-4.79163262,Hoechst_panelC2,plate2_rep2,Hoechst,3.276469627,p2.r2,DNA (Hoechst)
ObjectAvgInten_NUC_C2,2_C2_3,1.39302425,0.245115873,0.674674537,0.811124043,NUC_C2,panelC2,int,-1.406024228,-0.209334286,Hoechst_panelC2,plate2_rep3,Hoechst,1.406024228,p2.r3,DNA (Hoechst)
ObjectVarInten_NUC_C2,1_C2_1,1.818300208,0.111077357,2.217275022,0.040163042,NUC_C2,panelC2,int,-2.197528412,-3.21480807,Hoechst_panelC2,plate1_rep1,Hoechst,2.197528412,p1.r1,DNA (Hoechst)
ObjectVarInten_NUC_C2,1_C2_2,2.567171426,0.02826507,1.017622731,0.485865733,NUC_C2,panelC2,int,-3.566128502,-0.721822963,Hoechst_panelC2,plate1_rep2,Hoechst,3.566128502,p1.r2,DNA (Hoechst)
ObjectVarInten_NUC_C2,1_C2_3,6.337032155,0.000137855,4.653174699,0.000541635,NUC_C2,panelC2,int,-8.889310558,-7.520918555,Hoechst_panelC2,plate1_rep3,Hoechst,8.889310558,p1.r3,DNA (Hoechst)
ObjectVarInten_NUC_C2,2_C2_1,9.763572836,5.26E-06,7.23139381,2.08E-05,NUC_C2,panelC2,int,-12.15567251,-10.7803597,Hoechst_panelC2,plate2_rep1,Hoechst,12.15567251,p2.r1,DNA (Hoechst)
ObjectVarInten_NUC_C2,2_C2_2,3.422521506,0.006724213,2.556006596,0.020140098,NUC_C2,panelC2,int,-5.002040424,-3.90504251,Hoechst_panelC2,plate2_rep2,Hoechst,5.002040424,p2.r2,DNA (Hoechst)
ObjectVarInten_NUC_C2,2_C2_3,1.330649532,0.274598379,0.649441109,0.8331442,NUC_C2,panelC2,int,-1.292445688,-0.182548543,Hoechst_panelC2,plate2_rep3,Hoechst,1.292445688,p2.r3,DNA (Hoechst)
ObjectSize_NUC_C2,1_C2_1,1.3063297,0.286930919,0.964830863,0.533341253,NUC_C2,panelC2,non-int,-1.248513793,-0.62859381,Hoechst_panelC2,plate1_rep1,Hoechst,1.248513793,p1.r1,DNA (Hoechst)
ObjectSize_NUC_C2,1_C2_2,0.398324211,0.95365971,0.380380356,0.983541134,NUC_C2,panelC2,non-int,-0.047448369,-0.016595818,Hoechst_panelC2,plate1_rep2,Hoechst,0.047448369,p1.r2,DNA (Hoechst)
ObjectSize_NUC_C2,1_C2_3,2.167449753,0.058100283,1.730811264,0.112607966,NUC_C2,panelC2,non-int,-2.84558474,-2.183842816,Hoechst_panelC2,plate1_rep3,Hoechst,2.84558474,p1.r3,DNA (Hoechst)
ObjectSize_NUC_C2,2_C2_1,0.610829078,0.817751777,1.253855753,0.308125846,NUC_C2,panelC2,non-int,-0.201196439,-1.177246987,Hoechst_panelC2,plate2_rep1,Hoechst,0.201196439,p2.r1,DNA (Hoechst)
ObjectSize_NUC_C2,2_C2_2,2.244074859,0.050498435,1.274336109,0.295563685,NUC_C2,panelC2,non-int,-2.98581293,-1.21887095,Hoechst_panelC2,plate2_rep2,Hoechst,2.98581293,p2.r2,DNA (Hoechst)
ObjectSize_NUC_C2,2_C2_3,0.478461974,0.912281084,1.537575609,0.170308493,NUC_C2,panelC2,non-int,-0.09180713,-1.770143824,Hoechst_panelC2,plate2_rep3,Hoechst,0.09180713,p2.r3,DNA (Hoechst)
RingTotalInten_TUB,1_C2_1,3.093337444,0.011477284,0.656958709,0.826680977,TUB,panelC2,int,-4.467385476,-0.190336417,Tubulin-GFP,plate1_rep1,Tubulin-GFP,4.467385476,p1.r1,Tubulin
RingTotalInten_TUB,1_C2_2,1.614407795,0.162657125,0.710989616,0.77799966,TUB,panelC2,int,-1.81611082,-0.251029192,Tubulin-GFP,plate1_rep2,Tubulin-GFP,1.81611082,p1.r2,Tubulin
RingTotalInten_TUB,1_C2_3,2.983976417,0.013776771,0.851652453,0.641573671,TUB,panelC2,int,-4.284771338,-0.44383126,Tubulin-GFP,plate1_rep3,Tubulin-GFP,4.284771338,p1.r3,Tubulin
RingTotalInten_TUB,2_C2_1,1.852185551,0.10425896,0.510606167,0.932767741,TUB,panelC2,int,-2.260877478,-0.069599046,Tubulin-GFP,plate2_rep1,Tubulin-GFP,2.260877478,p2.r1,Tubulin
RingTotalInten_TUB,2_C2_2,3.739011431,0.004106514,1.14010104,0.386188062,TUB,panelC2,int,-5.495180887,-0.95143082,Tubulin-GFP,plate2_rep2,Tubulin-GFP,5.495180887,p2.r2,Tubulin
RingTotalInten_TUB,2_C2_3,2.136599963,0.061489876,1.994591914,0.06411134,TUB,panelC2,int,-2.788882741,-2.747134022,Tubulin-GFP,plate2_rep3,Tubulin-GFP,2.788882741,p2.r3,Tubulin
RingAvgInten_TUB,1_C2_1,0.770304378,0.68039934,0.453595899,0.960330698,TUB,panelC2,int,-0.385075388,-0.040477576,Tubulin-GFP,plate1_rep1,Tubulin-GFP,0.385075388,p1.r1,Tubulin
RingAvgInten_TUB,1_C2_2,2.03452444,0.07424657,1.378550681,0.238326845,TUB,panelC2,int,-2.6003637,-1.434112249,Tubulin-GFP,plate1_rep2,Tubulin-GFP,2.6003637,p1.r2,Tubulin
RingAvgInten_TUB,1_C2_3,2.344717252,0.042063822,0.457907086,0.95854328,TUB,panelC2,int,-3.168567233,-0.042340564,Tubulin-GFP,plate1_rep3,Tubulin-GFP,3.168567233,p1.r3,Tubulin
RingAvgInten_TUB,2_C2_1,3.959871831,0.002945177,0.494782594,0.941267798,TUB,panelC2,int,-5.827586492,-0.060527591,Tubulin-GFP,plate2_rep1,Tubulin-GFP,5.827586492,p2.r1,Tubulin
RingAvgInten_TUB,2_C2_2,7.033535124,6.49E-05,0.540990025,0.914662702,TUB,panelC2,int,-9.642025919,-0.089199913,Tubulin-GFP,plate2_rep2,Tubulin-GFP,9.642025919,p2.r2,Tubulin
RingAvgInten_TUB,2_C2_3,3.702550722,0.004342128,0.572193961,0.893742024,TUB,panelC2,int,-5.439390705,-0.11233811,Tubulin-GFP,plate2_rep3,Tubulin-GFP,5.439390705,p2.r3,Tubulin
CircTotalInten_TUB,1_C2_1,3.003828232,0.013325098,1.124656209,0.397881891,TUB,panelC2,int,-4.318105931,-0.921600074,Tubulin-GFP,plate1_rep1,Tubulin-GFP,4.318105931,p1.r1,Tubulin
CircTotalInten_TUB,1_C2_2,1.581612234,0.172921352,0.572195506,0.893740932,TUB,panelC2,int,-1.754918398,-0.112339331,Tubulin-GFP,plate1_rep2,Tubulin-GFP,1.754918398,p1.r2,Tubulin
CircTotalInten_TUB,1_C2_3,3.8922999,0.003257198,0.814779989,0.677803269,TUB,panelC2,int,-5.726887882,-0.388898197,Tubulin-GFP,plate1_rep3,Tubulin-GFP,5.726887882,p1.r3,Tubulin
CircTotalInten_TUB,2_C2_1,2.179088895,0.056872579,0.899216498,0.595288435,TUB,panelC2,int,-2.866941974,-0.518709226,Tubulin-GFP,plate2_rep1,Tubulin-GFP,2.866941974,p2.r1,Tubulin
CircTotalInten_TUB,2_C2_2,5.050835483,0.000648895,0.439008872,0.966020871,TUB,panelC2,int,-7.340240069,-0.03456984,Tubulin-GFP,plate2_rep2,Tubulin-GFP,7.340240069,p2.r2,Tubulin
CircTotalInten_TUB,2_C2_3,2.045674785,0.072728678,1.281186702,0.291460821,TUB,panelC2,int,-2.621019506,-1.232849686,Tubulin-GFP,plate2_rep3,Tubulin-GFP,2.621019506,p2.r3,Tubulin
CircAvgInten_TUB,1_C2_1,1.658526498,0.149784786,0.605916471,0.868703421,TUB,panelC2,int,-1.898555773,-0.1407535,Tubulin-GFP,plate1_rep1,Tubulin-GFP,1.898555773,p1.r1,Tubulin
CircAvgInten_TUB,1_C2_2,4.446311242,0.001462687,1.449528225,0.205307429,TUB,panelC2,int,-6.527480407,-1.58324677,Tubulin-GFP,plate1_rep2,Tubulin-GFP,6.527480407,p1.r2,Tubulin
CircAvgInten_TUB,1_C2_3,4.044782776,0.002598309,0.646393795,0.835739187,TUB,panelC2,int,-5.952894382,-0.179438692,Tubulin-GFP,plate1_rep3,Tubulin-GFP,5.952894382,p1.r3,Tubulin
CircAvgInten_TUB,2_C2_1,8.700189464,1.30E-05,0.983233315,0.516520747,TUB,panelC2,int,-11.24826921,-0.660639823,Tubulin-GFP,plate2_rep1,Tubulin-GFP,11.24826921,p2.r1,Tubulin
CircAvgInten_TUB,2_C2_2,9.388507105,7.18E-06,0.575756243,0.891211748,TUB,panelC2,int,-11.84473952,-0.115173228,Tubulin-GFP,plate2_rep2,Tubulin-GFP,11.84473952,p2.r2,Tubulin
CircAvgInten_TUB,2_C2_3,5.051472079,0.00064836,0.815293722,0.677298178,TUB,panelC2,int,-7.341064923,-0.389643663,Tubulin-GFP,plate2_rep3,Tubulin-GFP,7.341064923,p2.r3,Tubulin
RingSpotTotalInten_TUB,1_C2_1,0.878120178,0.585835815,0.670548201,0.814786497,TUB,panelC2,int,-0.534715708,-0.204829166,Tubulin-GFP,plate1_rep1,Tubulin-GFP,0.534715708,p1.r1,Tubulin
RingSpotTotalInten_TUB,1_C2_2,0.428707809,0.939615691,0.279088715,0.997301873,TUB,panelC2,int,-0.062284327,-0.002701773,Tubulin-GFP,plate1_rep2,Tubulin-GFP,0.062284327,p1.r2,Tubulin
RingSpotTotalInten_TUB,1_C2_3,1.355124299,0.262667469,0.804197577,0.688202752,TUB,panelC2,int,-1.336866423,-0.373671787,Tubulin-GFP,plate1_rep3,Tubulin-GFP,1.336866423,p1.r3,Tubulin
RingSpotTotalInten_TUB,2_C2_1,0.830209667,0.62745953,1.777621569,0.101855135,TUB,panelC2,int,-0.466076104,-2.284203724,Tubulin-GFP,plate2_rep1,Tubulin-GFP,0.466076104,p2.r1,Tubulin
RingSpotTotalInten_TUB,2_C2_2,2.51226516,0.031152417,0.81265169,0.679895593,TUB,panelC2,int,-3.46886345,-0.385816032,Tubulin-GFP,plate2_rep2,Tubulin-GFP,3.46886345,p2.r2,Tubulin
RingSpotTotalInten_TUB,2_C2_3,1.83570308,0.107520922,1.199501071,0.343656812,TUB,panelC2,int,-2.230069831,-1.068111758,Tubulin-GFP,plate2_rep3,Tubulin-GFP,2.230069831,p2.r3,Tubulin
RingSpotAvgInten_TUB,1_C2_1,1.205956418,0.343070778,0.692642419,0.794923225,TUB,panelC2,int,-1.069818502,-0.229509741,Tubulin-GFP,plate1_rep1,Tubulin-GFP,1.069818502,p1.r1,Tubulin
RingSpotAvgInten_TUB,1_C2_2,1.403621152,0.240404082,0.962919996,0.535103361,TUB,panelC2,int,-1.425434098,-0.625295353,Tubulin-GFP,plate1_rep2,Tubulin-GFP,1.425434098,p1.r2,Tubulin
RingSpotAvgInten_TUB,1_C2_3,2.692085115,0.022704159,0.523498847,0.925367731,TUB,panelC2,int,-3.785207177,-0.077564074,Tubulin-GFP,plate1_rep3,Tubulin-GFP,3.785207177,p1.r3,Tubulin
RingSpotAvgInten_TUB,2_C2_1,3.879865698,0.003318433,0.639665948,0.841415663,TUB,panelC2,int,-5.708262527,-0.172669493,Tubulin-GFP,plate2_rep1,Tubulin-GFP,5.708262527,p2.r1,Tubulin
RingSpotAvgInten_TUB,2_C2_2,5.617060006,0.000319081,0.530045622,0.921449661,TUB,panelC2,int,-8.05006484,-0.081807131,Tubulin-GFP,plate2_rep2,Tubulin-GFP,8.05006484,p2.r2,Tubulin
RingSpotAvgInten_TUB,2_C2_3,1.786258323,0.117939298,0.933290525,0.562770796,TUB,panelC2,int,-2.137585211,-0.574882847,Tubulin-GFP,plate2_rep3,Tubulin-GFP,2.137585211,p2.r3,Tubulin
RingSpotTotalArea_TUB,1_C2_1,0.403919389,0.951229221,0.498530451,0.939313071,TUB,panelC2,non-int,-0.050000214,-0.062606446,Tubulin-GFP,plate1_rep1,Tubulin-GFP,0.050000214,p1.r1,Tubulin
RingSpotTotalArea_TUB,1_C2_2,0.356870038,0.969456727,0.221479986,0.999425697,TUB,panelC2,non-int,-0.03101944,-0.000574468,Tubulin-GFP,plate1_rep2,Tubulin-GFP,0.03101944,p1.r2,Tubulin
RingSpotTotalArea_TUB,1_C2_3,0.708386841,0.735103651,0.432893319,0.968243621,TUB,panelC2,non-int,-0.307743768,-0.032271549,Tubulin-GFP,plate1_rep3,Tubulin-GFP,0.307743768,p1.r3,Tubulin
RingSpotTotalArea_TUB,2_C2_1,0.81709514,0.638991832,1.304874477,0.277651903,TUB,panelC2,non-int,-0.447863607,-1.281387097,Tubulin-GFP,plate2_rep1,Tubulin-GFP,0.447863607,p2.r1,Tubulin
RingSpotTotalArea_TUB,2_C2_2,1.224710775,0.331924996,0.874602675,0.61914127,TUB,panelC2,non-int,-1.102846252,-0.479421809,Tubulin-GFP,plate2_rep2,Tubulin-GFP,1.102846252,p2.r2,Tubulin
RingSpotTotalArea_TUB,2_C2_3,0.711350539,0.732505458,1.080861436,0.432444287,TUB,panelC2,non-int,-0.311284486,-0.838301776,Tubulin-GFP,plate2_rep3,Tubulin-GFP,0.311284486,p2.r3,Tubulin
RingSpotAvgArea_TUB,1_C2_1,3.493075628,0.006013636,1.439587891,0.209660778,TUB,panelC2,non-int,-5.113725657,-1.562264398,Tubulin-GFP,plate1_rep1,Tubulin-GFP,5.113725657,p1.r1,Tubulin
