"","feature","plate","F_r","P_r","F_c","P_c","Channel","Channel_color","feature_type","P_r_log","P_c_log"
"134","TotalInten_Lyso","1B2",1.07225585006784,0.431483542247069,1.55937788050508,0.162569119290966,"Lyso","panelB","int",-0.840525909980775,-1.81665201816493
"135","TotalInten_Lyso","1B3",1.32540502240037,0.277217262420797,1.48161450138841,0.191828136130872,"Lyso","panelB","int",-1.28295373936005,-1.65115543213573
"136","TotalInten_Lyso","2B1",0.918134263331961,0.551903734669671,0.577256088966649,0.890138028866711,"Lyso","panelB","int",-0.594381641627758,-0.116378739666666
"137","TotalInten_Lyso","2B2",2.60407589865058,0.0264850552124608,1.44504924069519,0.207258408593926,"Lyso","panelB","int",-3.63117465931873,-1.57378891356334
"138","TotalInten_Lyso","2B3",1.70485926910576,0.137348223117224,0.930093664293696,0.565792208281741,"Lyso","panelB","int",-1.98523580342134,-0.569528391362302
"139","AvgInten_Lyso","1B1",0.901546838467558,0.565862586702998,1.6251153089253,0.141247850875383,"Lyso","panelB","int",-0.569404009931392,-1.95723912411288
"140","AvgInten_Lyso","1B2",2.19052918527622,0.0556922166240452,1.79207987544454,0.0987479410438735,"Lyso","panelB","int",-2.8879148792629,-2.3151847256069
"141","AvgInten_Lyso","1B3",1.32221247647651,0.278822361543569,0.89395682752139,0.600363417802777,"Lyso","panelB","int",-1.27718039691482,-0.510220110788019
"142","AvgInten_Lyso","2B1",0.995762318669838,0.488977689211799,0.875754292052891,0.618019864481765,"Lyso","panelB","int",-0.715438415881877,-0.481234678866651
"143","AvgInten_Lyso","2B2",1.21039355554149,0.340406076153528,1.34754705890024,0.254222006919393,"Lyso","panelB","int",-1.07761603240249,-1.36954735072701
"144","AvgInten_Lyso","2B3",3.23627492938439,0.00907434731771615,2.21697349627585,0.040188212946008,"Lyso","panelB","int",-4.70230382233048,-3.21418153665001
"145","RingTotalInten_Perox","1B1",0.719421482930064,0.725414834858457,1.10045937660829,0.416723541908721,"Perox","panelB","int",-0.321011601751797,-0.875332246088325
"146","RingTotalInten_Perox","1B2",1.4153235950178,0.235297843817526,1.44546138020776,0.207078163677044,"Perox","panelB","int",-1.44690314683723,-1.57465895468602
"147","RingTotalInten_Perox","1B3",3.90208954810818,0.0032098502217664,1.847985186492,0.0876107697271434,"Perox","panelB","int",-5.74153100281468,-2.43485134650587
"148","RingTotalInten_Perox","2B1",0.651498206267086,0.784141066998642,0.831663002474512,0.661202231604138,"Perox","panelB","int",-0.243166342421394,-0.413695537959084
